Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMM0306,CAE18765.1,cpeS,phycoerythrin linker protein CpeS homolog,Syncc8109_2371,AHF64690.1,None,hypothetical protein,5.77622E-20,Syncc8109_0442,AHF62842.1,None,hypothetical protein,2.70847E-11,,,,,
PMM0308,CAE18767.1,None,conserved hypothetical protein,Syncc8109_0474,AHF62874.1,None,hypothetical protein,1.35652E-85,,,,,,,,,,
PMM0309,CAE18768.1,None,possible Pollen allergen,Syncc8109_0822,AHF63200.1,None,hypothetical protein,1.09550E-16,,,,,,,,,,
PMM0310,CAE18769.1,None,"Carbohydrate kinase, FGGY family",Syncc8109_0498,AHF62897.1,None,"carbohydrate kinase, FGGY family",1.00081E-138,,,,,,,,,,
PMM0311,CAE18770.1,metK,S-adenosylmethionine synthetase,Syncc8109_0499,AHF62898.1,metK,S-adenosylmethionine synthetase,0.00000E+00,,,,,,,,,,
PMM0312,CAE18771.1,"rps1a, rpsA1","30S ribosomal protein S1, homolog A",Syncc8109_0501,AHF62900.1,rps1a,RNA binding S1,0.00000E+00,Syncc8109_1978,AHF64322.1,rps1b,RNA binding S1,2.07451E-62,Syncc8109_0629,AHF63014.1,pnp,RNA binding S1,5.57433E-07
PMM0313,CAE18772.1,None,conserved hypothetical protein,Syncc8109_0502,AHF62901.1,nrdR,transcriptional regulator NrdR,1.81164E-65,,,,,,,,,,
PMM0314,CAE18773.1,psbT,Photosystem II PsbT protein,Syncc8109_0503,AHF62902.1,psbT,photosystem II reaction center T protein,9.79692E-14,,,,,,,,,,
PMM0315,CAE18774.1,psbB,Photosystem II PsbB protein (CP47),Syncc8109_0504,AHF62903.1,psbB,photosystem II chlorophyll-binding protein CP47,0.00000E+00,Syncc8109_1040,AHF63412.1,pcbD,chlorophyll a/b binding light harvesting protein PcbD,6.30874E-12,Syncc8109_2096,AHF64434.1,psbC,photosystem II 44 kDa subunit reaction center protein,9.34816E-09
PMM0316,CAE18775.1,None,possible ferredoxin,Syncc8109_0505,AHF62904.1,None,putative ferredoxin (2Fe-2S),1.17687E-42,Syncc8109_0766,AHF63146.1,fdx,putative ferredoxin (2Fe-2S),2.37857E-21,,,,,
PMM0317,CAE18776.1,psbM,possible Photosystem II reaction center M protein (PsbM),Syncc8109_0507,AHF62906.1,psbM,putative photosystem II reaction center M protein,1.50978E-10,,,,,,,,,,
PMM0318,CAE18777.1,hemK,putative protein methyltransferase,Syncc8109_0515,AHF62911.1,hemK,"modification methylase, HemK family",1.72102E-74,,,,,,,,,,
PMM0319,CAE18778.1,None,conserved hypothetical protein,Syncc8109_0516,AHF62912.1,None,hypothetical protein,2.90894E-44,,,,,,,,,,
PMM0320,CAE18779.1,minE,possible septum site-determining protein MinE,Syncc8109_0520,AHF62915.1,minE,cell division topological specificity factor MinE,2.63046E-37,,,,,,,,,,
PMM0321,CAE18780.1,minD,putative septum site-determining protein MinD,Syncc8109_0521,AHF62916.1,minD,septum site-determining protein MinD,1.72101E-140,Syncc8109_0415,AHF62818.1,None,MRP protein-like protein,1.94104E-10,,,,,
PMM0322,CAE18781.1,minC,possible septum site-determining protein,Syncc8109_0522,AHF62917.1,minC,putative septum site-determining protein,1.75342E-32,,,,,,,,,,
PMM0323,CAE18782.1,None,conserved hypothetical protein,Syncc8109_0523,AHF62918.1,None,metal dependent phosphohydrolase,2.15671E-140,,,,,,,,,,
PMM0324,CAE18783.1,ctpA,carboxyl-terminal processing proteinase precursor,Syncc8109_0524,AHF62919.1,ctpA,carboxyl-terminal protease,1.98938E-159,Syncc8109_1389,AHF63752.1,None,carboxyl-terminal protease,3.29474E-79,,,,,
PMM0325,CAE18784.1,petB,Cytochrome b6,Syncc8109_0525,AHF62920.1,petB,apocytochrome b6,2.95633E-153,,,,,,,,,,
PMM0326,CAE18785.1,petD,PetD protein (subunit IV of the Cytochrome b6f complex),Syncc8109_0526,AHF62921.1,petD,cytochrome b6-f complex subunit 4 (17 kd polypeptide),8.21652E-105,,,,,,,,,,
PMM0327,CAE18786.1,None,putative neutral invertase-like protein,Syncc8109_0527,AHF62922.1,invA,putative neutral invertase-like protein,0.00000E+00,,,,,,,,,,
PMM0328,CAE18787.1,FPG,Formamidopyrimidine-DNA glycolase (FAPY-DNA glycolase),Syncc8109_0539,AHF62928.1,None,formamidopyrimidine-DNA glycosylase,2.37166E-115,,,,,,,,,,
PMM0329,CAE18788.1,psaE,Photosystem I PsaE protein (subunit IV),Syncc8109_0540,AHF62929.1,psaE,photosystem I subunit IV (PsaE),2.75774E-35,,,,,,,,,,
PMM0330,CAE18789.1,None,possible LysM domain,Syncc8109_0543,AHF62932.1,lysM,Peptidoglycan-binding LysM,4.67623E-27,Syncc8109_0543,AHF62932.1,lysM,Peptidoglycan-binding LysM,4.84611E-12,,,,,
PMM0331,CAE18790.1,None,Putative aldehyde dehydrogenase,Syncc8109_0544,AHF62933.1,None,putative aldehyde dehydrogenase,1.24665E-146,,,,,,,,,,
PMM0333,CAE18792.1,rimI,GCN5-related N-acetyltransferase,Syncc8109_1072,AHF63443.1,rimI,putative ribosomal-protein-alanine acetyltransferase,2.51914E-85,,,,,,,,,,
PMM0334,CAE18793.1,None,conserved hypothetical protein,Syncc8109_2201,AHF64530.1,None,hypothetical protein,1.68561E-15,Syncc8109_1377,AHF63740.1,None,hypothetical protein,2.79883E-09,Syncc8109_1808,AHF64162.1,None,hypothetical protein,6.84501E-09
PMM0335,CAE18794.1,None,possible NADH-PLASTOQUINONE OXIDOREDUCTASE CHAIN 5,Syncc8109_2509,AHF64816.1,ndhF2,"proton-translocating NADH-quinone oxidoreductase, chain L",1.47752E-10,,,,,,,,,,
PMM0336,CAE18795.1,None,conserved hypothetical,Syncc8109_1706,AHF64062.1,None,plastoquinol terminal oxidase,1.74105E-15,,,,,,,,,,
PMM0337,CAE18796.1,None,conserved hypothetical protein,Syncc8109_0579,AHF62966.1,None,hypothetical protein,3.72067E-18,,,,,,,,,,
PMM0338,CAE18797.1,None,conserved hypothetical,Syncc8109_2643,AHF64950.1,None,hypothetical protein,2.56050E-26,,,,,,,,,,
PMM0339,CAE18798.1,T8L23.23,Bacterial-type phytoene dehydrogenase,Syncc8109_1998,AHF64342.1,None,hypothetical protein,0.00000E+00,Syncc8109_0960,AHF63334.1,crtH,carotenoid isomerase,6.80001E-53,Syncc8109_0394,AHF62800.1,None,phytoene dehydrogenase related enzyme,1.88463E-08
PMM0340,CAE18799.1,None,conserved hypothetical protein,Syncc8109_1181,AHF63551.1,None,hypothetical protein,8.97842E-27,,,,,,,,,,
PMM0341,CAE18800.1,None,conserved hypothetical,Syncc8109_2291,AHF64617.1,None,hypothetical protein,1.79966E-18,,,,,,,,,,
PMM0343,CAE18802.1,None,mttA/Hcf106 family,Syncc8109_0263,AHF62674.1,tatA,"twin-arginine translocation protein, TatA/E family",1.49071E-25,,,,,,,,,,
PMM0345,CAE18804.1,None,putative bacterioferritin comigratory protein,Syncc8109_1547,AHF63907.1,None,putative bacterioferritin comigratory protein,7.06741E-58,Syncc8109_2389,AHF64706.1,bcp,putative bacterioferritin comigratory (BCP) protein,8.86697E-28,Syncc8109_1257,AHF63625.1,None,Twin-arginine translocation pathway signal,3.75224E-16
PMM0346,CAE18805.1,None,conserved hypothetical protein,Syncc8109_1304,AHF63671.1,None,hypothetical protein,3.35375E-41,,,,,,,,,,
PMM0347,CAE18806.1,None,conserved hypothetical,Syncc8109_1204,AHF63574.1,None,hypothetical protein,1.20726E-26,,,,,,,,,,
PMM0349,CAE18808.1,None,Class I peptide chain release factor,Syncc8109_2652,AHF64958.1,None,hypothetical protein,2.25076E-44,,,,,,,,,,
PMM0350,CAE18809.1,None,possible TIR domain,Syncc8109_0491,AHF62891.1,None,hypothetical protein,2.06860E-10,,,,,,,,,,
PMM0351,CAE18810.1,None,"possible Small, acid-soluble spore proteins, a",Syncc8109_0578,AHF62965.1,None,hypothetical protein,2.73646E-10,,,,,,,,,,
PMM0352,CAE18811.1,None,Abortive infection protein,Syncc8109_0314,AHF62723.1,None,hypothetical protein,2.46447E-31,,,,,,,,,,
PMM0360,CAE18819.1,None,conserved hypothetical protein,Syncc8109_0310,AHF62719.1,None,hypothetical protein,2.80364E-45,,,,,,,,,,
PMM0364,CAE18823.1,None,possible Malic enzyme,Syncc8109_1138,AHF63509.1,None,hypothetical protein,6.38396E-12,Syncc8109_0589,AHF62976.1,None,hypothetical protein,3.80847E-07,,,,,
PMM0366,CAE18825.1,None,Type-1 copper (blue) domain,Syncc8109_1674,AHF64031.1,petE,type I copper blue protein: plastocyanin,3.38511E-07,,,,,,,,,,
PMM0367,CAE18826.1,None,conserved hypothetical protein,Syncc8109_1080,AHF63451.1,None,hypothetical protein,4.45349E-57,,,,,,,,,,
PMM0368,CAE18827.1,None,conserved hypothetical protein,Syncc8109_1138,AHF63509.1,None,hypothetical protein,3.93707E-26,,,,,,,,,,
PMM0369,CAE18828.1,None,possible Ribosomal protein S14p/S29e,Syncc8109_0622,AHF63008.1,None,hypothetical protein,8.67493E-11,Syncc8109_2323,AHF64646.1,None,hypothetical protein,2.76379E-07,,,,,
PMM0372,CAE18831.1,None,putative cyanate ABC transporter,Syncc8109_1461,AHF63823.1,None,ATPase,3.56010E-40,Syncc8109_0562,AHF62949.1,None,ATPase,2.18347E-38,Syncc8109_1252,AHF63620.1,None,ATPase,2.10422E-36
PMM0373,CAE18832.1,cynS,Cyanate lyase,Syncc8109_2727,AHF65033.1,cynS,Cyanase,2.37782E-70,,,,,,,,,,
PMM0374,CAE18833.1,None,mttA/Hcf106 family,Syncc8109_0263,AHF62674.1,tatA,"twin-arginine translocation protein, TatA/E family",5.90662E-27,,,,,,,,,,
PMM0378,CAE18837.1,None,conserved hypothetical protein,Syncc8109_0589,AHF62976.1,None,hypothetical protein,2.33942E-37,,,,,,,,,,
PMM0387,CAE18846.1,aroD,Dehydroquinase class II,Syncc8109_0554,AHF62941.1,aroQ,"3-dehydroquinate dehydratase, type II",2.05362E-52,,,,,,,,,,
PMM0388,CAE18847.1,None,putative similar to tRNA-(MS[2,Syncc8109_0555,AHF62942.1,None,tRNA-(MS(2)IO(6)A)-hydroxylase-like protein,1.08449E-72,,,,,,,,,,
PMM0389,CAE18848.1,cobI/cbiL,PRECORRIN-2 C20-METHYLTRANSFERASE,Syncc8109_2114,AHF64452.1,cobI/cbiL,precorrin-2 C20-methyltransferase,9.80436E-54,,,,,,,,,,
PMM0390,CAE18849.1,None,conserved hypothetical protein,Syncc8109_2123,AHF64460.1,None,hypothetical protein,6.92089E-49,,,,,,,,,,
PMM0391,CAE18850.1,None,GTP-binding protein (HSR1-related),Syncc8109_2120,AHF64458.1,None,Small GTP-binding protein domain protein,0.00000E+00,Syncc8109_2120,AHF64458.1,None,Small GTP-binding protein domain protein,7.49741E-14,Syncc8109_2562,AHF64869.1,trmE,tRNA modification GTPase TrmE,4.98401E-19
PMM0392,CAE18851.1,None,possible cobalt transport protein,Syncc8109_2119,AHF64457.1,None,putative cobalt transport protein,2.12024E-83,,,,,,,,,,
PMM0393,CAE18852.1,None,conserved hypothetical protein,Syncc8109_2118,AHF64456.1,None,hypothetical protein,5.89197E-40,,,,,,,,,,
PMM0394,CAE18853.1,None,conserved hypothetical protein,Syncc8109_2117,AHF64455.1,None,hypothetical protein,7.33890E-71,,,,,,,,,,
PMM0395,CAE18854.1,None,conserved hypothetical protein,Syncc8109_2116,AHF64454.1,None,hypothetical protein,5.92562E-81,,,,,,,,,,
PMM0396,CAE18855.1,proC,Delta 1-pyrroline-5-carboxylate reductase,Syncc8109_2115,AHF64453.1,proC,pyrroline-5-carboxylate reductase,1.76945E-77,,,,,,,,,,
PMM0397,CAE18856.1,None,"possible Glycosyl transferase, group 1",Syncc8109_2109,AHF64447.1,rfaG,putative glycosyltransferase,0.00000E+00,Syncc8109_0056,AHF62481.1,sqdX,SqdX,2.59841E-11,,,,,
PMM0398,CAE18857.1,None,possible Recombination protein O (RecO),Syncc8109_2107,AHF64445.1,recO,DNA repair protein RecO,1.80213E-75,,,,,,,,,,
PMM0399,CAE18858.1,None,Putative deoxyribose-phosphate aldolase,Syncc8109_2106,AHF64444.1,deoC,deoxyribose-phosphate aldolase,1.38868E-21,,,,,,,,,,
PMM0400,CAE18859.1,lrtA,light repressed protein A homolog,Syncc8109_2105,AHF64443.1,raiA,putative sigma 54 modulation protein/ribosomal protein S30EA,8.25047E-82,,,,,,,,,,
PMM0401,CAE18860.1,lipB,putative lipoate-protein ligase B,Syncc8109_2104,AHF64442.1,lipB,lipoate-protein ligase B,7.07882E-62,,,,,,,,,,
PMM0402,CAE18861.1,fadD,putative long-chain-fatty-acid--CoA ligase,Syncc8109_2103,AHF64441.1,fadD,putative long-chain-fatty-acid--CoA ligase,0.00000E+00,Syncc8109_2546,AHF64853.1,None,O-succinylbenzoate--CoA ligase,1.33930E-07,,,,,
PMM0403,CAE18862.1,None,conserved hypothetical protein,Syncc8109_2102,AHF64440.1,None,hypothetical protein,2.85984E-62,,,,,,,,,,
PMM0405,CAE18864.1,pdhC,Dihydrolipoamide acetyltransferase component (E2) of pyruvate de,Syncc8109_2101,AHF64439.1,None,putative dihydrolipoamide acetyltransferase component (E2) of pyruvate,7.60065E-44,,,,,,,,,,
PMM0406,CAE18865.1,queA,Queuosine biosynthesis protein,Syncc8109_2100,AHF64438.1,queA,queuosine biosynthesis protein,4.62374E-111,,,,,,,,,,
PMM0407,CAE18866.1,cysK1,O-acetylserine (thiol)-lyase A,Syncc8109_2099,AHF64437.1,cysK,cysteine synthase A,0.00000E+00,Syncc8109_2470,AHF64778.1,cysK,cysteine synthase A,5.97728E-94,,,,,
PMM0408,CAE18867.1,None,possible Cystathionine gamma-synthase,Syncc8109_2098,AHF64436.1,metC,putative cystathionine gamma-synthase,1.00532E-177,Syncc8109_2097,AHF64435.1,metB,Cystathionine gamma-synthase,7.84019E-14,Syncc8109_0889,AHF63266.1,cysD,O-acetylhomoserine/O-acetylserine sulfhydrylase,7.94459E-13
PMM0409,CAE18868.1,metB,putative Cystathionine gamma-synthase,Syncc8109_2097,AHF64435.1,metB,Cystathionine gamma-synthase,2.82276E-180,Syncc8109_0889,AHF63266.1,cysD,O-acetylhomoserine/O-acetylserine sulfhydrylase,5.76036E-46,Syncc8109_2098,AHF64436.1,metC,putative cystathionine gamma-synthase,1.04697E-17
PMM0410,CAE18869.1,"rpsD,rps4",30S ribosomal protein S4,Syncc8109_1936,AHF64280.1,rpsD,ribosomal protein S4,3.25272E-132,,,,,,,,,,
PMM0411,CAE18870.1,None,conserved hypothetical protein,Syncc8109_1935,AHF64279.1,None,hypothetical protein,2.13557E-37,,,,,,,,,,
PMM0412,CAE18871.1,None,conserved hypothetical protein,Syncc8109_1934,AHF64278.1,None,ribonucleotide reductase (class II),6.58963E-20,,,,,,,,,,
PMM0413,CAE18872.1,murE,UDP-N-acetylmuramyl-tripeptide synthetase,Syncc8109_1933,AHF64277.1,murE,UDP-N-acetylmuramyl-tripeptide synthetase,5.27876E-136,Syncc8109_2236,AHF64562.1,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,2.19931E-17,,,,,
PMM0414,CAE18873.1,None,putative short chain dehydrogenase,Syncc8109_1308,AHF63675.1,csgA,putative CsgA C-factor signaling protein,9.94531E-88,Syncc8109_1592,AHF63949.1,None,short-chain dehydrogenase/reductase (SDR) superfamily,1.15155E-13,,,,,
PMM0415,CAE18874.1,None,putative L-cysteine/cystine lyase,Syncc8109_1932,AHF64276.1,None,putative L-cysteine/cystine lyase,5.09097E-138,Syncc8109_2540,AHF64847.1,nifS,NifS-like aminotransferase class-V,3.09220E-06,,,,,
PMM0416,CAE18875.1,None,conserved hypothetical protein,Syncc8109_2086,AHF64424.1,None,methyltransferase-like protein,1.18153E-113,,,,,,,,,,
PMM1846,CAP16350.1,None,Conserved hypothetical protein,Syncc8109_2689,AHF64995.1,None,hypothetical protein,7.00717E-11,Syncc8109_1751,AHF64107.1,None,hypothetical protein,4.22893E-10,,,,,
PMM0418,CAE18877.1,None,NifU-like protein,Syncc8109_1916,AHF64261.1,nifU,NifU-like protein,2.46916E-47,,,,,,,,,,
PMM0419,CAE18878.1,mqo,putative malate/quinone oxidoreductase,Syncc8109_1915,AHF64260.1,mqo,Malate:quinone-oxidoreductase,5.65325E-167,,,,,,,,,,
PMM0420,CAE18879.1,lepA,GTP-binding protein LepA,Syncc8109_1913,AHF64258.1,lepA,GTP-binding protein LepA,0.00000E+00,Syncc8109_1447,AHF63809.1,typA / bipA,GTP-binding protein TypA,1.17102E-32,Syncc8109_1409,AHF63772.1,prfC,peptide chain release factor 3,3.89049E-26
PMM0421,CAE18880.1,None,"putative ABC transporter, oligopeptides",Syncc8109_1911,AHF64256.1,None,"putative ABC transporter, oligopeptide",3.31456E-94,,,,,,,,,,
PMM0422,CAE18881.1,None,tRNA/rRNA methyltransferase (SpoU),Syncc8109_1908,AHF64253.1,None,tRNA (guanosine-2'-O-)-methyltransferase,7.73569E-92,Syncc8109_1529,AHF63890.1,None,"RNA methyltransferase TrmH, group 3",1.99722E-12,,,,,
PMM0423,CAE18882.1,None,conserved hypothetical protein,Syncc8109_0741,AHF63121.1,None,hypothetical protein,2.07352E-37,,,,,,,,,,
PMM0424,CAE18883.1,None,conserved hypothetical protein,Syncc8109_1281,AHF63648.1,None,hypothetical protein,2.38191E-26,,,,,,,,,,
PMM0425,CAE18884.1,None,conserved hypothetical protein,Syncc8109_1297,AHF63664.1,None,photolyase protein family,0.00000E+00,Syncc8109_0211,AHF62626.1,None,putative deoxyribodipyrimidine photolyase,4.74783E-07,,,,,
PMM0426,CAE18885.1,None,Sun protein (Fmu protein),Syncc8109_1906,AHF64251.1,None,sun protein,6.67191E-124,,,,,,,,,,
PMM0427,CAE18886.1,None,putative penicillin binding protein,Syncc8109_1905,AHF64250.1,None,Penicillin-binding protein 1A,4.39968E-146,,,,,,,,,,
PMM0428,CAE18887.1,chlG,chlorophyll synthase 33 kD subunit,Syncc8109_1904,AHF64249.1,chlG,"chlorophyll synthase, ChlG",1.57415E-179,,,,,,,,,,
PMM0429,CAE18888.1,None,conserved hypothetical protein,Syncc8109_1903,AHF64248.1,None,hypothetical protein,2.10115E-12,,,,,,,,,,
PMM0430,CAE18889.1,hisF,Imidazole glycerol phosphate synthase subunit HisF (cyclase),Syncc8109_1902,AHF64247.1,hisF,"imidazoleglycerol phosphate synthase, cyclase subunit",1.32614E-118,Syncc8109_0804,AHF63184.1,hisA,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,1.24110E-19,,,,,
PMM0431,CAE18890.1,None,conserved hypothetical protein,Syncc8109_1901,AHF64246.1,None,ubiquinone/menaquinone biosynthesis methyltransferase,1.81066E-66,,,,,,,,,,
PMM0433,CAE18892.1,BirA,putative Biotin--acetyl-CoA-carboxylase ligase,Syncc8109_0650,AHF63035.1,None,Biotin--acetyl-CoA-carboxylase ligase,4.81947E-41,,,,,,,,,,
PMM0434,CAE18893.1,None,"possible ABC transporter, ATP binding protein",Syncc8109_0653,AHF63038.1,None,ATPase,1.06666E-115,Syncc8109_0880,AHF63257.1,glnQ,ATPase,5.14702E-42,Syncc8109_1461,AHF63823.1,None,ATPase,1.93095E-37
PMM0435,CAE18894.1,ndhB,putative NADH dehydrogenase (complex I) subunit (chain 2),Syncc8109_0654,AHF63039.1,ndhB,"Proton-translocating NADH-quinone oxidoreductase, chain N",0.00000E+00,Syncc8109_2510,AHF64817.1,ndhD1,"proton-translocating NADH-quinone oxidoreductase, chain M",2.49041E-18,Syncc8109_2509,AHF64816.1,ndhF2,"proton-translocating NADH-quinone oxidoreductase, chain L",6.18591E-18
PMM0436,CAE18895.1,topA,Prokaryotic DNA topoisomerase,Syncc8109_0655,AHF63040.1,topA,DNA topoisomerase I,0.00000E+00,,,,,,,,,,
PMM0438,CAE18897.1,None,conserved hypothetical protein,Syncc8109_0657,AHF63042.1,None,hypothetical protein,5.77231E-65,,,,,,,,,,
PMM0439,CAE18898.1,None,conserved hypothetical protein,Syncc8109_0658,AHF63043.1,None,hypothetical protein,8.66377E-84,,,,,,,,,,
PMM0440,CAE18899.1,None,conserved hypothetical protein,Syncc8109_0659,AHF63044.1,None,Twin-arginine translocation pathway signal,4.66987E-51,,,,,,,,,,
PMM0441,CAE18900.1,None,Aldo/keto reductase family,Syncc8109_0660,AHF63045.1,None,"putative oxidoreductase, aldo/keto reductase family",1.35895E-142,Syncc8109_2145,AHF64480.1,None,hypothetical protein,7.16452E-48,,,,,
PMM0442,CAE18901.1,ribE,Putative Riboflavin synthase alpha chain,Syncc8109_0662,AHF63047.1,None,"putative boflavin synthase, alpha subunit",6.23574E-86,,,,,,,,,,
PMM0443,CAE18902.1,None,conserved hypothetical protein,Syncc8109_0663,AHF63048.1,abrB,Transcriptional regulator AbrB,3.00655E-49,Syncc8109_0883,AHF63260.1,None,hypothetical protein,1.21212E-24,Syncc8109_1124,AHF63495.1,None,hypothetical protein,1.48354E-22
PMM0444,CAE18903.1,ctaE,"Cytochrome c oxidase, subunit III",Syncc8109_0664,AHF63049.1,coxC,putative cytochrome c oxidase subunit III,3.61915E-101,,,,,,,,,,
PMM0445,CAE18904.1,ctaD (coxA),"Cytochrome c oxidase, subunit I",Syncc8109_0665,AHF63050.1,coxA,Cytochrome-c oxidase,0.00000E+00,,,,,,,,,,
PMM0446,CAE18905.1,ctaC (coxB),"putative cytochrome c oxidase, subunit 2",Syncc8109_0666,AHF63051.1,coxB,putative cytochrome c oxidase subunit II,1.98135E-125,,,,,,,,,,
PMM0447,CAE18906.1,None,conserved hypothetical protein,Syncc8109_0667,AHF63052.1,ctaA,putative cytochrome c oxidase assembly protein,1.24613E-55,,,,,,,,,,
PMM0448,CAE18907.1,ctaB,putative protoheme IX farnesyltransferase,Syncc8109_0668,AHF63053.1,ctaB,protoheme IX farnesyltransferase,3.71874E-149,,,,,,,,,,
PMM0449,CAE18908.1,None,putative multidrug efflux ABC transporter,Syncc8109_0669,AHF63054.1,drrA,ATPase,1.88723E-149,Syncc8109_2634,AHF64941.1,None,ATPase,3.94398E-32,Syncc8109_1444,AHF63806.1,None,ATPase,4.54493E-31
PMM0450,CAE18909.1,None,putative multidrug efflux ABC transporter,Syncc8109_0670,AHF63055.1,drrB,putative multidrug efflux ABC transporter,1.69917E-123,,,,,,,,,,
PMM0452,CAE18911.1,"groEL2,cpn60-2",GroEL2 protein (Chaperonin cpn60 2),Syncc8109_0673,AHF63058.1,groEL2,Chaperonin Cpn60/TCP-1,0.00000E+00,Syncc8109_2250,AHF64576.1,groEL,chaperonin GroEL,0.00000E+00,,,,,
PMM1850,CAP16354.1,None,Conserved hypothetical protein,Syncc8109_0674,AHF63059.1,None,hypothetical protein,1.16069E-11,,,,,,,,,,
PMM0453,CAE18912.1,fabG,3-oxoacyl-[acyl-carrier protein,Syncc8109_0675,AHF63060.1,fabG,3-oxoacyl-(acyl-carrier-protein) reductase,1.04266E-91,Syncc8109_1420,AHF63782.1,None,putative short-chain dehydrogenase family protein,2.80254E-18,Syncc8109_1973,AHF64317.1,None,putative short-chain dehydrogenase,3.84779E-12
PMM0454,CAE18913.1,ispD,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Syncc8109_0678,AHF63063.1,ispD,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,3.21628E-85,,,,,,,,,,
PMM0455,CAE18914.1,None,conserved hypothetical protein,Syncc8109_0679,AHF63064.1,None,hypothetical protein,6.28734E-82,Syncc8109_0825,AHF63203.1,None,hypothetical protein,2.21733E-57,,,,,
PMM0456,CAE18915.1,ubiA,probable 4-hydroxybenzoate-octaprenyltransferase,Syncc8109_0680,AHF63065.1,ubiA,putative 4-hydroxybenzoate-octaprenyltransferase,1.60493E-84,,,,,,,,,,
PMM0457,CAE18916.1,ppx,putative exopolyphosphatase,Syncc8109_0681,AHF63066.1,gppA,Exopolyphosphatase,0.00000E+00,,,,,,,,,,
PMM0458,CAE18917.1,None,conserved hypothetical protein,Syncc8109_0682,AHF63067.1,None,"transcriptional regulator, XRE family",1.11396E-14,,,,,,,,,,
PMM0459,CAE18918.1,cobM,PUTATIVE PRECORRIN-4 C11-METHYLTRANSFERASE,Syncc8109_0684,AHF63068.1,cobM,precorrin-4 C11-methyltransferase,1.14587E-88,Syncc8109_2719,AHF65025.1,cobA,uroporphyrin-III C-methyltransferase,1.74716E-18,,,,,
PMM0460,CAE18919.1,"yvoC, lgt, umpA",putative prolipoprotein diacylglyceryl transferase,Syncc8109_0685,AHF63069.1,yvoC,prolipoprotein diacylglyceryl transferase,1.43435E-96,,,,,,,,,,
PMM0461,CAE18920.1,petA,Cytochrome f,Syncc8109_0686,AHF63070.1,petA,apocytochrome f,1.01259E-147,,,,,,,,,,
PMM0462,CAE18921.1,petC,Rieske iron-sulfur protein,Syncc8109_0687,AHF63071.1,petC,Twin-arginine translocation pathway signal,1.82520E-108,,,,,,,,,,
PMM0463,CAE18922.1,None,conserved hypothetical protein,Syncc8109_0688,AHF63072.1,None,hypothetical protein,1.58355E-28,,,,,,,,,,
PMM0464,CAE18923.1,None,"protein secretion component, Tat family",Syncc8109_0689,AHF63073.1,tatC,Sec-independent protein translocase TatC,9.07288E-93,,,,,,,,,,
PMM0466,CAE18925.1,None,possible secreted protein MPB70 precursor,Syncc8109_0690,AHF63074.1,None,secreted protein MPB70 precursor-like protein,5.90232E-130,,,,,,,,,,
PMM0467,CAE18926.1,gmk,Guanylate kinase,Syncc8109_0691,AHF63075.1,gmk,Guanylate kinase,3.39119E-72,,,,,,,,,,
PMM0468,CAE18927.1,psaJ,Photosystem I PsaJ protein (subunit IX),Syncc8109_0692,AHF63076.1,psaJ,photosystem I reaction centre subunit IX (PsaJ),3.68312E-17,,,,,,,,,,
PMM0469,CAE18928.1,psaF,Photosystem I PsaF protein (subunit III),Syncc8109_0693,AHF63077.1,psaF,photosystem I reaction center subunit III (PsaF),1.65389E-36,,,,,,,,,,
PMM0470,CAE18929.1,None,probable o-sialoglycoprotein endopeptidase,Syncc8109_0694,AHF63078.1,None,"metalloendopeptidase, putative, glycoprotease family",1.22122E-149,,,,,,,,,,
PMM0471,CAE18930.1,hli20,possible high light inducible protein,Syncc8109_0695,AHF63079.1,hli8,putative high light inducible protein,1.77810E-13,,,,,,,,,,
PMM0472,CAE18931.1,None,"putative Na+/H+ antiporter, CPA1 family",Syncc8109_0702,AHF63084.1,nhaP,"putative Na+/H+ antiporter, CPA1 family",2.41569E-146,,,,,,,,,,
PMM0473,CAE18932.1,gltX,Glutamyl-tRNA synthetase,Syncc8109_2178,AHF64508.1,None,glutamyl-tRNA synthetase-like protein,1.47533E-32,,,,,,,,,,
PMM0474,CAE18933.1,None,Conserved hypothetical protein,Syncc8109_0707,AHF63088.1,None,hypothetical protein,1.51671E-40,,,,,,,,,,
PMM0475,CAE18934.1,rpl19,Ribosomal protein L19,Syncc8109_0709,AHF63089.1,rpl19,ribosomal protein L19,7.56428E-75,,,,,,,,,,
PMM0476,CAE18935.1,None,conserved hypothetical protein,Syncc8109_0710,AHF63090.1,None,hypothetical protein,1.86102E-31,Syncc8109_1062,AHF63433.1,None,hypothetical protein,1.19932E-06,,,,,
PMM0477,CAE18936.1,map,putative methionine aminopeptidase,Syncc8109_0711,AHF63091.1,map,"methionine aminopeptidase, type I",2.11590E-151,,,,,,,,,,
PMM0478,CAE18937.1,None,conserved hypothetical protein,Syncc8109_0712,AHF63092.1,None,short chain dehydrogenase,2.30538E-66,,,,,,,,,,
