Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMM0418,CAE18877.1,None,NifU-like protein,SynWH8103_01934,CRY92653.1,None,NifU-like protein,2.89218E-47,,,,,,,,,,
PMM0419,CAE18878.1,mqo,putative malate/quinone oxidoreductase,SynWH8103_01933,CRY92652.1,mqoA,Malate:quinone oxidoreductase,2.29553E-157,,,,,,,,,,
PMM0420,CAE18879.1,lepA,GTP-binding protein LepA,SynWH8103_01931,CRY92650.1,lepA,GTP-binding protein LepA,0.00000E+00,SynWH8103_01243,CRY91974.1,typA,GTP-binding protein TypA/BipA,3.55413E-34,SynWH8103_01297,CRY92026.1,prfC,peptide chain release factor 3,2.30615E-25
PMM0421,CAE18880.1,None,"putative ABC transporter, oligopeptides",SynWH8103_01915,CRY92635.1,dppC,"ABC-type oligopeptide transporter, membrane component",3.70696E-89,,,,,,,,,,
PMM0422,CAE18881.1,None,tRNA/rRNA methyltransferase (SpoU),SynWH8103_01912,CRY92632.1,trmH,tRNA guanosine-2'-O-methyltransferase,2.09552E-99,,,,,,,,,,
PMM0423,CAE18882.1,None,conserved hypothetical protein,SynWH8103_02046,CRY92764.1,None,conserved hypothetical protein,5.05230E-38,,,,,,,,,,
PMM0424,CAE18883.1,None,conserved hypothetical protein,SynWH8103_01790,CRY92515.1,None,conserved hypothetical protein,7.91232E-29,,,,,,,,,,
PMM0425,CAE18884.1,None,conserved hypothetical protein,SynWH8103_01381,CRY92109.1,None,Uncharacterized DNA photolyase domain-containingprotein,0.00000E+00,,,,,,,,,,
PMM0426,CAE18885.1,None,Sun protein (Fmu protein),SynWH8103_01909,CRY92630.1,sun,ribosomal RNA small subunit methyltransferase B,1.88961E-124,,,,,,,,,,
PMM0427,CAE18886.1,None,putative penicillin binding protein,SynWH8103_01910,CRY92629.1,mrcA,penicillin-binding-like protein 1A (PBP1A)(transpeptidase),4.64617E-150,,,,,,,,,,
PMM0428,CAE18887.1,chlG,chlorophyll synthase 33 kD subunit,SynWH8103_01908,CRY92628.1,chlG,chlorophyll a synthase,0.00000E+00,,,,,,,,,,
PMM0429,CAE18888.1,None,conserved hypothetical protein,SynWH8103_01907,CRY92627.1,petP,cytochrome b6-f complex subunit PetP,1.03296E-13,,,,,,,,,,
PMM0430,CAE18889.1,hisF,Imidazole glycerol phosphate synthase subunit HisF (cyclase),SynWH8103_01906,CRY92626.1,hisF,"imidazole glycerol phosphate synthase, cyclase subunit",5.20002E-119,SynWH8103_00494,CRY91239.1,None,thiazole biosynthesis ThiG family protein,6.70269E-48,SynWH8103_00884,CRY91622.1,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino,6.32473E-21
PMM0431,CAE18890.1,None,conserved hypothetical protein,SynWH8103_01905,CRY92625.1,MENG,"2-phytyl-1,4-naphtoquinone methyltransferase, chloroplastic domain protein",3.18616E-61,,,,,,,,,,
PMM0433,CAE18892.1,BirA,putative Biotin--acetyl-CoA-carboxylase ligase,SynWH8103_02133,CRY92848.1,None,biotin--[acetyl-CoA-carboxylase,1.25952E-32,,,,,,,,,,
PMM0434,CAE18893.1,None,"possible ABC transporter, ATP binding protein",SynWH8103_02130,CRY92845.1,ftsE,cell division ATP-binding protein FtsE (septation component-transport ATP-binding protein ABC transporter),1.85174E-119,SynWH8103_00958,CRY91695.1,None,"BgtA-like ABC-type uptake transporter for acidicand neutral polar amino acids (N-II), ATPase subunit",6.84315E-45,SynWH8103_01595,CRY92322.1,None,ABC transporter family protein,2.77249E-39
PMM0435,CAE18894.1,ndhB,putative NADH dehydrogenase (complex I) subunit (chain 2),SynWH8103_02129,CRY92844.1,ndhB,NADH dehydrogenase I subunit NdhB (chain 2),0.00000E+00,SynWH8103_02599,CRY93278.1,ndhF1,NADH dehydrogenase subunit NdhF (chain 5 or L),3.54181E-16,SynWH8103_02600,CRY93279.1,ndhD1,NADH dehydrogenase I subunit NdhD (chain 4),1.09952E-15
PMM0436,CAE18895.1,topA,Prokaryotic DNA topoisomerase,SynWH8103_02128,CRY92843.1,topA,"DNA topoisomerase I, omega subunit",0.00000E+00,,,,,,,,,,
PMM0438,CAE18897.1,None,conserved hypothetical protein,SynWH8103_02126,CRY92841.1,None,conserved hypothetical protein,1.65590E-69,,,,,,,,,,
PMM0439,CAE18898.1,None,conserved hypothetical protein,SynWH8103_02125,CRY92840.1,None,phosphoribosyltransferase family protein,8.19690E-86,,,,,,,,,,
PMM0440,CAE18899.1,None,conserved hypothetical protein,SynWH8103_02123,CRY92839.1,None,conserved hypothetical protein,2.10581E-49,,,,,,,,,,
PMM0441,CAE18900.1,None,Aldo/keto reductase family,SynWH8103_02124,CRY92838.1,None,aldo/keto reductase family protein,3.26018E-141,SynWH8103_00724,CRY91462.1,None,aldo/keto reductase family protein,6.77165E-45,,,,,
PMM0442,CAE18901.1,ribE,Putative Riboflavin synthase alpha chain,SynWH8103_02121,CRY92836.1,ribE,"riboflavin synthase, alpha subunit",6.63381E-74,,,,,,,,,,
PMM0443,CAE18902.1,None,conserved hypothetical protein,SynWH8103_02419,CRY93108.1,None,AbrB-like transcriptional regulator family protein,4.47927E-20,SynWH8103_01716,CRY92443.1,None,AbrB-like transcriptional regulator family protein,1.19474E-19,,,,,
PMM0444,CAE18903.1,ctaE,"Cytochrome c oxidase, subunit III",SynWH8103_02120,CRY92834.1,ctaEI,cytochrome c oxidase subunit III,4.91985E-102,SynWH8103_01729,CRY92455.1,None,cytochrome c oxidase subunit III family protein,9.44848E-28,,,,,
PMM0445,CAE18904.1,ctaD (coxA),"Cytochrome c oxidase, subunit I",SynWH8103_02118,CRY92833.1,ctaD1,cytochrome c oxidase subunit I,0.00000E+00,SynWH8103_01728,CRY92454.1,ctaD2,cytochrome c oxidase subunit I,0.00000E+00,,,,,
PMM0446,CAE18905.1,ctaC (coxB),"putative cytochrome c oxidase, subunit 2",SynWH8103_02117,CRY92832.1,ctaCI,cytochrome c oxidase subunit II,1.56159E-122,SynWH8103_01727,CRY92453.1,ctaCII,cytochrome c oxidase subunit II,4.95227E-42,,,,,
PMM0447,CAE18906.1,None,conserved hypothetical protein,SynWH8103_02116,CRY92831.1,ctaA,cytochrome oxidase biogenesis protein,7.25908E-60,,,,,,,,,,
PMM0448,CAE18907.1,ctaB,putative protoheme IX farnesyltransferase,SynWH8103_02115,CRY92830.1,ctaB,protoheme IX farnesyltransferase,2.05018E-158,,,,,,,,,,
PMM0449,CAE18908.1,None,putative multidrug efflux ABC transporter,SynWH8103_02114,CRY92829.1,None,"ABC-type multidrug transport system, ATPase component",2.54820E-149,SynWH8103_02756,CRY93435.1,evrA,ATP-binding cassette-type viologen exporter,3.02226E-30,SynWH8103_01246,CRY91977.1,lptB,lipopolysaccharide export system ATP-binding protein LptB,3.39617E-29
PMM0450,CAE18909.1,None,putative multidrug efflux ABC transporter,SynWH8103_02113,CRY92828.1,None,ABC-2 type transporter family protein,1.77681E-116,,,,,,,,,,
PMM0452,CAE18911.1,"groEL2,cpn60-2",GroEL2 protein (Chaperonin cpn60 2),SynWH8103_02111,CRY92825.1,groL2,chaperonin GroEL,0.00000E+00,SynWH8103_00593,CRY91336.1,groL1,chaperonin GroEL,0.00000E+00,,,,,
PMM0453,CAE18912.1,fabG,3-oxoacyl-[acyl-carrier protein,SynWH8103_02108,CRY92823.1,fabG,3-oxoacyl-[acyl-carrier-protein,3.45445E-94,SynWH8103_01986,CRY92704.1,None,short chain dehydrogenase family protein,1.26894E-17,,,,,
PMM0454,CAE18913.1,ispD,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,SynWH8103_02104,CRY92820.1,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,3.33831E-88,,,,,,,,,,
PMM0455,CAE18914.1,None,conserved hypothetical protein,SynWH8103_02105,CRY92819.1,None,LD-carboxypeptidase family protein,4.08708E-85,SynWH8103_00903,CRY91641.1,None,LD-carboxypeptidase family protein,8.09246E-49,,,,,
PMM0456,CAE18915.1,ubiA,probable 4-hydroxybenzoate-octaprenyltransferase,SynWH8103_02103,CRY92818.1,None,ubiA prenyltransferase family protein,3.26492E-86,,,,,,,,,,
PMM0457,CAE18916.1,ppx,putative exopolyphosphatase,SynWH8103_02101,CRY92817.1,ppX,"Exopolyphosphatase; Guanosine-5 prime-triphosphate,3 prime-diphosphate diphosphatase",0.00000E+00,,,,,,,,,,
PMM0458,CAE18917.1,None,conserved hypothetical protein,SynWH8103_02102,CRY92816.1,None,helix-turn-helix domain protein,6.18672E-19,,,,,,,,,,
PMM0459,CAE18918.1,cobM,PUTATIVE PRECORRIN-4 C11-METHYLTRANSFERASE,SynWH8103_02099,CRY92815.1,cobM,precorrin-4 C11-methyltransferase,7.30072E-92,SynWH8103_02861,CRY93538.1,cobA,uroporphyrinogen-III C-methyltransferase,5.48470E-18,,,,,
PMM0460,CAE18919.1,"yvoC, lgt, umpA",putative prolipoprotein diacylglyceryl transferase,SynWH8103_02098,CRY92814.1,lgt,prolipoprotein diacylglyceryl transferase,1.45977E-98,,,,,,,,,,
PMM0461,CAE18920.1,petA,Cytochrome f,SynWH8103_02097,CRY92813.1,petA,apocytochrome f,8.27080E-142,,,,,,,,,,
PMM0462,CAE18921.1,petC,Rieske iron-sulfur protein,SynWH8103_02096,CRY92812.1,petC,cytochrome b6-f complex iron-sulfur subunit,3.25282E-87,,,,,,,,,,
PMM0463,CAE18922.1,None,conserved hypothetical protein,SynWH8103_02094,CRY92811.1,None,conserved hypothetical protein,1.06324E-30,,,,,,,,,,
PMM0464,CAE18923.1,None,"protein secretion component, Tat family",SynWH8103_02095,CRY92810.1,tatC,Sec-independent protein secretion pathway component TatC,1.00116E-85,,,,,,,,,,
PMM0466,CAE18925.1,None,possible secreted protein MPB70 precursor,SynWH8103_02093,CRY92809.1,None,fibronectin-binding A family protein,6.44935E-119,,,,,,,,,,
PMM0467,CAE18926.1,gmk,Guanylate kinase,SynWH8103_02092,CRY92808.1,gmk,guanylate kinase,2.57128E-66,,,,,,,,,,
PMM0468,CAE18927.1,psaJ,Photosystem I PsaJ protein (subunit IX),SynWH8103_02091,CRY92807.1,psaJ,Photosystem I reaction centre subunit IX,4.53452E-18,,,,,,,,,,
PMM0469,CAE18928.1,psaF,Photosystem I PsaF protein (subunit III),SynWH8103_02090,CRY92806.1,psaF,photosystem I reaction centre PsaF protein,2.06272E-34,,,,,,,,,,
PMM0470,CAE18929.1,None,probable o-sialoglycoprotein endopeptidase,SynWH8103_02089,CRY92805.1,None,tRNA threonylcarbamoyl adenosine modification protein YgjD,1.47077E-133,,,,,,,,,,
PMM0471,CAE18930.1,hli20,possible high light inducible protein,SynWH8103_02087,CRY92804.1,hli,high light inducible protein,3.62361E-15,,,,,,,,,,
PMM0473,CAE18932.1,gltX,Glutamyl-tRNA synthetase,SynWH8103_02083,CRY92799.1,gltX,glutamyl-tRNA synthetase,2.67269E-167,SynWH8103_00674,CRY91415.1,yadB,Glutamyl-Q-tRNA(Asp) synthetase,7.43920E-39,,,,,
PMM0474,CAE18933.1,None,Conserved hypothetical protein,SynWH8103_02081,CRY92798.1,None,Prochlorococcus/marine Synechococcus Hyper-Conserved Protein (PSHCP),1.87112E-38,,,,,,,,,,
PMM0475,CAE18934.1,rpl19,Ribosomal protein L19,SynWH8103_02079,CRY92797.1,rplS,50S ribosomal protein L19,2.01381E-74,,,,,,,,,,
PMM0476,CAE18935.1,None,conserved hypothetical protein,SynWH8103_02078,CRY92796.1,None,conserved hypothetical protein,7.18977E-31,,,,,,,,,,
PMM0477,CAE18936.1,map,putative methionine aminopeptidase,SynWH8103_02076,CRY92795.1,map,"methionine aminopeptidase, type I",2.37799E-155,,,,,,,,,,
PMM0478,CAE18937.1,None,conserved hypothetical protein,SynWH8103_02077,CRY92794.1,None,short chain dehydrogenase family protein,2.51847E-69,,,,,,,,,,
PMM0479,CAE18938.1,None,conserved hypothetical protein,SynWH8103_02074,CRY92792.1,None,AAA domain protein,1.64204E-166,,,,,,,,,,
PMM0480,CAE18939.1,None,conserved hypothetical protein,SynWH8103_02073,CRY92791.1,None,DNA recombination-mediator A family protein,1.29931E-91,,,,,,,,,,
PMM0481,CAE18940.1,None,conserved hypothetical protein,SynWH8103_02071,CRY92789.1,None,conserved hypothetical protein,8.68365E-67,,,,,,,,,,
PMM1851,CAP16355.1,None,Conserved hypothetical protein,SynWH8103_01699,CRY92427.1,None,conserved hypothetical protein,3.19188E-16,,,,,,,,,,
PMM0482,CAE18941.1,phb,Band 7 protein,SynWH8103_02180,CRY92893.1,None,SPFH domain / Band 7 family protein,5.51872E-127,SynWH8103_01751,CRY92477.1,None,SPFH domain / Band 7 family protein,4.73673E-91,,,,,
PMM0483,CAE18942.1,"hemL, gsa","glutamate-1-semialdehyde 2,1-aminomutase",SynWH8103_02064,CRY92782.1,hemL,"glutamate-1-semialdehyde-2,1-aminomutase",0.00000E+00,SynWH8103_01864,CRY92587.1,argD,"transaminase, acetylornithine/succinylornithine amily protein",5.24663E-26,,,,,
PMM0484,CAE18943.1,xthA,exodeoxyribonuclease III,SynWH8103_02062,CRY92780.1,xth,exodeoxyribonuclease III,9.35044E-107,,,,,,,,,,
PMM0486,CAE18945.1,None,conserved hypothetical protein,SynWH8103_02059,CRY92777.1,None,conserved hypothetical protein,2.50501E-61,,,,,,,,,,
PMM0487,CAE18946.1,None,conserved hypothetical protein,SynWH8103_02057,CRY92775.1,None,conserved hypothetical protein,1.84632E-103,,,,,,,,,,
PMM0488,CAE18947.1,None,conserved hypothetical protein,SynWH8103_02056,CRY92774.1,None,conserved hypothetical protein,1.95949E-28,,,,,,,,,,
PMM0489,CAE18948.1,"futB,hitB",putative iron ABC transporter,SynWH8103_02054,CRY92771.1,None,"ABC-type Fe3+ transport system, membrane component",2.75197E-141,,,,,,,,,,
PMM0490,CAE18949.1,None,conserved hypothetical protein,SynWH8103_02050,CRY92768.1,None,"Putative GTPase, G3E family",3.25082E-142,SynWH8103_02870,CRY93547.1,None,cobalamin (vitamin B12) biosynthesis CobW-like protein,6.57931E-55,SynWH8103_01262,CRY91993.1,cobW,cobalamin biosynthesis protein CobW,1.22249E-31
PMM0491,CAE18950.1,None,4a-hydroxytetrahydrobiopterin dehydratase (PCD),SynWH8103_02049,CRY92767.1,phhB,pterin-4-alpha-carbinolamine dehydratase,1.71059E-29,,,,,,,,,,
PMM0492,CAE18951.1,None,conserved hypothetical protein,SynWH8103_02048,CRY92766.1,None,uncharacterised protein family UPF0047,1.58102E-48,,,,,,,,,,
PMM0493,CAE18952.1,cxp,Carboxypeptidase Taq (M32) metallopeptidase,SynWH8103_02044,CRY92762.1,cxp,carboxypeptidase Taq (M32) metallopeptidase,0.00000E+00,,,,,,,,,,
PMM0494,CAE18953.1,ppa (ipyR),putative inorganic pyrophosphatase,SynWH8103_02043,CRY92761.1,ppa,Inorganic pyrophosphatase,5.13879E-122,SynWH8103_02023,CRY92741.1,ppa,inorganic pyrophosphatase,1.66966E-19,,,,,
PMM0495,CAE18954.1,hemC,Porphobilinogen deaminase,SynWH8103_02040,CRY92758.1,hemC,porphobilinogen deaminase,7.63861E-171,,,,,,,,,,
PMM0496,CAE18955.1,"sigA, rpoD",Putative principal RNA polymerase sigma factor,SynWH8103_02038,CRY92756.1,rpoD1,"major RNA polymerase sigma factor, type I",0.00000E+00,SynWH8103_02807,CRY93484.1,rpoD5,"RNA polymerase sigma factor, type II",6.47671E-87,SynWH8103_00107,CRY90862.1,rpoD8,"RNA polymerase sigma factor, type II",7.25201E-86
PMM0497,CAE18956.1,priA,primosomal protein N' (replication factor Y),SynWH8103_02037,CRY92755.1,priA,primosomal protein N',0.00000E+00,,,,,,,,,,
PMM0498,CAE18957.1,None,conserved hypothetical protein,SynWH8103_02036,CRY92754.1,None,conserved hypothetical protein,2.15482E-30,,,,,,,,,,
PMM0499,CAE18958.1,argB,Aspartokinase superfamily:Acetylglutamate kinase,SynWH8103_02035,CRY92753.1,argB,N-acetyl-L-glutamate kinase,6.37438E-137,,,,,,,,,,
PMM0500,CAE18959.1,None,conserved hypothetical protein,SynWH8103_02034,CRY92752.1,None,conserved hypothetical protein,1.98891E-56,,,,,,,,,,
PMM0501,CAE18960.1,None,conserved hypothetical protein,SynWH8103_02033,CRY92751.1,None,conserved hypothetical protein,2.02967E-11,,,,,,,,,,
PMM0502,CAE18961.1,None,conserved hypothetical protein,SynWH8103_02032,CRY92750.1,None,possible single-stranded DNA-binding protein,5.01320E-41,,,,,,,,,,
PMM0503,CAE18962.1,None,possible precorrin-6X reductase,SynWH8103_02031,CRY92749.1,None,precorrin-6x reductase CbiJ/CobK family protein,8.95713E-34,,,,,,,,,,
PMM0505,CAE18964.1,None,Possible carbohydrate kinase,SynWH8103_02030,CRY92748.1,None,pfkB carbohydrate kinase family protein,7.29951E-109,,,,,,,,,,
PMM0506,CAE18965.1,"purA,adeK",Adenylosuccinate synthetase,SynWH8103_02029,CRY92747.1,purA,adenylosuccinate synthase,0.00000E+00,,,,,,,,,,
PMM0507,CAE18966.1,psb27,possible Photosystem II reaction center Psb27 protein,SynWH8103_02027,CRY92745.1,psb27,Photosystem II manganese cluster assembly protein Psb27,1.28450E-35,,,,,,,,,,
PMM0508,CAE18967.1,proS,Prolyl-tRNA synthetase,SynWH8103_02026,CRY92744.1,proS,proline--tRNA ligase,0.00000E+00,,,,,,,,,,
PMM0509,CAE18968.1,None,possible Helix-turn-helix domain of resolvase,SynWH8103_02025,CRY92743.1,None,conserved hypothetical protein,1.18002E-58,,,,,,,,,,
PMM0511,CAE18970.1,ppa (ipyR),Inorganic pyrophosphatase,SynWH8103_02023,CRY92741.1,ppa,inorganic pyrophosphatase,4.35400E-70,SynWH8103_02043,CRY92761.1,ppa,Inorganic pyrophosphatase,4.99549E-25,,,,,
PMM0512,CAE18971.1,None,putative arsenate reductase,SynWH8103_02020,CRY92739.1,arsC,putative arsenate reductase,2.12815E-29,,,,,,,,,,
PMM0513,CAE18972.1,lepB,Signal peptidase I,SynWH8103_02018,CRY92737.1,lepB,signal peptidase I,6.37743E-62,SynWH8103_01127,CRY91861.1,lepB,signal peptidase I,8.45726E-28,,,,,
PMM0514,CAE18973.1,None,putative dihydroorotase,SynWH8103_02019,CRY92736.1,None,putative dihydroorotase,2.88321E-78,,,,,,,,,,
PMM0515,CAE18974.1,cobC,possible alpha-ribazole-5'-P phosphatase,SynWH8103_02017,CRY92735.1,cobC,alpha-ribazole phosphatase,2.46209E-169,,,,,,,,,,
PMM0516,CAE18975.1,None,Possible membrane associated protease,SynWH8103_02016,CRY92734.1,None,CAAX protease self-immunity family protein,4.11391E-81,,,,,,,,,,
PMM0518,CAE18977.1,ftsI,putative peptidoglycan synthetase (pbp transpeptidase domain),SynWH8103_02014,CRY92732.1,ftsI,transpeptidase involved in septal peptidoglycan ynthesis (peptidoglycan synthetase precursor),0.00000E+00,SynWH8103_00051,CRY90808.1,mrdA,transpeptidase involved in septal peptidoglycan ynthesis (peptidoglycan synthetase precursor),1.45574E-17,,,,,
PMM0519,CAE18978.1,tal,Transaldolase,SynWH8103_02013,CRY92731.1,tal,Transaldolase,2.08402E-150,,,,,,,,,,
PMM0520,CAE18979.1,None,NAD binding site,SynWH8103_02011,CRY92728.1,None,geranylgeranyl reductase family protein,2.31685E-129,,,,,,,,,,
PMM0521,CAE18980.1,"frr,rrf",Ribosome recycling factor,SynWH8103_02005,CRY92723.1,frr,ribosome recycling factor,4.03914E-99,,,,,,,,,,
PMM0522,CAE18981.1,"pyrH,smbA",uridylate kinase,SynWH8103_02004,CRY92722.1,pyrH,UMP kinase,1.28037E-139,,,,,,,,,,
PMM0523,CAE18982.1,cobO,possible cob(I)alamin adenosyltransferase,SynWH8103_02002,CRY92720.1,cobO,Cob(I)alamin adenosyltransferase,2.71456E-94,SynWH8103_02360,CRY93052.1,cobO,"cob(I)yrinic acid a,c-diamide adenosyltransferase",1.61127E-20,SynWH8103_02360,CRY93052.1,cobO,"cob(I)yrinic acid a,c-diamide adenosyltransferase",3.41321E-19
PMM0524,CAE18983.1,None,Phage integrase family,SynWH8103_02000,CRY92718.1,None,phage integrase family protein,4.00553E-153,,,,,,,,,,
PMM0525,CAE18984.1,None,Ferrochelatase,SynWH8103_01999,CRY92717.1,hemH,ferrochelatase,0.00000E+00,,,,,,,,,,
PMM0526,CAE18985.1,ilvH,Acetolactate synthase large subunit,SynWH8103_01998,CRY92716.1,ilvB,"acetolactate synthase, large subunit, biosynthetic type",0.00000E+00,SynWH8103_00508,CRY91253.1,ilvB2,"acetolactate synthase, large subunit, biosynthetic type",6.80524E-53,,,,,
PMM0527,CAE18986.1,None,conserved hypothetical protein,SynWH8103_01997,CRY92715.1,None,conserved hypothetical protein,1.21354E-15,,,,,,,,,,
PMM0528,CAE18987.1,None,DUF152,SynWH8103_01994,CRY92711.1,None,multi-copper polyphenol oxidoreductase laccase family protein,6.83538E-39,,,,,,,,,,
PMM0529,CAE18988.1,None,conserved hypothetical protein,SynWH8103_01992,CRY92710.1,None,conserved hypothetical protein,1.93035E-86,,,,,,,,,,
PMM0530,CAE18989.1,"rps1b, rpsA2, nbp1","30S ribosomal protein S1 homolog B, putative Nbp1",SynWH8103_01991,CRY92709.1,rpsA2,30S ribosomal protein S1,2.74194E-144,SynWH8103_02274,CRY92976.1,rpsA1,30S ribosomal protein S1,5.30205E-52,,,,,
PMM0531,CAE18990.1,None,Creatininase,SynWH8103_01990,CRY92708.1,None,creatinine amidohydrolase family protein,1.95901E-102,SynWH8103_00318,CRY91065.1,None,creatininase,7.87634E-20,,,,,
PMM0532,CAE18991.1,None,conserved hypothetical protein,SynWH8103_01989,CRY92707.1,None,long-chain fatty aldehyde decarbonylase,3.84964E-122,,,,,,,,,,
PMM0533,CAE18992.1,None,conserved hypothetical protein,SynWH8103_01988,CRY92706.1,cACR,long-chain fatty acyl-ACP reductase,0.00000E+00,,,,,,,,,,
PMM0534,CAE18993.1,accA,"acetyl-CoA carboxylase, alpha subunit",SynWH8103_01987,CRY92705.1,accA,"acetyl-CoA carboxylase, carboxyl transferase, alpha subunit",0.00000E+00,,,,,,,,,,
PMM0535,CAE18994.1,None,putative short-chain dehydrogenase,SynWH8103_01986,CRY92704.1,None,short chain dehydrogenase family protein,1.15483E-97,SynWH8103_02108,CRY92823.1,fabG,3-oxoacyl-[acyl-carrier-protein,9.82237E-18,SynWH8103_02762,CRY93441.1,None,short-chain dehydrogenase/reductase (SDR) superfamily,4.79685E-11
PMM0536,CAE18995.1,folE,putative GTP cyclohydrolase I,SynWH8103_01985,CRY92703.1,None,GTP cyclohydrolase I family protein,6.52097E-140,,,,,,,,,,
PMM0537,CAE18996.1,trpF,phosphoribosylanthranilate isomerase,SynWH8103_01984,CRY92702.1,None,N-(5'phosphoribosyl)anthranilate (PRA) isomerasefamily protein,4.45774E-64,,,,,,,,,,
PMM0538,CAE18997.1,None,conserved hypothetical protein,SynWH8103_01983,CRY92701.1,None,peptidase M50 family protein,2.08576E-67,,,,,,,,,,
PMM0541,CAE19000.1,None,conserved hypothetical protein,SynWH8103_01979,CRY92698.1,None,conserved membrane protein,7.38136E-11,,,,,,,,,,
PMM0542,CAE19001.1,"por, pcr",Light dependent protochlorophyllide oxido-reductase,SynWH8103_01978,CRY92696.1,porA,light-dependent protochlorophyllide reductase,3.17573E-117,SynWH8103_01263,CRY91995.1,porB,light-dependent protochlorophyllide reductase,4.24943E-23,,,,,
PMM0543,CAE19002.1,"chlL,frxC",Protochlorophyllide reductase iron-sulfur ATP-binding protein,SynWH8103_01977,CRY92695.1,bchL,"light-independent protochlorophyllide reductase,iron-sulfur ATP-binding protein",0.00000E+00,,,,,,,,,,
PMM0544,CAE19003.1,chlB,Light-independent protochlorophyllide reductase subunit B,SynWH8103_01976,CRY92694.1,bchB,"light-independent protochlorophyllide reductase,B subunit",0.00000E+00,,,,,,,,,,
PMM0545,CAE19004.1,chlN,Light-independent protochlorophyllide reductase subunit N,SynWH8103_01975,CRY92693.1,chlN,Light-independent protochlorophyllide reductase ubunit N,0.00000E+00,,,,,,,,,,
PMM0546,CAE19005.1,None,conserved hypothetical,SynWH8103_01974,CRY92692.1,None,conserved hypothetical protein,6.24164E-31,,,,,,,,,,
PMM0547,CAE19006.1,None,conserved hypothetical protein,SynWH8103_01973,CRY92691.1,csoS1D,carboxysome shell component,9.67061E-140,,,,,,,,,,
PMM0548,CAE19007.1,None,HAM1 family protein,SynWH8103_01972,CRY92690.1,None,ham1 family protein,7.19158E-74,SynWH8103_00253,CRY91003.1,rdgB,"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family",7.65487E-39,,,,,
PMM0549,CAE19008.1,csoS1,carboxysome shell protein CsoS1,SynWH8103_01971,CRY92689.1,CsoS1A,Carboxysome shell protein CsoS1A,1.48527E-65,SynWH8103_01963,CRY92682.1,csoS1E,carboxysome shell peptide,3.29206E-53,,,,,
PMM0550,CAE19009.1,"rbcL, cbbL","Ribulose bisphosphate carboxylase, large chain",SynWH8103_01970,CRY92688.1,rbcL,"Ribulose bisphosphate carboxylase, large subunit",0.00000E+00,,,,,,,,,,
PMM0551,CAE19010.1,"rbcS, cbbS","Ribulose bisphosphate carboxylase, small chain",SynWH8103_01969,CRY92687.1,rbcS,"Ribulose bisphosphate carboxylase, small subunit",4.49413E-78,,,,,,,,,,
PMM0552,CAE19011.1,csoS2,carboxysome shell protein CsoS2,SynWH8103_01967,CRY92686.1,Csos2,carboxysome shell protein CsoS2,0.00000E+00,,,,,,,,,,
PMM0553,CAE19012.1,csoS3,carboxysome shell protein CsoS3,SynWH8103_01966,CRY92685.1,CsoSCA,carboxysomal carbonic anhydrase,0.00000E+00,,,,,,,,,,
PMM0554,CAE19013.1,None,putative carboxysome peptide A,SynWH8103_01965,CRY92684.1,csoS4A,pentameric carboxysome shell protein Csos4A (peptide A),1.01627E-47,SynWH8103_01964,CRY92683.1,csos4B,pentameric carboxysome shell protein Csos4B (peptide B),3.51546E-20,,,,,
PMM0555,CAE19014.1,None,putative carboxysome peptide B,SynWH8103_01964,CRY92683.1,csos4B,pentameric carboxysome shell protein Csos4B (peptide B),2.10869E-38,SynWH8103_01965,CRY92684.1,csoS4A,pentameric carboxysome shell protein Csos4A (peptide A),2.68287E-17,,,,,
PMM0557,CAE19016.1,None,conserved hypothetical,SynWH8103_01746,CRY92472.1,None,conserved hypothetical protein,2.55339E-36,SynWH8103_01549,CRY92276.1,None,conserved hypothetical protein,4.32185E-22,SynWH8103_01713,CRY92440.1,None,conserved hypothetical protein,3.67752E-16
PMM0558,CAE19017.1,None,conserved hypothetical protein,SynWH8103_01744,CRY92470.1,None,reactive intermediate/imine deaminase family protein,3.60725E-45,,,,,,,,,,
PMM0560,CAE19019.1,None,possible ATP phosphoribosyltransferase,SynWH8103_01742,CRY92468.1,hisG,ATP phosphoribosyltransferase,2.51572E-97,,,,,,,,,,
PMM0561,CAE19020.1,None,putative multidrug efflux ABC transporter,SynWH8103_01741,CRY92467.1,None,putative ABC multidrug efflux transporter,0.00000E+00,SynWH8103_01056,CRY91790.1,None,ABC transporter,4.71348E-75,SynWH8103_00937,CRY91675.1,None,putative ABC multidrug efflux transporter,2.97822E-74
PMM0562,CAE19021.1,None,possible acetyltransferase,SynWH8103_01740,CRY92466.1,None,acetyltransferase family protein,5.26594E-71,SynWH8103_00082,CRY90838.1,None,acetyltransferase family protein,4.98801E-11,,,,,
PMM0563,CAE19022.1,None,conserved hypothetical protein,SynWH8103_01739,CRY92465.1,None,"beta-glycosyltransferase, family 2",3.02025E-62,,,,,,,,,,
