Locus tag,Protein ID,Gene,Protein name
PMM0489,CAE18948.1,"futB,hitB",putative iron ABC transporter
PMM0490,CAE18949.1,None,conserved hypothetical protein
PMM0491,CAE18950.1,None,4a-hydroxytetrahydrobiopterin dehydratase (PCD)
PMM0492,CAE18951.1,None,conserved hypothetical protein
PMM0493,CAE18952.1,cxp,Carboxypeptidase Taq (M32) metallopeptidase
PMM0494,CAE18953.1,ppa (ipyR),putative inorganic pyrophosphatase
PMM0495,CAE18954.1,hemC,Porphobilinogen deaminase
PMM0496,CAE18955.1,"sigA, rpoD",Putative principal RNA polymerase sigma factor
PMM0497,CAE18956.1,priA,primosomal protein N' (replication factor Y)
PMM0498,CAE18957.1,None,conserved hypothetical protein
PMM0499,CAE18958.1,argB,Aspartokinase superfamily:Acetylglutamate kinase
PMM0500,CAE18959.1,None,conserved hypothetical protein
PMM0501,CAE18960.1,None,conserved hypothetical protein
PMM0502,CAE18961.1,None,conserved hypothetical protein
PMM0503,CAE18962.1,None,possible precorrin-6X reductase
PMM0505,CAE18964.1,None,Possible carbohydrate kinase
PMM0506,CAE18965.1,"purA,adeK",Adenylosuccinate synthetase
PMM0507,CAE18966.1,psb27,possible Photosystem II reaction center Psb27 protein
PMM0508,CAE18967.1,proS,Prolyl-tRNA synthetase
PMM0509,CAE18968.1,None,possible Helix-turn-helix domain of resolvase
PMM0511,CAE18970.1,ppa (ipyR),Inorganic pyrophosphatase
PMM0512,CAE18971.1,None,putative arsenate reductase
PMM0513,CAE18972.1,lepB,Signal peptidase I
PMM0514,CAE18973.1,None,putative dihydroorotase
PMM0515,CAE18974.1,cobC,possible alpha-ribazole-5'-P phosphatase
PMM0516,CAE18975.1,None,Possible membrane associated protease
PMM0518,CAE18977.1,ftsI,putative peptidoglycan synthetase (pbp transpeptidase domain)
PMM0519,CAE18978.1,tal,Transaldolase
PMM0520,CAE18979.1,None,NAD binding site
PMM0521,CAE18980.1,"frr,rrf",Ribosome recycling factor
PMM0522,CAE18981.1,"pyrH,smbA",uridylate kinase
PMM0523,CAE18982.1,cobO,possible cob(I)alamin adenosyltransferase
PMM0524,CAE18983.1,None,Phage integrase family
PMM0525,CAE18984.1,None,Ferrochelatase
PMM0526,CAE18985.1,ilvH,Acetolactate synthase large subunit
PMM0527,CAE18986.1,None,conserved hypothetical protein
PMM0528,CAE18987.1,None,DUF152
PMM0529,CAE18988.1,None,conserved hypothetical protein
PMM0530,CAE18989.1,"rps1b, rpsA2, nbp1","30S ribosomal protein S1 homolog B, putative Nbp1"
PMM0531,CAE18990.1,None,Creatininase
PMM0532,CAE18991.1,None,conserved hypothetical protein
PMM0533,CAE18992.1,None,conserved hypothetical protein
PMM0534,CAE18993.1,accA,"acetyl-CoA carboxylase, alpha subunit"
PMM0535,CAE18994.1,None,putative short-chain dehydrogenase
PMM0536,CAE18995.1,folE,putative GTP cyclohydrolase I
PMM0537,CAE18996.1,trpF,phosphoribosylanthranilate isomerase
PMM0538,CAE18997.1,None,conserved hypothetical protein
PMM0541,CAE19000.1,None,conserved hypothetical protein
PMM0542,CAE19001.1,"por, pcr",Light dependent protochlorophyllide oxido-reductase
PMM0543,CAE19002.1,"chlL,frxC",Protochlorophyllide reductase iron-sulfur ATP-binding protein
PMM0544,CAE19003.1,chlB,Light-independent protochlorophyllide reductase subunit B
PMM0545,CAE19004.1,chlN,Light-independent protochlorophyllide reductase subunit N
PMM0546,CAE19005.1,None,conserved hypothetical
PMM0547,CAE19006.1,None,conserved hypothetical protein
PMM0548,CAE19007.1,None,HAM1 family protein
PMM0549,CAE19008.1,csoS1,carboxysome shell protein CsoS1
PMM0550,CAE19009.1,"rbcL, cbbL","Ribulose bisphosphate carboxylase, large chain"
PMM0551,CAE19010.1,"rbcS, cbbS","Ribulose bisphosphate carboxylase, small chain"
PMM0552,CAE19011.1,csoS2,carboxysome shell protein CsoS2
PMM0553,CAE19012.1,csoS3,carboxysome shell protein CsoS3
PMM0554,CAE19013.1,None,putative carboxysome peptide A
PMM0555,CAE19014.1,None,putative carboxysome peptide B
PMM0556,CAE19015.1,None,conserved hypothetical protein
PMM0557,CAE19016.1,None,conserved hypothetical
PMM0558,CAE19017.1,None,conserved hypothetical protein
PMM0560,CAE19019.1,None,possible ATP phosphoribosyltransferase
PMM0561,CAE19020.1,None,putative multidrug efflux ABC transporter
PMM0562,CAE19021.1,None,possible acetyltransferase
PMM0563,CAE19022.1,None,conserved hypothetical protein
PMM0564,CAE19023.1,None,conserved hypothetical protein
PMM0565,CAE19024.1,dnaA,chromosomal replication initiator protein DnaA
PMM0566,CAE19025.1,None,conserved hypothetical protein
PMM0567,CAE19026.1,gshR,probable glutathione reductase (NADPH)
PMM0568,CAE19027.1,None,putative CaCA family sodium/calcium exchanger
PMM0569,CAE19028.1,pyrC,Dihydroorotase
PMM0570,CAE19029.1,ndhL,NADH dehydrogenase subunit NdhL (ndhL)
PMM0571,CAE19030.1,None,conserved hypothetical protein
PMM0572,CAE19031.1,trpA,Tryptophan synthase alpha chain
PMM0573,CAE19032.1,None,conserved hypothetical protein
PMM0574,CAE19033.1,None,conserved hypothetical protein
PMM0575,CAE19034.1,None,conserved hypothetical
PMM0576,CAE19035.1,None,conserved hypothetical protein
PMM0577,CAE19036.1,None,"Putative type II alternative sigma factor, sigma70 family"
PMM0578,CAE19037.1,None,Phosphoribosyl-AMP cyclohydrolase
PMM0579,CAE19038.1,None,conserved hypothetical protein
PMM0580,CAE19039.1,clpB1,"ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB"
PMM0581,CAE19040.1,petE,plastocyanin
PMM0582,CAE19041.1,None,conserved hypothetical protein
PMM0583,CAE19042.1,hemE,Uroporphyrinogen decarboxylase (URO-D)
PMM0584,CAE19043.1,glgB,"1,4-alpha-glucan branching enzyme"
PMM0585,CAE19044.1,None,conserved hypothetical protein
PMM0586,CAE19045.1,None,conserved hypothetical
PMM0587,CAE19046.1,None,conserved hypothetical
PMM0588,CAE19047.1,None,conserved hypothetical protein
PMM0589,CAE19048.1,None,conserved hypothetical
PMM0590,CAE19049.1,proA,Gamma-glutamyl phosphate reductase
PMM0591,CAE19050.1,folB,Possible dihydroneopterin aldolase
PMM0592,CAE19051.1,None,lipase family protein
PMM0593,CAE19052.1,None,Peptidase family M3
PMM0594,CAE19053.1,ndhD,putative NADH Dehydrogenase (complex I) subunit (chain 4)
PMM0595,CAE19054.1,thrB,Homoserine kinase:GHMP kinases putative ATP-binding domain
PMM0596,CAE19055.1,None,Putative glucokinase
PMM0597,CAE19056.1,thrS,Threonyl-tRNA synthetase
PMM0598,CAE19057.1,trpS,Tryptophanyl-tRNA synthetase
PMM0599,CAE19058.1,None,conserved hypothetical protein
PMM0600,CAE19059.1,None,conserved hypothetical protein
PMM0601,CAE19060.1,None,"ABC transporter, substrate binding protein, possibly Mn"
PMM0602,CAE19061.1,None,"ABC transporter, ATP binding domain, possibly Mn transporter"
PMM0603,CAE19062.1,None,"ABC transporter component, possibly Mn transport"
PMM0604,CAE19063.1,None,conserved hypothetical protein
PMM0605,CAE19064.1,None,conserved hypothetical protein
PMM0606,CAE19065.1,lepB,leader peptidase I
PMM0607,CAE19066.1,menD,"Menaquinone biosynthesis protein; probable 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
PMM0608,CAE19067.1,menB,Napthoate synthase
PMM0609,CAE19068.1,None,Putative ADPglucose--glucosyltransferase (GlgA)
PMM0610,CAE19069.1,murF,Cytoplasmic peptidoglycan synthetase
PMM0611,CAE19070.1,glmU,UDP-N-acetylglucosamine pyrophosphorylase
PMM0612,CAE19071.1,None,conserved hypothetical protein
PMM0613,CAE19072.1,aroA,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PMM0614,CAE19073.1,None,conserved hypothetical protein
PMM0615,CAE19074.1,None,Possible nitrilase
PMM0616,CAE19075.1,None,Cell wall hydrolase/autolysin
PMM0617,CAE19076.1,murI,Putative aspartate and glutamate racemases:Glutamate racemase
PMM0618,CAE19077.1,sds,polyprenyl synthetase; solanesyl diphosphate synthase (sds)
PMM0619,CAE19078.1,acs,acetyl-coenzyme A synthetase
PMM0620,CAE19079.1,None,conserved hypothetical protein
PMM0621,CAE19080.1,dnaQ,"possible DNA polymerase III, epsilon subunit"
PMM0622,CAE19081.1,None,conserved hypothetical protein
PMM0623,CAE19082.1,hisS,Histidyl-tRNA synthetase
PMM0627,CAE19086.1,pcb,light-harvesting complex protein
PMM0630,CAE19089.1,"GSTTLp28,P28,GSTO1",Glutathione S-transferase N terminus
PMM0632,CAE19091.1,None,Short-chain dehydrogenase/reductase (SDR) superfamily
PMM0633,CAE19092.1,crtL2,putative lycopene epsilon cyclase
PMM0634,CAE19093.1,"por, pcr",possible light-dependent protochlorophyllide oxido-reductase
PMM0635,CAE19094.1,None,"small mechanosensitive ion channel, MscS family"
PMM0637,CAE19096.1,fur,Ferric uptake regulator family
PMM0638,CAE19097.1,None,conserved hypothetical protein
PMM0639,CAE19098.1,stpA,putative glucosylglycerolphosphate phosphatase
PMM0640,CAE19099.1,None,conserved hypothetical protein
PMM0641,CAE19100.1,None,conserved hypothetical protein
PMM0642,CAE19101.1,cysD,putative O-Acetyl homoserine sulfhydrylase
PMM0643,CAE19102.1,metA,putative homoserine O-succinyltransferase
PMM0644,CAE19103.1,None,putative sulfate transporter
PMM0645,CAE19104.1,None,"FAD linked oxidase, N-terminal"
PMM0646,CAE19105.1,None,conserved hypothetical protein
PMM0647,CAE19106.1,None,conserved hypothetical protein
PMM0648,CAE19107.1,None,Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site
PMM0649,CAE19108.1,None,Pentapeptide repeats
PMM0653,CAE19112.1,gloA,LACTOYLGLUTATHIONE LYASE
PMM0654,CAE19113.1,None,conserved hypothetical protein
PMM0658,CAE19117.1,rsuA,putative pseudouridylate synthase specific to ribosomal small subunit
PMM0659,CAE19118.1,None,NAD-dependent DNA ligase N-terminus
PMM0661,CAE19120.1,nrdJ,ribonucleotide reductase (Class II)
PMM0662,CAE19121.1,None,conserved hypothetical protein
PMM0663,CAE19122.1,prfC,peptide-chain-release factor RF-3
PMM0664,CAE19123.1,None,conserved hypothetical protein
PMM0665,CAE19124.1,hsp33,Hsp33 protein
PMM0666,CAE19125.1,None,"possible ABC transporter, ATP-binding component"
PMM0667,CAE19126.1,None,conserved hypothetical protein
PMM0668,CAE19127.1,None,Conserved hypothetical protein 46
PMM0669,CAE19128.1,None,conserved hypothetical protein
PMM0670,CAE19129.1,None,conserved hypothetical protein
PMM0671,CAE19130.1,None,putative phosphonate ABC transporter
PMM0672,CAE19131.1,None,Putative phosphonate ABC transporter
PMM0673,CAE19132.1,None,Putative phosphonate binding protein for ABC transporter
PMM0674,CAE19133.1,aspC,Aminotransferases class-I
PMM0675,CAE19134.1,None,Uracil-DNA glycosylase
PMM0676,CAE19135.1,gcpE,GcpE protein
PMM0677,CAE19136.1,None,carboxyl-terminal processing protease
PMM0678,CAE19137.1,None,Quinolinate synthetase A protein
PMM0679,CAE19138.1,None,putative transcripton factor
PMM0680,CAE19139.1,None,conserved hypothetical protein
PMM0681,CAE19140.1,None,conserved hypothetical protein
PMM0682,CAE19141.1,aroB,3-dehydroquinate synthase
PMM0683,CAE19142.1,purK,phosphoribosylaminoimidazole carboxylase
PMM0686,CAE19145.1,None,conserved hypothetical protein
PMM0687,CAE19146.1,None,conserved hypothetical
PMM0691,CAE19150.1,None,conserved hypothetical protein
PMM0694,CAE19153.1,None,Short-chain dehydrogenase/reductase (SDR) superfamily
PMM0700,CAE19159.1,None,conserved hypothetical protein
PMM0703,CAE19162.1,None,conserved hypothetical protein
PMM0704,CAE19163.1,None,"putative potassium channel, VIC family"
PMM0705,CAE19164.1,phoB,"two-component response regulator, phosphate"
PMM0706,CAE19165.1,phoR,"two-component sensor histidine kinase, phosphate sensing"
PMM0709,CAE19168.1,som,possible porin
PMM0710,CAE19169.1,None,"ABC transporter, substrate binding protein, phosphate"
PMM0711,CAE19170.1,None,"putative chromate transporter, CHR family"
PMM0712,CAE19171.1,None,"multidrug efflux transporter, MFS family"
PMM0713,CAE19172.1,gap1,Putative glyceraldehyde 3-phosphate dehydrogenase
PMM0718,CAE19177.1,None,"possible Bacterial regulatory proteins, crp fa"
PMM0719,CAE19178.1,None,hypothetical
PMM0723,CAE19182.1,"pstC,phoW",putative phosphate ABC transporter
PMM0724,CAE19183.1,"pstA,phoT",putative phosphate ABC transporter
PMM0725,CAE19184.1,None,"putative phosphate ABC transporter, ATP binding subunit"
PMM0727,CAE19186.1,None,Serine/threonine specific protein phosphatase
PMM0728,CAE19187.1,None,DEAD/DEAH box helicase:Helicase C-terminal domain
PMM0729,CAE19188.1,None,possible ATP-dependent DNA ligase
PMM0730,CAE19189.1,None,conserved hypothetical protein
PMM0735,CAE19194.1,None,hypothetical
PMM1883,CAP16387.1,None,Conserved hypothetical protein
PMM1884,CAP16388.1,None,Conserved hypothetical protein
PMM1887,CAP16391.1,None,protein family PM-1
PMM0738,CAE19197.1,None,conserved hypothetical
PMM0739,CAE19198.1,None,conserved hypothetical protein
PMM0741,CAE19200.1,None,conserved hypothetical protein
PMM0742,CAE19201.1,clpP1,Clp protease subunit
PMM0743,CAE19202.1,ftsH1,FtsH ATP-dependent protease homolog
PMM0744,CAE19203.1,None,conserved hypothetical protein
PMM0745,CAE19204.1,None,Insulinase family (Peptidase family M16)
PMM0746,CAE19205.1,None,Possible Zn-dependent peptidase
PMM0747,CAE19206.1,pcyA,ferredoxin-dependent biliverdin reductase
PMM0748,CAE19207.1,None,possible ABC transporter component
PMM0749,CAE19208.1,None,"ABC-transporter, membrane spanning component"
PMM0750,CAE19209.1,None,"ABC transporter, ATP-binding component"
PMM0752,CAE19211.1,None,"Glycosyl transferase, family 2"
PMM0753,CAE19212.1,"rps2, rpsB",30S ribosomal protein S2
PMM0754,CAE19213.1,tsf,putative Elongation factor Ts
PMM0756,CAE19215.1,recG,ATP-dependent DNA helicase recG
PMM0757,CAE19216.1,None,D-ala-D-ala dipeptidase
PMM0758,CAE19217.1,sir,Ferredoxin-sulfite reductase
PMM0759,CAE19218.1,glyS,Glycyl-tRNA synthetase beta subunit
PMM0760,CAE19219.1,chlP,Aromatic-ring hydroxylase (flavoprotein monooxygenase)
PMM0761,CAE19220.1,None,putative carboxypeptidase
PMM0762,CAE19221.1,typA / bipA,tyrosine binding protein
PMM0763,CAE19222.1,None,conserved hypothetical protein
PMM0764,CAE19223.1,None,"possible ABC transporter, ATP binding component"
PMM0765,CAE19224.1,None,possible heme transporter
PMM0766,CAE19225.1,"rpe, cbbE",Ribulose-phosphate 3-epimerase
PMM0767,CAE19226.1,"glpX, cbbF, fbp","Fructose-1,6-bisphosphatase/sedoheptulose-1,7-bisphosphatase"
PMM0768,CAE19227.1,hemA,glutamyl-tRNA reductase
PMM0769,CAE19228.1,glgC,ADP-glucose pyrophosphorylase
PMM0770,CAE19229.1,gnd,6-phosphogluconate dehydrogenase
PMM0771,CAE19230.1,None,"Putative 6-phosphogluconolactonase (DevB, Pgl)"
PMM0772,CAE19231.1,None,conserved hypothetical protein
PMM0773,CAE19232.1,None,possible Geminivirus coat protein
PMM0774,CAE19233.1,ilvD,Dihydroxy-acid dehydratase
PMM0775,CAE19234.1,None,conserved hypothetical
PMM0776,CAE19235.1,None,putative uracil phosphoribosyltransferase
PMM0777,CAE19236.1,None,conserved hypothetical protein
PMM0778,CAE19237.1,cobW,putative cobalamin synthesis protein
PMM0779,CAE19238.1,None,conserved hypothetical protein
PMM0780,CAE19239.1,"purQ (purL, pur4)",phosphoribosylformylglycinamidine synthase
PMM0781,CAE19240.1,"cbbA,cfxA,fbaA,fda","Fructose-bisphosphate/sedoheptulose-1,7-bisphosphate aldolase"
PMM0782,CAE19241.1,None,putative oxidoreductase
PMM0783,CAE19242.1,None,conserved hypothetical protein
PMM0784,CAE19243.1,accD,"acetyl-CoA carboxylase, beta subunit"
PMM0785,CAE19244.1,"prk, cbbP",phosphoribulokinase
PMM0786,CAE19245.1,leuB,3-isopropylmalate dehydrogenase
PMM0787,CAE19246.1,lpxD,UDP-3-O-[3-hydroxymyristoyl
PMM0788,CAE19247.1,proB,putative glutamate 5-kinase
PMM0789,CAE19248.1,None,conserved hypothetical protein
PMM0790,CAE19249.1,None,conserved hypothetical protein
PMM0791,CAE19250.1,None,conserved hypothetical protein
PMM0792,CAE19251.1,None,conserved hypothetical protein
PMM0793,CAE19252.1,None,conserved hypothetical protein
PMM0794,CAE19253.1,None,conserved hypothetical protein
PMM0795,CAE19254.1,None,conserved hypothetical protein
PMM0796,CAE19255.1,hisA,PHOSPHORIBOSYLFORMIMINO-5-AMINOIMIDAZOLE CARBOXAMIDE RIBOTIDE ISOMERASE
PMM0797,CAE19256.1,None,possible mRNA binding protein
PMM0798,CAE19257.1,pgsA,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
PMM0799,CAE19258.1,None,conserved hypothetical protein
PMM0800,CAE19259.1,None,conserved hypothetical protein
PMM0801,CAE19260.1,ycf39,conserved hypothetical protein
PMM0802,CAE19261.1,None,putative endonuclease
PMM0803,CAE19262.1,"futC, sfuC","ABC transporter, ATP binding component, possibly iron transporter"
PMM0806,CAE19265.1,None,"Bacterial regulatory proteins, Crp family"
PMM2055,CAX37120.1,None,Hypothetical protein
PMM0807,CAE19266.1,None,"possible ABC transporter component, ATP-binding domain"
PMM0808,CAE19267.1,None,Rieske iron-sulfur protein 2Fe-2S subunit
PMM1896,CAP16400.1,None,Hypothetical protein
PMM0817,CAE19276.1,hli17,possible high light inducible protein
PMM0821,CAE19280.1,None,conserved hypothetical protein
PMM0822,CAE19281.1,K8K14.9,putative protein
PMM0823,CAE19282.1,None,Domain of unknown function DUF143:Iojap-related protein
PMM0824,CAE19283.1,None,conserved hypothetical protein
PMM0825,CAE19284.1,carB,"carbamoyl-phosphate synthase, large subunit"
PMM0826,CAE19285.1,None,hypothetical
PMM0827,CAE19286.1,None,"ABC transporter, possibly multidrug efflux"
PMM0828,CAE19287.1,None,S4 domain
PMM0829,CAE19288.1,"tpi, cbbJ",Triosephosphate isomerase
PMM0830,CAE19289.1,folP,putative dihydropteroate synthase
PMM0831,CAE19290.1,chlH,"protoporphyrin IX magnesium chelatase, subunit chlH"
PMM0832,CAE19291.1,dapB,Dihydrodipicolinate reductase
PMM0833,CAE19292.1,None,conserved hypothetical protein
PMM0834,CAE19293.1,ubiH,possible 2-octaprenyl-6-methoxyphenol 4-monoxygenase; UbiH
PMM0835,CAE19294.1,None,conserved hypothetical protein
PMM0836,CAE19295.1,None,conserved hypothetical protein
PMM0837,CAE19296.1,None,conserved hypothetical protein
PMM0839,CAE19298.1,None,Transcriptional-repair coupling factor
PMM0840,CAE19299.1,None,conserved hypothetical protein
PMM0841,CAE19300.1,fmt,putative Methionyl-tRNA formyltransferase
PMM0842,CAE19301.1,pmbA,possible modulator of DNA gyrase
PMM0843,CAE19302.1,tldD,putative modulator of DNA gyrase; TldD
PMM0844,CAE19303.1,"PNIL34,AT103",phytochrome-regulated gene
PMM0845,CAE19304.1,None,conserved hypothetical protein
PMM0846,CAE19305.1,None,"possible Uncharacterized secreted proteins, Ya"
PMM0847,CAE19306.1,zam,putative acetazolamide conferring resistance protein Zam
PMM0848,CAE19307.1,None,conserved hypothetical protein
PMM0849,CAE19308.1,None,conserved hypothetical protein
PMM0850,CAE19309.1,None,conserved hypothetical protein
PMM0851,CAE19310.1,None,Putative CbbY homolog
PMM0852,CAE19311.1,None,conserved hypothetical protein
PMM0853,CAE19312.1,"rpl32, rpmF",50S ribosomal protein L32
PMM0854,CAE19313.1,ftsH4,cell division protein FtsH4
PMM0856,CAE19315.1,tpx,thioredoxin peroxidase
PMM0862,CAE19321.1,None,putative tRNA/rRNA methyltransferase (SpoU family)
PMM0863,CAE19322.1,cobU/cobP,putative cobinamide kinase
PMM0867,CAE19326.1,metG,Methionyl-tRNA synthetase
PMM0868,CAE19327.1,None,probable ribonuclease II
PMM0869,CAE19328.1,"rps18, rpsR",30S Ribosomal protein S18
PMM0870,CAE19329.1,"rpl33, rpmG",50S Ribosomal protein L33
PMM0871,CAE19330.1,pheT,Phenylalanyl-tRNA synthetase beta chain
PMM0872,CAE19331.1,None,possible Carboxylesterase
PMM0873,CAE19332.1,None,possible DnaJ domain
PMM1915,CAP16419.1,None,Conserved hypothetical protein
PMM0874,CAE19333.1,None,possible ATP adenylyltransferase
PMM0875,CAE19334.1,None,conserved hypothetical protein
PMM0876,CAE19335.1,None,conserved hypothetical
PMM0877,CAE19336.1,metH,putative methionine synthase
PMM0878,CAE19337.1,ilvE,putative Branched-chain amino acid aminotransferase
PMM0879,CAE19338.1,CobN,cobalamin biosynthetic protein CobN
PMM0880,CAE19339.1,None,conserved hypothetical protein
PMM0881,CAE19340.1,None,conserved hypothetical protein
PMM0882,CAE19341.1,uvrC,Excinuclease ABC subunit C (UvrC)
PMM0883,CAE19342.1,None,conserved hypothetical protein
PMM0884,CAE19343.1,coaD,putative pantetheine-phosphate adenylyltransferase
PMM0885,CAE19344.1,"dacB, pbp",putative D-Ala-D-Ala carboxypeptidase 3 (S13) family
PMM0886,CAE19345.1,None,conserved hypothetical protein
PMM0887,CAE19346.1,nifS,possible cysteine desulfurase (class-V aminotransferase family)
PMM0888,CAE19347.1,dapF,Diaminopimelate epimerase
PMM0889,CAE19348.1,leuS,Leucyl-tRNA synthetase
PMM0890,CAE19349.1,pgi,Phosphoglucose isomerase (PGI)
PMM0891,CAE19350.1,purN,phosphoribosylglycinamide formyltransferase
PMM0892,CAE19351.1,argC,N-acetyl-gamma-glutamyl-phosphate reductase
PMM0893,CAE19352.1,ribA/ribB,"possible GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase"
PMM0894,CAE19353.1,None,Cyclophilin-type peptidyl-prolyl cis-trans isomerase
PMM0895,CAE19354.1,None,conserved hypothetical protein
PMM0896,CAE19355.1,dnaJ2,DnaJ2 protein
PMM0897,CAE19356.1,dnaK,"Molecular chaperone DnaK, heat shock protein hsp70"
PMM0898,CAE19357.1,petF,"ferredoxin, petF-like protein"
PMM0899,CAE19358.1,None,Possible myo-inositol-1(or 4)-monophosphatase
PMM0900,CAE19359.1,hisZ,possible Histidyl-tRNA synthetase
PMM0901,CAE19360.1,htpG,heat shock protein HtpG
PMM0902,CAE19361.1,"rpl28, rpmB",50S ribosomal protein L28
PMM0903,CAE19362.1,None,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein
PMM0904,CAE19363.1,None,conserved hypothetical protein
PMM0905,CAE19364.1,None,conserved hypothetical protein
PMM0906,CAE19365.1,psaK,Photosystem I PsaK protein (subunit X)
PMM0907,CAE19366.1,Dxs,1-deoxy-D-xylulose 5-phosphate synthase
PMM0908,CAE19367.1,ilvA,threonine dehydratase
PMM0909,CAE19368.1,None,conserved hypothetical protein
PMM0910,CAE19369.1,None,conserved hypothetical membrane protein
PMM0911,CAE19370.1,None,conserved hypothetical protein
PMM0912,CAE19371.1,pykF,Pyruvate kinase
PMM0913,CAE19372.1,None,possible ABC transporter
PMM0914,CAE19373.1,None,conserved hypothetical protein
PMM0915,CAE19374.1,None,putative lipoprotein signal peptidase
PMM0916,CAE19375.1,None,conserved hypothetical protein
PMM0917,CAE19376.1,None,Pyridoxal-dependent decarboxylase family protein
PMM0918,CAE19377.1,None,putative cytidine/deoxycytidylate deaminase
PMM0919,CAE19378.1,"spt, agt",serine:pyruvate/alanine:glyoxylate aminotransferase
PMM0920,CAE19379.1,glnA,"Glutamine synthetase, glutamate--ammonia ligase"
PMM0921,CAE19380.1,None,SAM (and some other nucleotide) binding motif:Generic methyl-transferase
PMM0923,CAE19382.1,None,conserved hypothetical protein
PMM0924,CAE19383.1,None,conserved hypothetical protein
PMM0925,CAE19384.1,None,conserved hypothetical protein
PMM0926,CAE19385.1,psb28,possible Photosystem II reaction center Psb28 protein
PMM0927,CAE19386.1,None,conserved hypothetical protein
PMM0928,CAE19387.1,secF,preprotein translocase subunit
PMM0929,CAE19388.1,secD,preprotein translocase subunit
PMM0930,CAE19389.1,pdhB,Pyruvate dehydrogenase E1 beta subunit
PMM0931,CAE19390.1,None,conserved hypothetical protein
PMM0932,CAE19391.1,ispE,Putative 4-diphosphocytidyl-2C-methyl-D-erythritol kinase (CMK)
PMM0933,CAE19392.1,None,"putative rRNA (adenine-N6,N6)-dimethyltransferase"
PMM0935,CAE19394.1,None,conserved hypothetical protein
PMM0936,CAE19395.1,None,putative SOS mutagenesis protein UmuD
PMM0937,CAE19396.1,umuC,putative UmuC protein
PMM0939,CAE19398.1,None,CHC2 zinc finger:Toprim domain
PMM0940,CAE19399.1,None,"Integral membrane protein, DUF6"
PMM0942,CAE19401.1,ruvA,putative holliday junction DNA helicase RuvA
PMM0943,CAE19402.1,"rps15, rpsO",30S Ribosomal protein S15
PMM0944,CAE19403.1,None,conserved hypothetical protein
PMM0945,CAE19404.1,dnaE,"DNA polymerase III, alpha subunit"
PMM0946,CAE19405.1,gatA,Glutamyl-tRNA(Gln) amidotransferase A subunit
PMM0947,CAE19406.1,None,conserved hypothetical protein
PMM0948,CAE19407.1,None,tRNA/rRNA methyltransferase
PMM0949,CAE19408.1,None,conserved hypothetical protein
PMM0950,None,None,STAS domain:Anti-sigma factor antagonist
PMM0951,CAE19410.1,"carA, pyrA",carbamoyl-phosphate synthase small chain
PMM0952,CAE19411.1,trpD/G,putative Anthranilate synthase component II
PMM0953,CAE19412.1,None,conserved hypothetical protein
PMM0954,CAE19413.1,None,"ABC transporter, multidrug efflux family"
PMM0955,CAE19414.1,msrA,Peptide methionine sulfoxide reductase
PMM0956,CAE19415.1,None,Bacitracin resistance protein BacA
PMM0958,CAE19417.1,None,conserved hypothetical
PMM0959,CAE19418.1,None,conserved hypothetical protein
PMM0960,CAE19419.1,None,conserved hypothetical protein
PMM0961,CAE19420.1,None,Glycoside hydrolase family 13
PMM0962,CAE19421.1,None,possible Vng0271c
PMM0970,CAE19429.1,urtA,"putative urea ABC transporter, substrate binding protein"
PMM0973,CAE19432.1,urtD,putative ATP binding subunit of urea ABC transport system
PMM0974,CAE19433.1,urtE,Putative ATP-binding subunit of urea ABC transport system
PMM1919,CAP16424.1,None,Conserved hypothetical protein
PMM0975,CAE19434.1,None,conserved hypothetical protein
PMM0976,CAE19435.1,None,putative multidrug efflux ABC transporter
PMM0977,CAE19436.1,None,putative multidrug efflux ABC transporter
PMM0978,CAE19437.1,None,"conserved membrane protein, multidrug efflux associated"
PMM0982,CAE19441.1,None,HNH endonuclease:HNH nuclease
PMM0987,CAE19446.1,"rps21, rpsU",30S Ribosomal protein S21
PMM0990,CAE19449.1,None,conserved hypothetical protein
PMM0992,CAE19451.1,None,conserved hypotheticcal protein
PMM0994,CAE19453.1,None,GCN5-related N-acetyltransferase
PMM0996,CAE19455.1,None,conserved hypothetical protein
PMM0998,CAE19457.1,None,conserved hypothetical protein
PMM1000,CAE19459.1,None,conserved hypothetical protein
PMM1001,CAE19460.1,None,conserved hypothetical protein
PMM1002,CAE19461.1,pepN,probable aminopeptidase N
PMM1004,CAE19463.1,purT,GAR transformylase 2
PMM1006,CAE19465.1,None,Glutathione peroxidase
PMM1009,CAE19468.1,None,putative nitrogen regulation protein NifR3 family homolog
PMM1010,CAE19469.1,None,conserved hypothetical protein
PMM1012,CAE19471.1,None,4-hydroxybenzoyl-CoA thioesterase family active site
PMM1015,CAE19474.1,None,conserved hypothetical protein
PMM1026,CAE19485.1,None,conserved hypothetical protein
PMM1028,CAE19487.1,None,conserved hypothetical
PMM1029,CAE19488.1,None,"ABC transporter component, possibly Mn transport"
