Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMM0367,CAE18826.1,None,conserved hypothetical protein,WB44_02750,AKN60217.1,None,antibiotic biosynthesis monooxygenase,2.94075E-55,,,,,,,,,,
PMM0368,CAE18827.1,None,conserved hypothetical protein,WB44_01825,AKN60067.1,None,hypothetical protein,1.10637E-29,,,,,,,,,,
PMM0372,CAE18831.1,None,putative cyanate ABC transporter,WB44_12975,AKN61854.1,None,glycine/betaine ABC transporter ATP-binding protein,1.17354E-43,WB44_04190,AKN60446.1,None,sugar ABC transporter ATP-binding protein,1.52488E-39,WB44_08815,AKN62315.1,None,sugar ABC transporter ATP-binding protein,5.52609E-37
PMM0373,CAE18832.1,cynS,Cyanate lyase,WB44_11105,AKN62389.1,None,cyanate hydratase,6.41744E-69,,,,,,,,,,
PMM0374,CAE18833.1,None,mttA/Hcf106 family,WB44_12735,AKN61810.1,None,prohead protease,9.09461E-27,,,,,,,,,,
PMM0378,CAE18837.1,None,conserved hypothetical protein,WB44_08150,AKN61077.1,None,hypothetical protein,1.43530E-35,,,,,,,,,,
PMM0383,CAE18842.1,None,probable periplasmic protein,WB44_06185,AKN60750.1,None,hypothetical protein,1.84567E-72,,,,,,,,,,
PMM0387,CAE18846.1,aroD,Dehydroquinase class II,WB44_00075,AKN59782.1,None,3-dehydroquinate dehydratase,1.33310E-50,,,,,,,,,,
PMM0388,CAE18847.1,None,putative similar to tRNA-(MS[2,WB44_00080,AKN59783.1,None,hydroxylase,3.92887E-75,,,,,,,,,,
PMM0389,CAE18848.1,cobI/cbiL,PRECORRIN-2 C20-METHYLTRANSFERASE,WB44_00125,AKN62019.1,None,precorrin-2 C20-methyltransferase,3.51083E-51,,,,,,,,,,
PMM0390,CAE18849.1,None,conserved hypothetical protein,WB44_00145,AKN62021.1,None,hypothetical protein,4.96307E-44,,,,,,,,,,
PMM0391,CAE18850.1,None,GTP-binding protein (HSR1-related),WB44_00160,AKN62022.1,None,GTPase Der,0.00000E+00,WB44_10235,AKN62360.1,None,tRNA modification GTPase TrmE,1.94384E-18,WB44_01015,AKN59938.1,None,GTPase Era,4.55160E-13
PMM0392,CAE18851.1,None,possible cobalt transport protein,WB44_00165,AKN59796.1,None,cobalt ABC transporter permease,4.03709E-86,,,,,,,,,,
PMM0393,CAE18852.1,None,conserved hypothetical protein,WB44_00170,AKN59797.1,None,hypothetical protein,3.73794E-39,,,,,,,,,,
PMM0394,CAE18853.1,None,conserved hypothetical protein,WB44_00175,AKN59798.1,None,hydrolase,7.96093E-76,,,,,,,,,,
PMM0395,CAE18854.1,None,conserved hypothetical protein,WB44_00180,AKN59799.1,None,cell division protein SepF,9.24320E-68,WB44_03050,AKN62104.1,None,hypothetical protein,9.64910E-23,,,,,
PMM0396,CAE18855.1,proC,Delta 1-pyrroline-5-carboxylate reductase,WB44_00185,AKN62023.1,None,pyrroline-5-carboxylate reductase,3.06779E-67,,,,,,,,,,
PMM0397,CAE18856.1,None,"possible Glycosyl transferase, group 1",WB44_00190,AKN62024.1,None,glycosyltransferase,0.00000E+00,WB44_12290,AKN61746.1,None,glycosyl transferase family 1,2.23963E-15,,,,,
PMM0398,CAE18857.1,None,possible Recombination protein O (RecO),WB44_00200,AKN59800.1,None,DNA recombination protein RecO,5.92192E-85,,,,,,,,,,
PMM0399,CAE18858.1,None,Putative deoxyribose-phosphate aldolase,WB44_00205,AKN59801.1,None,deoxyribose-phosphate aldolase,2.94774E-27,,,,,,,,,,
PMM0400,CAE18859.1,lrtA,light repressed protein A homolog,WB44_00210,AKN59802.1,None,Light-repressed protein A,1.41355E-83,,,,,,,,,,
PMM0401,CAE18860.1,lipB,putative lipoate-protein ligase B,WB44_00215,AKN59803.1,None,lipoate--protein ligase,2.75616E-53,,,,,,,,,,
PMM0402,CAE18861.1,fadD,putative long-chain-fatty-acid--CoA ligase,WB44_00220,AKN59804.1,None,long-chain fatty acid--CoA ligase,0.00000E+00,WB44_04455,AKN60490.1,None,acyl-CoA synthetase,7.76828E-12,,,,,
PMM0403,CAE18862.1,None,conserved hypothetical protein,WB44_00295,AKN59819.1,None,hypothetical protein,1.46741E-64,,,,,,,,,,
PMM0405,CAE18864.1,pdhC,Dihydrolipoamide acetyltransferase component (E2) of pyruvate de,WB44_00300,AKN62026.1,None,branched-chain alpha-keto acid dehydrogenase subunit E2,1.06240E-150,WB44_00300,AKN62026.1,None,branched-chain alpha-keto acid dehydrogenase subunit E2,1.24037E-41,,,,,
PMM0406,CAE18865.1,queA,Queuosine biosynthesis protein,WB44_00310,AKN62027.1,None,S-adenosylmethionine tRNA ribosyltransferase,5.20513E-123,,,,,,,,,,
PMM0407,CAE18866.1,cysK1,O-acetylserine (thiol)-lyase A,WB44_00345,AKN59827.1,None,cysteine synthase,0.00000E+00,WB44_09655,AKN61313.1,None,cysteine synthase,1.61258E-86,,,,,
PMM0408,CAE18867.1,None,possible Cystathionine gamma-synthase,WB44_00355,AKN59829.1,None,cystathionine gamma-synthase,1.57095E-172,WB44_00360,AKN59830.1,None,cystathionine gamma-synthase,1.08252E-13,,,,,
PMM0409,CAE18868.1,metB,putative Cystathionine gamma-synthase,WB44_00360,AKN59830.1,None,cystathionine gamma-synthase,1.59511E-180,WB44_03115,AKN60274.1,None,O-acetylhomoserine aminocarboxypropyltransferase,1.77417E-44,WB44_00355,AKN59829.1,None,cystathionine gamma-synthase,3.33916E-17
PMM0410,CAE18869.1,"rpsD,rps4",30S ribosomal protein S4,WB44_00390,AKN59836.1,None,30S ribosomal protein S4,5.42252E-130,,,,,,,,,,
PMM0411,CAE18870.1,None,conserved hypothetical protein,WB44_00405,AKN59839.1,None,hypothetical protein,1.91254E-37,,,,,,,,,,
PMM0412,CAE18871.1,None,conserved hypothetical protein,WB44_00410,AKN59840.1,None,thioredoxin,2.47717E-17,,,,,,,,,,
PMM0413,CAE18872.1,murE,UDP-N-acetylmuramyl-tripeptide synthetase,WB44_00415,AKN59841.1,None,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",1.75781E-141,WB44_08260,AKN61093.1,None,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,1.53984E-14,,,,,
PMM0414,CAE18873.1,None,putative short chain dehydrogenase,WB44_03920,AKN60404.1,None,short-chain dehydrogenase,5.33502E-91,WB44_04405,AKN62152.1,None,short-chain dehydrogenase,3.39253E-21,,,,,
PMM0415,CAE18874.1,None,putative L-cysteine/cystine lyase,WB44_00435,AKN59844.1,None,cysteine lyase,2.83448E-126,,,,,,,,,,
PMM0416,CAE18875.1,None,conserved hypothetical protein,WB44_02065,AKN62071.1,None,SAM-dependent methyltransferase,5.60386E-115,,,,,,,,,,
PMM0418,CAE18877.1,None,NifU-like protein,WB44_00470,AKN59851.1,None,nitrogen fixation protein NifU,5.68025E-49,,,,,,,,,,
PMM0419,CAE18878.1,mqo,putative malate/quinone oxidoreductase,WB44_00475,AKN59852.1,None,malate:quinone oxidoreductase,4.06287E-168,,,,,,,,,,
PMM0420,CAE18879.1,lepA,GTP-binding protein LepA,WB44_00490,AKN59855.1,None,GTP-binding protein LepA,0.00000E+00,WB44_03595,AKN60357.1,None,GTP-binding protein TypA,4.66915E-34,WB44_03515,AKN62116.1,None,peptide chain release factor 3,1.24902E-25
PMM0421,CAE18880.1,None,"putative ABC transporter, oligopeptides",WB44_00600,AKN59874.1,None,peptide ABC transporter,1.79004E-84,,,,,,,,,,
PMM0422,CAE18881.1,None,tRNA/rRNA methyltransferase (SpoU),WB44_00620,AKN59876.1,None,RNA methyltransferase,1.38396E-95,,,,,,,,,,
PMM0423,CAE18882.1,None,conserved hypothetical protein,WB44_03285,AKN60303.1,None,thiol-disulfide oxidoreductase,4.05607E-36,,,,,,,,,,
PMM0424,CAE18883.1,None,conserved hypothetical protein,WB44_06415,AKN62242.1,None,hypothetical protein,4.79891E-31,,,,,,,,,,
PMM0425,CAE18884.1,None,conserved hypothetical protein,WB44_03970,AKN60412.1,None,photolyase,3.63261E-171,,,,,,,,,,
PMM0426,CAE18885.1,None,Sun protein (Fmu protein),WB44_00640,AKN59879.1,None,16S rRNA methyltransferase,9.86771E-131,,,,,,,,,,
PMM0427,CAE18886.1,None,putative penicillin binding protein,WB44_00645,AKN59880.1,None,carboxypeptidase,1.53402E-153,WB44_04950,AKN60567.1,None,peptidoglycan glycosyltransferase,3.41118E-66,WB44_07380,AKN60952.1,None,penicillin-binding protein,1.60691E-53
PMM0428,CAE18887.1,chlG,chlorophyll synthase 33 kD subunit,WB44_00650,AKN59881.1,None,chitin-binding protein,0.00000E+00,,,,,,,,,,
PMM0429,CAE18888.1,None,conserved hypothetical protein,WB44_00655,AKN59882.1,None,cytochrome B6,3.10166E-14,,,,,,,,,,
PMM0430,CAE18889.1,hisF,Imidazole glycerol phosphate synthase subunit HisF (cyclase),WB44_00660,AKN59883.1,None,imidazole glycerol phosphate synthase,1.94893E-117,WB44_05665,AKN60675.1,None,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino,5.81928E-22,,,,,
PMM0431,CAE18890.1,None,conserved hypothetical protein,WB44_00670,AKN59885.1,None,ubiquinone biosynthesis methyltransferase UbiE,7.09586E-61,,,,,,,,,,
PMM0432,CAE18891.1,None,conserved hypothetical protein,WB44_07560,AKN60981.1,None,hypothetical protein,1.03115E-35,,,,,,,,,,
PMM0433,CAE18892.1,BirA,putative Biotin--acetyl-CoA-carboxylase ligase,WB44_07580,AKN60985.1,None,biotin--acetyl-CoA-carboxylase ligase,7.03185E-51,,,,,,,,,,
PMM0434,CAE18893.1,None,"possible ABC transporter, ATP binding protein",WB44_07595,AKN60988.1,None,macrolide ABC transporter ATP-binding protein,1.27180E-114,WB44_03145,AKN60279.1,None,amino acid ABC transporter ATPase,1.32823E-44,WB44_12975,AKN61854.1,None,glycine/betaine ABC transporter ATP-binding protein,3.39133E-39
PMM0435,CAE18894.1,ndhB,putative NADH dehydrogenase (complex I) subunit (chain 2),WB44_07600,AKN60989.1,None,NAD(P)H-quinone oxidoreductase subunit 2,0.00000E+00,WB44_09830,AKN61340.1,None,NAD(P)H-quinone oxidoreductase subunit 4,1.00071E-17,WB44_09825,AKN61339.1,None,NAD(P)H-quinone oxidoreductase subunit F,2.12845E-17
PMM0436,CAE18895.1,topA,Prokaryotic DNA topoisomerase,WB44_07605,AKN62272.1,None,DNA topoisomerase I,0.00000E+00,,,,,,,,,,
PMM0438,CAE18897.1,None,conserved hypothetical protein,WB44_07615,AKN60991.1,None,hypothetical protein,5.97789E-63,,,,,,,,,,
PMM0439,CAE18898.1,None,conserved hypothetical protein,WB44_07620,AKN60992.1,None,hypothetical protein,5.86851E-94,,,,,,,,,,
PMM0440,CAE18899.1,None,conserved hypothetical protein,WB44_07625,AKN60993.1,None,ABC transporter substrate-binding protein,7.49909E-57,,,,,,,,,,
PMM0441,CAE18900.1,None,Aldo/keto reductase family,WB44_07630,AKN60994.1,None,aldo/keto reductase,7.87371E-131,WB44_08615,AKN61151.1,None,aldo/keto reductase,7.94437E-46,,,,,
PMM0442,CAE18901.1,ribE,Putative Riboflavin synthase alpha chain,WB44_07640,AKN62273.1,None,riboflavin synthase subunit alpha,5.48207E-78,,,,,,,,,,
PMM0443,CAE18902.1,None,conserved hypothetical protein,WB44_07650,AKN60997.1,None,transcriptional regulator,6.87142E-53,WB44_02255,AKN62081.1,None,AbrB family transcriptional regulator,4.35471E-20,WB44_05915,AKN60710.1,None,AbrB family transcriptional regulator,3.10779E-17
PMM0444,CAE18903.1,ctaE,"Cytochrome c oxidase, subunit III",WB44_07655,AKN62274.1,None,cytochrome B6,2.26467E-99,WB44_06590,AKN60818.1,None,cytochrome B6,2.73116E-24,,,,,
PMM0445,CAE18904.1,ctaD (coxA),"Cytochrome c oxidase, subunit I",WB44_07660,AKN60998.1,None,cytochrome C oxidase subunit I,0.00000E+00,WB44_06585,AKN60817.1,None,cytochrome C oxidase subunit I,0.00000E+00,,,,,
PMM0446,CAE18905.1,ctaC (coxB),"putative cytochrome c oxidase, subunit 2",WB44_07665,AKN60999.1,None,cytochrome C oxidase subunit II,1.28276E-123,WB44_06580,AKN60816.1,None,cytochrome C oxidase subunit II,7.74488E-42,,,,,
PMM0447,CAE18906.1,None,conserved hypothetical protein,WB44_07670,AKN61000.1,None,cytochrome C oxidase assembly protein,1.41411E-72,,,,,,,,,,
PMM0448,CAE18907.1,ctaB,putative protoheme IX farnesyltransferase,WB44_07675,AKN61001.1,None,protoheme IX farnesyltransferase,3.31837E-153,,,,,,,,,,
PMM0449,CAE18908.1,None,putative multidrug efflux ABC transporter,WB44_07680,AKN61002.1,None,lysozyme,1.24114E-151,WB44_10705,AKN61482.1,None,ABC transporter,3.02449E-33,WB44_03610,AKN60360.1,None,ABC transporter,1.66679E-29
PMM0450,CAE18909.1,None,putative multidrug efflux ABC transporter,WB44_07685,AKN61003.1,None,transporter,2.35167E-125,,,,,,,,,,
PMM0452,CAE18911.1,"groEL2,cpn60-2",GroEL2 protein (Chaperonin cpn60 2),WB44_07700,AKN61006.1,None,molecular chaperone GroEL,0.00000E+00,WB44_08335,AKN61106.1,groEL,molecular chaperone GroEL,0.00000E+00,,,,,
PMM0453,CAE18912.1,fabG,3-oxoacyl-[acyl-carrier protein,WB44_07705,AKN62275.1,None,3-ketoacyl-ACP reductase,1.66291E-104,WB44_06535,AKN60808.1,None,sugar dehydrogenase,6.68540E-53,WB44_08765,AKN62312.1,None,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase",5.44966E-28
PMM0454,CAE18913.1,ispD,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,WB44_07720,AKN61009.1,None,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2.17181E-89,,,,,,,,,,
PMM0455,CAE18914.1,None,conserved hypothetical protein,WB44_07725,AKN62276.1,None,peptidase S66,9.06085E-83,WB44_05565,AKN62201.1,None,peptidase S66,1.53831E-59,,,,,
PMM0456,CAE18915.1,ubiA,probable 4-hydroxybenzoate-octaprenyltransferase,WB44_07730,AKN61010.1,ubiA,prenyltransferase,3.23724E-86,,,,,,,,,,
PMM0457,CAE18916.1,ppx,putative exopolyphosphatase,WB44_07735,AKN61011.1,None,exopolyphosphatase,0.00000E+00,,,,,,,,,,
PMM0458,CAE18917.1,None,conserved hypothetical protein,WB44_07740,AKN61012.1,None,XRE family transcriptional regulator,5.73269E-14,,,,,,,,,,
PMM0459,CAE18918.1,cobM,PUTATIVE PRECORRIN-4 C11-METHYLTRANSFERASE,WB44_07750,AKN61013.1,None,precorrin methylase,3.44608E-95,WB44_11075,AKN61544.1,None,CysG,3.03822E-18,,,,,
PMM0460,CAE18919.1,"yvoC, lgt, umpA",putative prolipoprotein diacylglyceryl transferase,WB44_07755,AKN61014.1,None,diacylglyceryl transferase,1.74373E-105,,,,,,,,,,
PMM0461,CAE18920.1,petA,Cytochrome f,WB44_07760,AKN61015.1,None,apocytochrome f,8.25091E-148,,,,,,,,,,
PMM0462,CAE18921.1,petC,Rieske iron-sulfur protein,WB44_07765,AKN61016.1,None,cytochrome b6-f complex iron-sulfur subunit,1.18401E-106,,,,,,,,,,
PMM0463,CAE18922.1,None,conserved hypothetical protein,WB44_07770,AKN61017.1,None,hypothetical protein,7.93468E-34,,,,,,,,,,
PMM0464,CAE18923.1,None,"protein secretion component, Tat family",WB44_07775,AKN62277.1,None,preprotein translocase subunit TatC,4.09703E-86,,,,,,,,,,
PMM0466,CAE18925.1,None,possible secreted protein MPB70 precursor,WB44_07780,AKN61018.1,None,RNA-binding protein,1.28924E-122,,,,,,,,,,
PMM0467,CAE18926.1,gmk,Guanylate kinase,WB44_07785,AKN61019.1,None,guanylate kinase,9.52150E-69,,,,,,,,,,
PMM0468,CAE18927.1,psaJ,Photosystem I PsaJ protein (subunit IX),WB44_07790,AKN61020.1,None,Photosystem I reaction center subunit IX,3.96146E-18,,,,,,,,,,
PMM0469,CAE18928.1,psaF,Photosystem I PsaF protein (subunit III),WB44_07795,AKN61021.1,None,Photosystem I reaction center subunit III,9.76632E-33,,,,,,,,,,
PMM0470,CAE18929.1,None,probable o-sialoglycoprotein endopeptidase,WB44_07800,AKN62278.1,None,O-sialoglycoprotein endopeptidase,1.65593E-147,,,,,,,,,,
PMM0471,CAE18930.1,hli20,possible high light inducible protein,WB44_07805,AKN61022.1,None,high light inducible protein,1.53769E-13,,,,,,,,,,
PMM0472,CAE18931.1,None,"putative Na+/H+ antiporter, CPA1 family",WB44_07830,AKN61027.1,None,sodium:proton antiporter,8.96234E-170,,,,,,,,,,
PMM0473,CAE18932.1,gltX,Glutamyl-tRNA synthetase,WB44_07835,AKN61028.1,None,glutamyl-tRNA synthetase,0.00000E+00,WB44_07930,AKN62283.1,None,glutamyl-tRNA synthetase,1.92471E-35,,,,,
PMM0474,CAE18933.1,None,Conserved hypothetical protein,WB44_07845,AKN61029.1,None,hypothetical protein,2.06571E-40,,,,,,,,,,
PMM0475,CAE18934.1,rpl19,Ribosomal protein L19,WB44_07855,AKN62279.1,None,50S ribosomal protein L19,2.00226E-77,,,,,,,,,,
PMM0476,CAE18935.1,None,conserved hypothetical protein,WB44_07860,AKN61030.1,None,peptidase,9.78646E-23,,,,,,,,,,
PMM0477,CAE18936.1,map,putative methionine aminopeptidase,WB44_07865,AKN61031.1,None,methionine aminopeptidase,1.60855E-151,,,,,,,,,,
PMM0478,CAE18937.1,None,conserved hypothetical protein,WB44_07870,AKN62280.1,None,short-chain dehydrogenase,1.39386E-73,,,,,,,,,,
PMM0479,CAE18938.1,None,conserved hypothetical protein,WB44_07875,AKN61032.1,None,hypothetical protein,1.89184E-168,,,,,,,,,,
PMM0480,CAE18939.1,None,conserved hypothetical protein,WB44_07880,AKN61033.1,None,DNA recombination-mediator protein A,7.63348E-99,,,,,,,,,,
PMM0481,CAE18940.1,None,conserved hypothetical protein,WB44_07250,AKN60930.1,None,hypothetical protein,5.57574E-68,,,,,,,,,,
PMM1851,CAP16355.1,None,Conserved hypothetical protein,WB44_06430,AKN60790.1,None,hypothetical protein,1.54507E-15,,,,,,,,,,
PMM0482,CAE18941.1,phb,Band 7 protein,WB44_05980,AKN62224.1,None,"membrane protease subunit, stomatin/prohibitin",2.52037E-121,,,,,,,,,,
PMM0483,CAE18942.1,"hemL, gsa","glutamate-1-semialdehyde 2,1-aminomutase",WB44_07220,AKN60924.1,None,glutamate-1-semialdehyde aminotransferase,0.00000E+00,WB44_08595,AKN61149.1,None,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,3.87927E-21,WB44_00850,AKN59915.1,None,acetylornithine aminotransferase,9.63517E-19
PMM0484,CAE18943.1,xthA,exodeoxyribonuclease III,WB44_07210,AKN60922.1,None,exodeoxyribonuclease III,4.13482E-98,,,,,,,,,,
PMM0486,CAE18945.1,None,conserved hypothetical protein,WB44_07175,AKN60916.1,None,hypothetical protein,1.25834E-58,,,,,,,,,,
PMM0487,CAE18946.1,None,conserved hypothetical protein,WB44_07165,AKN60914.1,None,hypothetical protein,1.18665E-120,,,,,,,,,,
PMM0488,CAE18947.1,None,conserved hypothetical protein,WB44_07160,AKN60913.1,None,hypothetical protein,4.76471E-40,,,,,,,,,,
PMM0489,CAE18948.1,"futB,hitB",putative iron ABC transporter,WB44_07150,AKN60911.1,None,iron ABC transporter,5.94652E-156,,,,,,,,,,
PMM0490,CAE18949.1,None,conserved hypothetical protein,WB44_07145,AKN60910.1,None,cobalamin biosynthesis protein CobW,2.27841E-135,WB44_04605,AKN60514.1,None,cobalamin biosynthesis protein CobW,6.05832E-134,WB44_04585,AKN60512.1,None,cobalamin biosynthesis protein CobW,5.81007E-56
PMM0491,CAE18950.1,None,4a-hydroxytetrahydrobiopterin dehydratase (PCD),WB44_07140,AKN60909.1,None,pterin-4-alpha-carbinolamine dehydratase,2.49864E-29,WB44_07330,AKN60943.1,None,pterin-4-alpha-carbinolamine dehydratase,3.97672E-11,,,,,
PMM0492,CAE18951.1,None,conserved hypothetical protein,WB44_01930,AKN60083.1,None,hypothetical protein,3.97747E-50,,,,,,,,,,
PMM0493,CAE18952.1,cxp,Carboxypeptidase Taq (M32) metallopeptidase,WB44_07120,AKN60906.1,None,peptidase M32,0.00000E+00,,,,,,,,,,
PMM0494,CAE18953.1,ppa (ipyR),putative inorganic pyrophosphatase,WB44_07115,AKN60905.1,None,inorganic pyrophosphatase,5.49356E-121,WB44_07005,AKN60888.1,None,inorganic pyrophosphatase,8.71286E-27,,,,,
PMM0495,CAE18954.1,hemC,Porphobilinogen deaminase,WB44_07100,AKN60903.1,None,hydroxymethylbilane synthase,4.57935E-169,,,,,,,,,,
PMM0496,CAE18955.1,"sigA, rpoD",Putative principal RNA polymerase sigma factor,WB44_07080,AKN60899.1,None,RNA polymerase sigma factor RpoD,0.00000E+00,WB44_10865,AKN61510.1,None,RNA polymerase sigma70,6.83275E-90,WB44_02565,AKN60182.1,None,RNA polymerase sigma70,2.14130E-82
PMM0497,CAE18956.1,priA,primosomal protein N' (replication factor Y),WB44_07075,AKN60898.1,None,primosomal protein N',0.00000E+00,,,,,,,,,,
PMM0498,CAE18957.1,None,conserved hypothetical protein,WB44_07070,AKN60897.1,None,hypothetical protein,1.02489E-36,,,,,,,,,,
PMM0499,CAE18958.1,argB,Aspartokinase superfamily:Acetylglutamate kinase,WB44_07065,AKN60896.1,None,acetylglutamate kinase,2.32345E-138,,,,,,,,,,
PMM0500,CAE18959.1,None,conserved hypothetical protein,WB44_07060,AKN62261.1,None,hypothetical protein,3.06337E-61,,,,,,,,,,
PMM0501,CAE18960.1,None,conserved hypothetical protein,WB44_07055,AKN60895.1,None,hypothetical protein,4.50792E-12,,,,,,,,,,
PMM0502,CAE18961.1,None,conserved hypothetical protein,WB44_07050,AKN60894.1,None,single-stranded DNA-binding protein,2.70574E-50,,,,,,,,,,
PMM0503,CAE18962.1,None,possible precorrin-6X reductase,WB44_07045,AKN62260.1,None,precorrin-6A reductase,4.09518E-51,,,,,,,,,,
PMM0504,CAE18963.1,None,CutA1 divalent ion tolerance protein,WB44_07040,AKN60893.1,None,cation tolerance protein CutA,1.43899E-21,,,,,,,,,,
PMM0505,CAE18964.1,None,Possible carbohydrate kinase,WB44_07035,AKN60892.1,None,carbohydrate kinase,1.19225E-117,,,,,,,,,,
PMM0506,CAE18965.1,"purA,adeK",Adenylosuccinate synthetase,WB44_07030,AKN62259.1,None,adenylosuccinate synthetase,0.00000E+00,,,,,,,,,,
PMM0507,CAE18966.1,psb27,possible Photosystem II reaction center Psb27 protein,WB44_07025,AKN60891.1,None,Photosystem II protein,3.90786E-33,,,,,,,,,,
PMM0508,CAE18967.1,proS,Prolyl-tRNA synthetase,WB44_07020,AKN60890.1,None,prolyl-tRNA synthetase,0.00000E+00,,,,,,,,,,
PMM0509,CAE18968.1,None,possible Helix-turn-helix domain of resolvase,WB44_07015,AKN60889.1,None,resolvase,2.74396E-58,,,,,,,,,,
PMM0511,CAE18970.1,ppa (ipyR),Inorganic pyrophosphatase,WB44_07005,AKN60888.1,None,inorganic pyrophosphatase,3.26159E-88,WB44_07115,AKN60905.1,None,inorganic pyrophosphatase,2.95939E-24,,,,,
PMM0512,CAE18971.1,None,putative arsenate reductase,WB44_06995,AKN60886.1,None,ArsC family transcriptional regulator,1.78462E-25,,,,,,,,,,
PMM0513,CAE18972.1,lepB,Signal peptidase I,WB44_06985,AKN60884.1,None,signal peptidase I,2.78349E-69,WB44_04735,AKN62164.1,None,peptidase A26,2.49209E-23,,,,,
PMM0514,CAE18973.1,None,putative dihydroorotase,WB44_06980,AKN62257.1,None,dihydroorotase,2.73563E-87,,,,,,,,,,
PMM0515,CAE18974.1,cobC,possible alpha-ribazole-5'-P phosphatase,WB44_06975,AKN60883.1,None,histidine phosphatase,5.19545E-168,WB44_02460,AKN60167.1,None,phosphoglycerate mutase,2.95253E-15,WB44_02460,AKN60167.1,None,phosphoglycerate mutase,6.10972E-15
PMM0516,CAE18975.1,None,Possible membrane associated protease,WB44_06970,AKN62256.1,None,protease,2.27914E-82,,,,,,,,,,
PMM0518,CAE18977.1,ftsI,putative peptidoglycan synthetase (pbp transpeptidase domain),WB44_06960,AKN60881.1,None,cell division protein FtsI,0.00000E+00,WB44_11560,AKN61623.1,None,penicillin-binding protein,2.80603E-21,,,,,
PMM0519,CAE18978.1,tal,Transaldolase,WB44_06955,AKN60880.1,None,transaldolase,1.94214E-152,,,,,,,,,,
PMM0520,CAE18979.1,None,NAD binding site,WB44_06945,AKN60878.1,None,NAD-binding protein,3.56849E-142,WB44_03580,AKN60354.1,None,geranylgeranyl diphosphate reductase,3.50543E-12,,,,,
PMM0521,CAE18980.1,"frr,rrf",Ribosome recycling factor,WB44_06940,AKN60877.1,None,ribosome recycling factor,2.96772E-97,,,,,,,,,,
PMM0522,CAE18981.1,"pyrH,smbA",uridylate kinase,WB44_06935,AKN60876.1,pyrH,uridylate kinase,3.57415E-141,,,,,,,,,,
PMM0523,CAE18982.1,cobO,possible cob(I)alamin adenosyltransferase,WB44_06930,AKN60875.1,None,cobinamide adenolsyltransferase,1.00214E-97,WB44_13450,AKN61934.1,None,hypothetical protein,3.32668E-20,WB44_13450,AKN61934.1,None,hypothetical protein,8.15973E-19
PMM0524,CAE18983.1,None,Phage integrase family,WB44_06920,AKN60873.1,None,integrase,1.18392E-137,,,,,,,,,,
PMM0525,CAE18984.1,None,Ferrochelatase,WB44_06915,AKN60872.1,None,ferrochelatase,0.00000E+00,,,,,,,,,,
PMM0526,CAE18985.1,ilvH,Acetolactate synthase large subunit,WB44_06910,AKN60871.1,None,acetolactate synthase catalytic subunit,0.00000E+00,,,,,,,,,,
PMM0527,CAE18986.1,None,conserved hypothetical protein,WB44_06905,AKN62255.1,None,hypothetical protein,6.13578E-21,,,,,,,,,,
PMM0528,CAE18987.1,None,DUF152,WB44_06890,AKN60868.1,None,copper oxidase,3.30927E-34,,,,,,,,,,
PMM0529,CAE18988.1,None,conserved hypothetical protein,WB44_06885,AKN60867.1,None,hypothetical protein,3.13417E-89,,,,,,,,,,
PMM0530,CAE18989.1,"rps1b, rpsA2, nbp1","30S ribosomal protein S1 homolog B, putative Nbp1",WB44_06880,AKN60866.1,None,30S ribosomal protein S1,7.89857E-147,WB44_13820,AKN61999.1,None,30S ribosomal protein S1,3.92103E-56,,,,,
PMM0531,CAE18990.1,None,Creatininase,WB44_06875,AKN60865.1,None,creatininase,2.68666E-105,WB44_12865,AKN61835.1,None,amidase,1.49976E-20,,,,,
PMM0532,CAE18991.1,None,conserved hypothetical protein,WB44_06870,AKN60864.1,None,aldehyde decarbonylase,3.39523E-126,,,,,,,,,,
PMM0533,CAE18992.1,None,conserved hypothetical protein,WB44_06865,AKN60863.1,None,acyl-ACP reductase,0.00000E+00,,,,,,,,,,
PMM0534,CAE18993.1,accA,"acetyl-CoA carboxylase, alpha subunit",WB44_06860,AKN60862.1,None,acetyl-CoA carboxylase subunit alpha,1.54995E-179,,,,,,,,,,
PMM0535,CAE18994.1,None,putative short-chain dehydrogenase,WB44_06855,AKN60861.1,None,short-chain dehydrogenase,1.32898E-95,WB44_07705,AKN62275.1,None,3-ketoacyl-ACP reductase,1.41260E-22,WB44_06535,AKN60808.1,None,sugar dehydrogenase,2.09932E-17
PMM0536,CAE18995.1,folE,putative GTP cyclohydrolase I,WB44_06850,AKN60860.1,None,GTP cyclohydrolase,5.08009E-137,,,,,,,,,,
