[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=SynWH8103_00001],[protein_id=CRY90759.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[evalue=5.75914E-159]
[locus_tag=PMM0340],[protein_id=CAE18799.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01488],[protein_id=CRY92215.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.33514E-38]
[locus_tag=PMM0341],[protein_id=CAE18800.1],[gene=None],[protein=conserved hypothetical],[locus_tag=SynWH8103_01566],[protein_id=CRY92293.1],[gene=None],[protein=nif11-like leader peptide domain protein],[evalue=2.46950E-23],[locus_tag=SynWH8103_01611],[protein_id=CRY92338.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.74735E-18]
[locus_tag=PMM0343],[protein_id=CAE18802.1],[gene=None],[protein=mttA/Hcf106 family],[locus_tag=SynWH8103_00294],[protein_id=CRY91042.1],[gene=tatA],"[protein=twin arginine-targeting translocase, TatA/E family protein]",[evalue=4.88710E-24],[locus_tag=SynWH8103_02877],[protein_id=CRY93554.1],[gene=None],[protein=mttA/Hcf106 family protein],[evalue=1.16555E-11]
[locus_tag=PMM0345],[protein_id=CAE18804.1],[gene=None],[protein=putative bacterioferritin comigratory protein],[locus_tag=SynWH8103_01146],[protein_id=CRY91880.1],[gene=prxQ],[protein=Peroxiredoxin],[evalue=2.21589E-57],[locus_tag=SynWH8103_02481],[protein_id=CRY93168.1],[gene=prxQ],[protein=peroxiredoxin],[evalue=1.77848E-26],[locus_tag=SynWH8103_01419],[protein_id=CRY92146.1],[gene=prxQ],[protein=Peroxiredoxin],[evalue=1.55267E-17]
[locus_tag=PMM0346],[protein_id=CAE18805.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01374],[protein_id=CRY92102.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.41439E-40]
[locus_tag=PMM0347],[protein_id=CAE18806.1],[gene=None],[protein=conserved hypothetical],[locus_tag=SynWH8103_01538],[protein_id=CRY92265.1],[gene=None],[protein=putative membrane protein],[evalue=2.31370E-22]
[locus_tag=PMM0349],[protein_id=CAE18808.1],[gene=None],[protein=Class I peptide chain release factor],[locus_tag=SynWH8103_02797],[protein_id=CRY93475.1],[gene=None],[protein=RF-1 domain protein],[evalue=1.23995E-43]
[locus_tag=PMM0350],[protein_id=CAE18809.1],[gene=None],[protein=possible TIR domain],[locus_tag=SynWH8103_02423],[protein_id=CRY93112.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.81774E-06]
[locus_tag=PMM0351],[protein_id=CAE18810.1],[gene=None],"[protein=possible Small, acid-soluble spore proteins, a]",[locus_tag=SynWH8103_02176],[protein_id=CRY92889.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.54450E-09]
[locus_tag=PMM0360],[protein_id=CAE18819.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_02192],[protein_id=CRY92903.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.75291E-46]
[locus_tag=PMM0364],[protein_id=CAE18823.1],[gene=None],[protein=possible Malic enzyme],[locus_tag=SynWH8103_01646],[protein_id=CRY92373.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.32950E-23],[locus_tag=SynWH8103_01773],[protein_id=CRY92499.1],[gene=None],[protein=conserved hypothetical protein (DUF3303)],[evalue=1.27705E-19]
[locus_tag=PMM0366],[protein_id=CAE18825.1],[gene=None],[protein=Type-1 copper (blue) domain],[locus_tag=SynWH8103_01695],[protein_id=CRY92422.1],[gene=petE],[protein=plastocyanin],[evalue=2.12848E-07]
[locus_tag=PMM0368],[protein_id=CAE18827.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01773],[protein_id=CRY92499.1],[gene=None],[protein=conserved hypothetical protein (DUF3303)],[evalue=1.82023E-13],[locus_tag=SynWH8103_01646],[protein_id=CRY92373.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.00117E-12]
[locus_tag=PMM0369],[protein_id=CAE18828.1],[gene=None],[protein=possible Ribosomal protein S14p/S29e],[locus_tag=SynWH8103_00386],[protein_id=CRY91131.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.57917E-06],[locus_tag=SynWH8103_01770],[protein_id=CRY92496.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.03825E-06]
[locus_tag=PMM0370],[protein_id=CAE18829.1],[gene=None],"[protein=putative cyanate ABC transporter, substrate binding protein]",[locus_tag=SynWH8103_02876],[protein_id=CRY93553.1],[gene=cynA],"[protein=cyanate ABC transporter, substrate-binding protein]",[evalue=0.00000E+00]
[locus_tag=PMM0371],[protein_id=CAE18830.1],[gene=None],[protein=putative cyanate ABC transporter],[locus_tag=SynWH8103_02875],[protein_id=CRY93552.1],[gene=cynB],"[protein=cyanate ABC transporter, permease protein]",[evalue=9.58023E-129],[locus_tag=SynWH8103_01594],[protein_id=CRY92321.1],[gene=None],"[protein=Putative nitrate ABC transporter, membrane component]",[evalue=5.11476E-17],[locus_tag=SynWH8103_02190],[protein_id=CRY92901.1],[gene=proW],"[protein=ABC-type glycine betaine/proline transporter, membrane component]",[evalue=1.36096E-06]
[locus_tag=PMM0372],[protein_id=CAE18831.1],[gene=None],[protein=putative cyanate ABC transporter],[locus_tag=SynWH8103_02874],[protein_id=CRY93551.1],[gene=cynD],[protein=cyanate ABC transporter ATP-binding protein],[evalue=1.23336E-126],[locus_tag=SynWH8103_01595],[protein_id=CRY92322.1],[gene=None],[protein=ABC transporter family protein],[evalue=4.32635E-73],[locus_tag=SynWH8103_01229],[protein_id=CRY91960.1],[gene=devA],"[protein=DEVA-like ABC transporter, ATP-binding subunit]",[evalue=4.62407E-38]
[locus_tag=PMM0373],[protein_id=CAE18832.1],[gene=cynS],[protein=Cyanate lyase],[locus_tag=SynWH8103_02879],[protein_id=CRY93556.1],[gene=cynS],[protein=cyanate hydratase],[evalue=1.00634E-69]
[locus_tag=PMM0374],[protein_id=CAE18833.1],[gene=None],[protein=mttA/Hcf106 family],[locus_tag=SynWH8103_00294],[protein_id=CRY91042.1],[gene=tatA],"[protein=twin arginine-targeting translocase, TatA/E family protein]",[evalue=5.00358E-27],[locus_tag=SynWH8103_02877],[protein_id=CRY93554.1],[gene=None],[protein=mttA/Hcf106 family protein],[evalue=1.81750E-10]
[locus_tag=PMM0378],[protein_id=CAE18837.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01646],[protein_id=CRY92373.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.10714E-06]
[locus_tag=PMM0380],[protein_id=CAE18839.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01598],[protein_id=CRY92325.1],[gene=None],[protein=snoaL-like domain protein],[evalue=9.23988E-85]
[locus_tag=PMM0387],[protein_id=CAE18846.1],[gene=aroD],[protein=Dehydroquinase class II],[locus_tag=SynWH8103_02213],[protein_id=CRY92924.1],[gene=aroQ],"[protein=3-dehydroquinate dehydratase, type II]",[evalue=8.55145E-52]
[locus_tag=PMM0388],[protein_id=CAE18847.1],[gene=None],[protein=putative similar to tRNA-(MS[2],[locus_tag=SynWH8103_02212],[protein_id=CRY92923.1],[gene=miaE],[protein=putative tRNA-(MS[2],[evalue=4.21499E-77]
[locus_tag=PMM0389],[protein_id=CAE18848.1],[gene=cobI/cbiL],[protein=PRECORRIN-2 C20-METHYLTRANSFERASE],[locus_tag=SynWH8103_00752],[protein_id=CRY91490.1],[gene=cobI],[protein=precorrin-2 C20-methyltransferase],[evalue=2.58439E-53]
[locus_tag=PMM0390],[protein_id=CAE18849.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00754],[protein_id=CRY91493.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.06554E-41]
[locus_tag=PMM0391],[protein_id=CAE18850.1],[gene=None],[protein=GTP-binding protein (HSR1-related)],[locus_tag=SynWH8103_00755],[protein_id=CRY91494.1],[gene=engA],[protein=ribosome-associated GTPase EngA],[evalue=0.00000E+00],[locus_tag=SynWH8103_02664],[protein_id=CRY93343.1],[gene=trmE],[protein=tRNA modification GTPase TrmE],[evalue=4.82830E-18],[locus_tag=SynWH8103_02664],[protein_id=CRY93343.1],[gene=trmE],[protein=tRNA modification GTPase TrmE],[evalue=9.94122E-14]
[locus_tag=PMM0392],[protein_id=CAE18851.1],[gene=None],[protein=possible cobalt transport protein],[locus_tag=SynWH8103_00756],[protein_id=CRY91495.1],[gene=cbiQ],"[protein=putative ABC-type cobalt transporter, membrane component]",[evalue=1.61179E-69]
[locus_tag=PMM0393],[protein_id=CAE18852.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00757],[protein_id=CRY91496.1],[gene=pipX],[protein=nitrogen regulatory factor],[evalue=2.51455E-40]
[locus_tag=PMM0394],[protein_id=CAE18853.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00758],[protein_id=CRY91497.1],[gene=ylmE],[protein=cell division protein YlmE],[evalue=9.91527E-72]
[locus_tag=PMM0395],[protein_id=CAE18854.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00759],[protein_id=CRY91498.1],[gene=sepF],[protein=Cell division protein SepF (Cdv2)],[evalue=3.24212E-68],[locus_tag=SynWH8103_00979],[protein_id=CRY91717.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.98754E-21]
[locus_tag=PMM0396],[protein_id=CAE18855.1],[gene=proC],[protein=Delta 1-pyrroline-5-carboxylate reductase],[locus_tag=SynWH8103_00760],[protein_id=CRY91499.1],[gene=proC],[protein=pyrroline-5-carboxylate reductase],[evalue=2.11818E-77]
[locus_tag=PMM0397],[protein_id=CAE18856.1],[gene=None],"[protein=possible Glycosyl transferase, group 1]",[locus_tag=SynWH8103_00761],[protein_id=CRY91500.1],[gene=None],"[protein=possible alpha-glycosyltransferase, family 4]",[evalue=0.00000E+00],[locus_tag=SynWH8103_00198],[protein_id=CRY90948.1],[gene=None],"[protein=possible alpha-glycosyltransferase, family 4]",[evalue=2.48531E-15],[locus_tag=SynWH8103_00198],[protein_id=CRY90948.1],[gene=None],"[protein=possible alpha-glycosyltransferase, family 4]",[evalue=1.18413E-07]
[locus_tag=PMM0398],[protein_id=CAE18857.1],[gene=None],[protein=possible Recombination protein O (RecO)],[locus_tag=SynWH8103_00763],[protein_id=CRY91502.1],[gene=recO],"[protein=gap repair protein, RecO family]",[evalue=6.92158E-73]
[locus_tag=PMM0399],[protein_id=CAE18858.1],[gene=None],[protein=Putative deoxyribose-phosphate aldolase],[locus_tag=SynWH8103_00764],[protein_id=CRY91503.1],[gene=None],[protein=deoC/LacD aldolase family protein],[evalue=5.60002E-29]
[locus_tag=PMM0400],[protein_id=CAE18859.1],[gene=lrtA],[protein=light repressed protein A homolog],[locus_tag=SynWH8103_00765],[protein_id=CRY91504.1],[gene=irtA],[protein=Low light-inducible protein],[evalue=2.97413E-85]
[locus_tag=PMM0401],[protein_id=CAE18860.1],[gene=lipB],[protein=putative lipoate-protein ligase B],[locus_tag=SynWH8103_00766],[protein_id=CRY91505.1],[gene=lipB],[protein=Lipoyltransferase],[evalue=3.89575E-60]
[locus_tag=PMM0402],[protein_id=CAE18861.1],[gene=fadD],[protein=putative long-chain-fatty-acid--CoA ligase],[locus_tag=SynWH8103_00767],[protein_id=CRY91506.1],[gene=None],[protein=AMP-binding enzyme family protein],[evalue=0.00000E+00],[locus_tag=SynWH8103_02647],[protein_id=CRY93326.1],[gene=menE],[protein=O-succinylbenzoic acid--CoA ligase (OSB-CoA synthetase)],[evalue=3.00113E-07]
[locus_tag=PMM0403],[protein_id=CAE18862.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00768],[protein_id=CRY91507.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.44794E-69]
[locus_tag=PMM0405],[protein_id=CAE18864.1],[gene=pdhC],[protein=Dihydrolipoamide acetyltransferase component (E2) of pyruvate de],[locus_tag=SynWH8103_00769],[protein_id=CRY91508.1],[gene=pdhC (aceF)],"[protein=Pyruvate dehydrogenase complex, dihydrolipoamideacyltransferase (E2) component]",[evalue=0.00000E+00]
[locus_tag=PMM0406],[protein_id=CAE18865.1],[gene=queA],[protein=Queuosine biosynthesis protein],[locus_tag=SynWH8103_00770],[protein_id=CRY91509.1],[gene=queA],[protein=tRNA ribosyltransferase-isomerase],[evalue=9.79875E-116]
[locus_tag=PMM0407],[protein_id=CAE18866.1],[gene=cysK1],[protein=O-acetylserine (thiol)-lyase A],[locus_tag=SynWH8103_00771],[protein_id=CRY91510.1],[gene=cysK],[protein=cysteine synthase A],[evalue=0.00000E+00],[locus_tag=SynWH8103_02553],[protein_id=CRY93233.1],[gene=cysK],[protein=O-acetylserine (thiol)-lyase A],[evalue=1.83937E-87]
[locus_tag=PMM0408],[protein_id=CAE18867.1],[gene=None],[protein=possible Cystathionine gamma-synthase],[locus_tag=SynWH8103_00772],[protein_id=CRY91511.1],[gene=metB],[protein=cys/Met metabolism PLP-dependent enzyme family protein],[evalue=2.40368E-171],[locus_tag=SynWH8103_00773],[protein_id=CRY91512.1],[gene=metB/CysA],[protein=O-succinylhomoserine(thiol)-lyase],[evalue=3.54513E-11],[locus_tag=SynWH8103_00968],[protein_id=CRY91705.1],[gene=CysD],[protein=O-acetylhomoserine aminocarboxypropyltransferase],[evalue=1.79943E-10]
[locus_tag=PMM0409],[protein_id=CAE18868.1],[gene=metB],[protein=putative Cystathionine gamma-synthase],[locus_tag=SynWH8103_00773],[protein_id=CRY91512.1],[gene=metB/CysA],[protein=O-succinylhomoserine(thiol)-lyase],[evalue=2.59578E-176],[locus_tag=SynWH8103_00968],[protein_id=CRY91705.1],[gene=CysD],[protein=O-acetylhomoserine aminocarboxypropyltransferase],[evalue=1.63458E-45],[locus_tag=SynWH8103_00772],[protein_id=CRY91511.1],[gene=metB],[protein=cys/Met metabolism PLP-dependent enzyme family protein],[evalue=4.59752E-16]
[locus_tag=PMM0410],[protein_id=CAE18869.1],"[gene=rpsD,rps4]",[protein=30S ribosomal protein S4],[locus_tag=SynWH8103_01943],[protein_id=CRY92662.1],[gene=rpsD],[protein=30S ribosomal protein S4],[evalue=3.60667E-132]
[locus_tag=PMM0411],[protein_id=CAE18870.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01942],[protein_id=CRY92661.1],[gene=None],[protein=putative membrane protein insertion efficiency factor],[evalue=6.87863E-36]
[locus_tag=PMM0412],[protein_id=CAE18871.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01941],[protein_id=CRY92660.1],[gene=None],[protein=Possible thioredoxin],[evalue=6.83038E-20]
[locus_tag=PMM0413],[protein_id=CAE18872.1],[gene=murE],[protein=UDP-N-acetylmuramyl-tripeptide synthetase],[locus_tag=SynWH8103_01937],[protein_id=CRY92656.1],[gene=murE],[protein=UDP-N-acetylmuramyl-tripeptide synthetase familyprotein],[evalue=2.44113E-142],[locus_tag=SynWH8103_00610],[protein_id=CRY91353.1],[gene=murD],[protein=UDP-N-acetylmuramoylalanine--D-glutamate ligase],[evalue=6.40940E-18]
[locus_tag=PMM0414],[protein_id=CAE18873.1],[gene=None],[protein=putative short chain dehydrogenase],[locus_tag=SynWH8103_01372],[protein_id=CRY92099.1],[gene=None],[protein=short chain dehydrogenase family protein],[evalue=1.07521E-89],[locus_tag=SynWH8103_01609],[protein_id=CRY92336.1],[gene=None],[protein=short chain dehydrogenase family protein],[evalue=7.12650E-12]
[locus_tag=PMM0415],[protein_id=CAE18874.1],[gene=None],[protein=putative L-cysteine/cystine lyase],[locus_tag=SynWH8103_01936],[protein_id=CRY92655.1],[gene=c-des],[protein=L-cysteine/cystine lyase C-DES],[evalue=2.74249E-135],[locus_tag=SynWH8103_02629],[protein_id=CRY93308.1],[gene=None],[protein=aminotransferase class-V family protein],[evalue=4.43041E-08],[locus_tag=SynWH8103_00353],[protein_id=CRY91099.1],[gene=None],[protein=putative cysteine desulfurase],[evalue=1.12779E-07]
[locus_tag=PMM0416],[protein_id=CAE18875.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00784],[protein_id=CRY91524.1],[gene=None],[protein=methyltransferase domain protein],[evalue=8.63681E-118]
[locus_tag=PMM1846],[protein_id=CAP16350.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=SynWH8103_02233],[protein_id=CRY92942.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.29955E-17],[locus_tag=SynWH8103_02832],[protein_id=CRY93510.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.94841E-14],[locus_tag=SynWH8103_00417],[protein_id=CRY91162.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.09382E-07]
[locus_tag=PMM0418],[protein_id=CAE18877.1],[gene=None],[protein=NifU-like protein],[locus_tag=SynWH8103_01934],[protein_id=CRY92653.1],[gene=None],[protein=NifU-like protein],[evalue=2.89218E-47]
[locus_tag=PMM0419],[protein_id=CAE18878.1],[gene=mqo],[protein=putative malate/quinone oxidoreductase],[locus_tag=SynWH8103_01933],[protein_id=CRY92652.1],[gene=mqoA],[protein=Malate:quinone oxidoreductase],[evalue=2.29553E-157]
[locus_tag=PMM0420],[protein_id=CAE18879.1],[gene=lepA],[protein=GTP-binding protein LepA],[locus_tag=SynWH8103_01931],[protein_id=CRY92650.1],[gene=lepA],[protein=GTP-binding protein LepA],[evalue=0.00000E+00],[locus_tag=SynWH8103_01243],[protein_id=CRY91974.1],[gene=typA],[protein=GTP-binding protein TypA/BipA],[evalue=3.55413E-34],[locus_tag=SynWH8103_01297],[protein_id=CRY92026.1],[gene=prfC],[protein=peptide chain release factor 3],[evalue=2.30615E-25]
[locus_tag=PMM0421],[protein_id=CAE18880.1],[gene=None],"[protein=putative ABC transporter, oligopeptides]",[locus_tag=SynWH8103_01915],[protein_id=CRY92635.1],[gene=dppC],"[protein=ABC-type oligopeptide transporter, membrane component]",[evalue=3.70696E-89]
[locus_tag=PMM0422],[protein_id=CAE18881.1],[gene=None],[protein=tRNA/rRNA methyltransferase (SpoU)],[locus_tag=SynWH8103_01912],[protein_id=CRY92632.1],[gene=trmH],[protein=tRNA guanosine-2'-O-methyltransferase],[evalue=2.09552E-99],[locus_tag=SynWH8103_01163],[protein_id=CRY91895.1],[gene=None],[protein=RNA 2'-O ribose methyltransferase substrate binding family protein],[evalue=2.05437E-10],[locus_tag=SynWH8103_01859],[protein_id=CRY92584.1],[gene=None],[protein=spoU rRNA Methylase family protein],[evalue=2.22012E-09]
[locus_tag=PMM0423],[protein_id=CAE18882.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_02046],[protein_id=CRY92764.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.05230E-38]
[locus_tag=PMM0424],[protein_id=CAE18883.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01790],[protein_id=CRY92515.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.91232E-29]
[locus_tag=PMM0425],[protein_id=CAE18884.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01381],[protein_id=CRY92109.1],[gene=None],[protein=Uncharacterized DNA photolyase domain-containingprotein],[evalue=0.00000E+00]
[locus_tag=PMM0426],[protein_id=CAE18885.1],[gene=None],[protein=Sun protein (Fmu protein)],[locus_tag=SynWH8103_01909],[protein_id=CRY92630.1],[gene=sun],[protein=ribosomal RNA small subunit methyltransferase B],[evalue=1.88961E-124]
[locus_tag=PMM0427],[protein_id=CAE18886.1],[gene=None],[protein=putative penicillin binding protein],[locus_tag=SynWH8103_01910],[protein_id=CRY92629.1],[gene=mrcA],[protein=penicillin-binding-like protein 1A (PBP1A)(transpeptidase)],[evalue=4.64617E-150]
[locus_tag=PMM0428],[protein_id=CAE18887.1],[gene=chlG],[protein=chlorophyll synthase 33 kD subunit],[locus_tag=SynWH8103_01908],[protein_id=CRY92628.1],[gene=chlG],[protein=chlorophyll a synthase],[evalue=0.00000E+00]
[locus_tag=PMM0429],[protein_id=CAE18888.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01907],[protein_id=CRY92627.1],[gene=petP],[protein=cytochrome b6-f complex subunit PetP],[evalue=1.03296E-13]
[locus_tag=PMM0430],[protein_id=CAE18889.1],[gene=hisF],[protein=Imidazole glycerol phosphate synthase subunit HisF (cyclase)],[locus_tag=SynWH8103_01906],[protein_id=CRY92626.1],[gene=hisF],"[protein=imidazole glycerol phosphate synthase, cyclase subunit]",[evalue=5.20002E-119],[locus_tag=SynWH8103_00494],[protein_id=CRY91239.1],[gene=None],[protein=thiazole biosynthesis ThiG family protein],[evalue=6.70269E-48],[locus_tag=SynWH8103_00884],[protein_id=CRY91622.1],[gene=hisA],[protein=1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino],[evalue=6.32473E-21]
[locus_tag=PMM0431],[protein_id=CAE18890.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01905],[protein_id=CRY92625.1],[gene=MENG],"[protein=2-phytyl-1,4-naphtoquinone methyltransferase, chloroplastic domain protein]",[evalue=3.18616E-61]
[locus_tag=PMM0433],[protein_id=CAE18892.1],[gene=BirA],[protein=putative Biotin--acetyl-CoA-carboxylase ligase],[locus_tag=SynWH8103_02133],[protein_id=CRY92848.1],[gene=None],[protein=biotin--[acetyl-CoA-carboxylase],[evalue=1.25952E-32]
[locus_tag=PMM0434],[protein_id=CAE18893.1],[gene=None],"[protein=possible ABC transporter, ATP binding protein]",[locus_tag=SynWH8103_02130],[protein_id=CRY92845.1],[gene=ftsE],[protein=cell division ATP-binding protein FtsE (septation component-transport ATP-binding protein ABC transporter)],[evalue=1.85174E-119],[locus_tag=SynWH8103_00958],[protein_id=CRY91695.1],[gene=None],"[protein=BgtA-like ABC-type uptake transporter for acidicand neutral polar amino acids (N-II), ATPase subunit]",[evalue=6.84315E-45],[locus_tag=SynWH8103_01595],[protein_id=CRY92322.1],[gene=None],[protein=ABC transporter family protein],[evalue=2.77249E-39]
[locus_tag=PMM0435],[protein_id=CAE18894.1],[gene=ndhB],[protein=putative NADH dehydrogenase (complex I) subunit (chain 2)],[locus_tag=SynWH8103_02129],[protein_id=CRY92844.1],[gene=ndhB],[protein=NADH dehydrogenase I subunit NdhB (chain 2)],[evalue=0.00000E+00],[locus_tag=SynWH8103_02599],[protein_id=CRY93278.1],[gene=ndhF1],[protein=NADH dehydrogenase subunit NdhF (chain 5 or L)],[evalue=3.54181E-16],[locus_tag=SynWH8103_02600],[protein_id=CRY93279.1],[gene=ndhD1],[protein=NADH dehydrogenase I subunit NdhD (chain 4)],[evalue=1.09952E-15]
[locus_tag=PMM0436],[protein_id=CAE18895.1],[gene=topA],[protein=Prokaryotic DNA topoisomerase],[locus_tag=SynWH8103_02128],[protein_id=CRY92843.1],[gene=topA],"[protein=DNA topoisomerase I, omega subunit]",[evalue=0.00000E+00]
[locus_tag=PMM0438],[protein_id=CAE18897.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_02126],[protein_id=CRY92841.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.65590E-69]
[locus_tag=PMM0439],[protein_id=CAE18898.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_02125],[protein_id=CRY92840.1],[gene=None],[protein=phosphoribosyltransferase family protein],[evalue=8.19690E-86]
[locus_tag=PMM0440],[protein_id=CAE18899.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_02123],[protein_id=CRY92839.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.10581E-49]
[locus_tag=PMM0441],[protein_id=CAE18900.1],[gene=None],[protein=Aldo/keto reductase family],[locus_tag=SynWH8103_02124],[protein_id=CRY92838.1],[gene=None],[protein=aldo/keto reductase family protein],[evalue=3.26018E-141],[locus_tag=SynWH8103_00724],[protein_id=CRY91462.1],[gene=None],[protein=aldo/keto reductase family protein],[evalue=6.77165E-45]
[locus_tag=PMM0442],[protein_id=CAE18901.1],[gene=ribE],[protein=Putative Riboflavin synthase alpha chain],[locus_tag=SynWH8103_02121],[protein_id=CRY92836.1],[gene=ribE],"[protein=riboflavin synthase, alpha subunit]",[evalue=6.63381E-74]
[locus_tag=PMM0443],[protein_id=CAE18902.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_02419],[protein_id=CRY93108.1],[gene=None],[protein=AbrB-like transcriptional regulator family protein],[evalue=4.47927E-20],[locus_tag=SynWH8103_01716],[protein_id=CRY92443.1],[gene=None],[protein=AbrB-like transcriptional regulator family protein],[evalue=1.19474E-19]
[locus_tag=PMM0444],[protein_id=CAE18903.1],[gene=ctaE],"[protein=Cytochrome c oxidase, subunit III]",[locus_tag=SynWH8103_02120],[protein_id=CRY92834.1],[gene=ctaEI],[protein=cytochrome c oxidase subunit III],[evalue=4.91985E-102],[locus_tag=SynWH8103_01729],[protein_id=CRY92455.1],[gene=None],[protein=cytochrome c oxidase subunit III family protein],[evalue=9.44848E-28]
[locus_tag=PMM0445],[protein_id=CAE18904.1],[gene=ctaD (coxA)],"[protein=Cytochrome c oxidase, subunit I]",[locus_tag=SynWH8103_02118],[protein_id=CRY92833.1],[gene=ctaD1],[protein=cytochrome c oxidase subunit I],[evalue=0.00000E+00],[locus_tag=SynWH8103_01728],[protein_id=CRY92454.1],[gene=ctaD2],[protein=cytochrome c oxidase subunit I],[evalue=0.00000E+00]
[locus_tag=PMM0446],[protein_id=CAE18905.1],[gene=ctaC (coxB)],"[protein=putative cytochrome c oxidase, subunit 2]",[locus_tag=SynWH8103_02117],[protein_id=CRY92832.1],[gene=ctaCI],[protein=cytochrome c oxidase subunit II],[evalue=1.56159E-122],[locus_tag=SynWH8103_01727],[protein_id=CRY92453.1],[gene=ctaCII],[protein=cytochrome c oxidase subunit II],[evalue=4.95227E-42]
[locus_tag=PMM0447],[protein_id=CAE18906.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_02116],[protein_id=CRY92831.1],[gene=ctaA],[protein=cytochrome oxidase biogenesis protein],[evalue=7.25908E-60]
[locus_tag=PMM0448],[protein_id=CAE18907.1],[gene=ctaB],[protein=putative protoheme IX farnesyltransferase],[locus_tag=SynWH8103_02115],[protein_id=CRY92830.1],[gene=ctaB],[protein=protoheme IX farnesyltransferase],[evalue=2.05018E-158]
[locus_tag=PMM0449],[protein_id=CAE18908.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[locus_tag=SynWH8103_02114],[protein_id=CRY92829.1],[gene=None],"[protein=ABC-type multidrug transport system, ATPase component]",[evalue=2.54820E-149],[locus_tag=SynWH8103_02756],[protein_id=CRY93435.1],[gene=evrA],[protein=ATP-binding cassette-type viologen exporter],[evalue=3.02226E-30],[locus_tag=SynWH8103_01246],[protein_id=CRY91977.1],[gene=lptB],[protein=lipopolysaccharide export system ATP-binding protein LptB],[evalue=3.39617E-29]
[locus_tag=PMM0450],[protein_id=CAE18909.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[locus_tag=SynWH8103_02113],[protein_id=CRY92828.1],[gene=None],[protein=ABC-2 type transporter family protein],[evalue=1.77681E-116]
[locus_tag=PMM0452],[protein_id=CAE18911.1],"[gene=groEL2,cpn60-2]",[protein=GroEL2 protein (Chaperonin cpn60 2)],[locus_tag=SynWH8103_02111],[protein_id=CRY92825.1],[gene=groL2],[protein=chaperonin GroEL],[evalue=0.00000E+00],[locus_tag=SynWH8103_00593],[protein_id=CRY91336.1],[gene=groL1],[protein=chaperonin GroEL],[evalue=0.00000E+00]
