Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMN2A_1732,AAZ59220.1,None,glycosyl transferases group 1,WB44_00190,AKN62024.1,None,glycosyltransferase,0.00000E+00,WB44_12290,AKN61746.1,None,glycosyl transferase family 1,2.63629E-14,WB44_12285,AKN61745.1,None,glycosyl transferase family 1,1.39984E-13
PMN2A_1733,AAZ59221.1,None,DNA replication and repair protein RecO,WB44_00200,AKN59800.1,None,DNA recombination protein RecO,5.80468E-93,,,,,,,,,,
PMN2A_1734,AAZ59222.1,None,deoxyribose-phosphate aldolase,WB44_00205,AKN59801.1,None,deoxyribose-phosphate aldolase,6.39304E-66,,,,,,,,,,
PMN2A_1735,AAZ59223.1,None,sigma 54 modulation protein / SSU ribosomal protein S30P,WB44_00210,AKN59802.1,None,Light-repressed protein A,5.84763E-95,,,,,,,,,,
PMN2A_1736,AAZ59224.1,None,Lipoate-protein ligase B,WB44_00215,AKN59803.1,None,lipoate--protein ligase,5.94428E-83,,,,,,,,,,
PMN2A_1737,AAZ59225.1,None,long-chain acyl-CoA synthetase,WB44_00220,AKN59804.1,None,long-chain fatty acid--CoA ligase,0.00000E+00,WB44_04455,AKN60490.1,None,acyl-CoA synthetase,3.76733E-11,,,,,
PMN2A_1738,AAZ59226.1,None,conserved hypothetical protein,WB44_00295,AKN59819.1,None,hypothetical protein,8.00827E-71,,,,,,,,,,
PMN2A_1739,AAZ59227.1,None,dihydrolipoamide S-acetyltransferase,WB44_00300,AKN62026.1,None,branched-chain alpha-keto acid dehydrogenase subunit E2,0.00000E+00,,,,,,,,,,
PMN2A_1740,AAZ59228.1,None,S-adenosylmethionine:tRNA-ribosyltransferase- isomerase,WB44_00310,AKN62027.1,None,S-adenosylmethionine tRNA ribosyltransferase,1.55525E-148,,,,,,,,,,
PMN2A_1741,AAZ59229.1,None,cysteine synthase,WB44_00345,AKN59827.1,None,cysteine synthase,0.00000E+00,WB44_09655,AKN61313.1,None,cysteine synthase,6.21829E-88,,,,,
PMN2A_1742,AAZ59230.1,None,cystathionine gamma-synthase,WB44_00355,AKN59829.1,None,cystathionine gamma-synthase,0.00000E+00,WB44_00360,AKN59830.1,None,cystathionine gamma-synthase,5.29993E-15,,,,,
PMN2A_1743,AAZ59231.1,None,cystathionine gamma-synthase,WB44_00360,AKN59830.1,None,cystathionine gamma-synthase,0.00000E+00,WB44_03115,AKN60274.1,None,O-acetylhomoserine aminocarboxypropyltransferase,2.71730E-47,WB44_00355,AKN59829.1,None,cystathionine gamma-synthase,4.68724E-18
PMN2A_1744,AAZ59232.1,None,SSU ribosomal protein S4P,WB44_00390,AKN59836.1,None,30S ribosomal protein S4,7.15227E-139,,,,,,,,,,
PMN2A_1745,AAZ59233.1,None,Protein of unknown function DUF37,WB44_00405,AKN59839.1,None,hypothetical protein,2.58752E-38,,,,,,,,,,
PMN2A_1746,AAZ59234.1,None,thioredoxin family protein,WB44_00410,AKN59840.1,None,thioredoxin,3.68229E-21,,,,,,,,,,
PMN2A_1747,AAZ59235.1,None,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",WB44_00415,AKN59841.1,None,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",9.27220E-175,,,,,,,,,,
PMN2A_1748,AAZ59236.1,None,L-cysteine/cystine lyase-like protein,WB44_00435,AKN59844.1,None,cysteine lyase,4.54315E-165,,,,,,,,,,
PMN2A_1750,AAZ59238.1,None,"hydrogenase accessory protein or high-affinity nickel-transport protein-like protein, membrane protein",WB44_00890,AKN59919.1,None,hydantoin utilization protein A,7.81871E-67,,,,,,,,,,
PMN2A_1752,AAZ59240.1,None,NifU-like protein,WB44_00470,AKN59851.1,None,nitrogen fixation protein NifU,1.38848E-50,,,,,,,,,,
PMN2A_1753,AAZ59241.1,None,malate:quinone-oxidoreductase,WB44_00475,AKN59852.1,None,malate:quinone oxidoreductase,0.00000E+00,,,,,,,,,,
PMN2A_1754,AAZ59242.1,None,GTP-binding protein LepA,WB44_00490,AKN59855.1,None,GTP-binding protein LepA,0.00000E+00,WB44_03595,AKN60357.1,None,GTP-binding protein TypA,1.15509E-37,WB44_03515,AKN62116.1,None,peptide chain release factor 3,7.02956E-28
PMN2A_1755,AAZ59243.1,None,"putative ABC transporter, oligopeptides",WB44_00600,AKN59874.1,None,peptide ABC transporter,9.59023E-109,,,,,,,,,,
PMN2A_1756,AAZ59244.1,None,tRNA (guanosine-2'-O-)-methyltransferase,WB44_00620,AKN59876.1,None,RNA methyltransferase,1.30988E-112,WB44_05260,AKN60616.1,None,RNA methyltransferase,6.06974E-15,,,,,
PMN2A_1757,AAZ59245.1,None,porin-like protein,WB44_04820,AKN62169.1,None,porin,2.11580E-17,WB44_04560,AKN62156.1,None,porin,2.01982E-15,WB44_09660,AKN62343.1,None,porin,9.65066E-12
PMN2A_1758,AAZ59246.1,None,"Fmu, rRNA SAM-dependent methyltransferase",WB44_00640,AKN59879.1,None,16S rRNA methyltransferase,5.48244E-169,,,,,,,,,,
PMN2A_1759,AAZ59247.1,None,chlorophyll synthase,WB44_00650,AKN59881.1,None,chitin-binding protein,0.00000E+00,,,,,,,,,,
PMN2A_1760,AAZ59248.1,None,conserved hypothetical protein,WB44_00655,AKN59882.1,None,cytochrome B6,2.72542E-21,,,,,,,,,,
PMN2A_1761,AAZ59249.1,None,imidazole glycerol phosphate synthase subunit hisF,WB44_00660,AKN59883.1,None,imidazole glycerol phosphate synthase,1.74235E-125,WB44_05665,AKN60675.1,None,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino,2.53646E-22,,,,,
PMN2A_1762,AAZ59250.1,None,demethylmenaquinone methyltransferase,WB44_00670,AKN59885.1,None,ubiquinone biosynthesis methyltransferase UbiE,7.15498E-76,,,,,,,,,,
PMN2A_1763,AAZ59251.1,None,uncharacterized Zn ribbon-containing conserved protein,WB44_07560,AKN60981.1,None,hypothetical protein,7.82143E-52,,,,,,,,,,
PMN2A_1764,AAZ59252.1,None,putative chloroplast membrane-associated 30 kD protein,WB44_07565,AKN60982.1,None,membrane protein,1.91476E-115,,,,,,,,,,
PMN2A_1765,AAZ59253.1,None,biotin--acetyl-CoA-carboxylase ligase,WB44_07580,AKN60985.1,None,biotin--acetyl-CoA-carboxylase ligase,1.61870E-60,,,,,,,,,,
PMN2A_1766,AAZ59254.1,None,ATPase,WB44_07595,AKN60988.1,None,macrolide ABC transporter ATP-binding protein,2.06926E-125,WB44_03145,AKN60279.1,None,amino acid ABC transporter ATPase,1.27068E-42,WB44_05370,AKN60634.1,None,ABC transporter,9.48228E-39
PMN2A_1767,AAZ59255.1,None,NADH dehydrogenase subunit N,WB44_07600,AKN60989.1,None,NAD(P)H-quinone oxidoreductase subunit 2,0.00000E+00,WB44_09825,AKN61339.1,None,NAD(P)H-quinone oxidoreductase subunit F,5.12039E-21,WB44_09830,AKN61340.1,None,NAD(P)H-quinone oxidoreductase subunit 4,1.91248E-16
PMN2A_1768,AAZ59256.1,None,DNA topoisomerase I,WB44_07605,AKN62272.1,None,DNA topoisomerase I,0.00000E+00,,,,,,,,,,
PMN2A_1769,AAZ59257.1,None,conserved hypothetical protein,WB44_07610,AKN60990.1,None,hypothetical protein,1.05958E-11,,,,,,,,,,
PMN2A_1770,AAZ59258.1,None,uncharacterized conserved membrane protein,WB44_07615,AKN60991.1,None,hypothetical protein,1.00617E-75,,,,,,,,,,
PMN2A_1771,AAZ59259.1,None,Protein of unknown function DUF102,WB44_07620,AKN60992.1,None,hypothetical protein,3.69907E-125,,,,,,,,,,
PMN2A_1772,AAZ59260.1,None,conserved hypothetical protein,WB44_07625,AKN60993.1,None,ABC transporter substrate-binding protein,7.95745E-77,,,,,,,,,,
PMN2A_1773,AAZ59261.1,None,Lumazine-binding protein,WB44_07640,AKN62273.1,None,riboflavin synthase subunit alpha,1.31332E-93,,,,,,,,,,
PMN2A_1774,AAZ59262.1,None,transcriptional regulator AbrB,WB44_07650,AKN60997.1,None,transcriptional regulator,1.82258E-54,WB44_02255,AKN62081.1,None,AbrB family transcriptional regulator,4.02227E-21,WB44_05915,AKN60710.1,None,AbrB family transcriptional regulator,1.21557E-17
PMN2A_1775,AAZ59263.1,None,cytochrome c oxidase subunit III,WB44_07655,AKN62274.1,None,cytochrome B6,1.06438E-108,WB44_06590,AKN60818.1,None,cytochrome B6,4.04752E-27,,,,,
PMN2A_1776,AAZ59264.1,None,cytochrome-c oxidase,WB44_07660,AKN60998.1,None,cytochrome C oxidase subunit I,0.00000E+00,WB44_06585,AKN60817.1,None,cytochrome C oxidase subunit I,0.00000E+00,,,,,
PMN2A_1777,AAZ59265.1,None,"putative cytochrome c oxidase, subunit II",WB44_07665,AKN60999.1,None,cytochrome C oxidase subunit II,2.02488E-140,WB44_06580,AKN60816.1,None,cytochrome C oxidase subunit II,3.89531E-42,,,,,
PMN2A_1778,AAZ59266.1,None,putative cytochrome c oxidase assembly protein,WB44_07670,AKN61000.1,None,cytochrome C oxidase assembly protein,2.86984E-109,,,,,,,,,,
PMN2A_1779,AAZ59267.1,None,protoheme IX farnesyltransferase,WB44_07675,AKN61001.1,None,protoheme IX farnesyltransferase,1.19140E-159,,,,,,,,,,
PMN2A_1780,AAZ59268.1,None,ATPase,WB44_07680,AKN61002.1,None,lysozyme,8.11177E-159,WB44_10705,AKN61482.1,None,ABC transporter,6.42265E-34,WB44_03610,AKN60360.1,None,ABC transporter,1.99536E-30
PMN2A_1781,AAZ59269.1,None,putative multidrug efflux ABC transporter,WB44_07685,AKN61003.1,None,transporter,4.99894E-138,,,,,,,,,,
PMN2A_1783,AAZ59271.1,None,chaperonin Cpn60/TCP-1,WB44_07700,AKN61006.1,None,molecular chaperone GroEL,0.00000E+00,WB44_08335,AKN61106.1,groEL,molecular chaperone GroEL,0.00000E+00,,,,,
PMN2A_1785,AAZ59273.1,None,3-oxoacyl-[acyl-carrier-protein,WB44_07705,AKN62275.1,None,3-ketoacyl-ACP reductase,5.62353E-138,WB44_06535,AKN60808.1,None,sugar dehydrogenase,3.40925E-52,WB44_08765,AKN62312.1,None,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase",7.23631E-29
PMN2A_1786,AAZ59274.1,None,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,WB44_07720,AKN61009.1,None,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,1.46439E-96,,,,,,,,,,
PMN2A_1787,AAZ59275.1,None,conserved hypothetical protein,WB44_07725,AKN62276.1,None,peptidase S66,1.31432E-101,WB44_05565,AKN62201.1,None,peptidase S66,2.46943E-59,,,,,
PMN2A_1788,AAZ59276.1,None,4-hydroxybenzoate octaprenyltransferase,WB44_07730,AKN61010.1,ubiA,prenyltransferase,4.35433E-102,,,,,,,,,,
PMN2A_1789,AAZ59277.1,None,putative exopolyphosphatase,WB44_07735,AKN61011.1,None,exopolyphosphatase,0.00000E+00,,,,,,,,,,
PMN2A_1790,AAZ59278.1,None,putative Uncharacterized protein conserved in bacteria,WB44_07740,AKN61012.1,None,XRE family transcriptional regulator,1.01971E-15,,,,,,,,,,
PMN2A_1791,AAZ59279.1,None,precorrin-4 C11-methyltransferase,WB44_07750,AKN61013.1,None,precorrin methylase,3.77711E-126,WB44_11075,AKN61544.1,None,CysG,1.19511E-24,,,,,
PMN2A_1792,AAZ59280.1,None,prolipoprotein diacylglyceryl transferase,WB44_07755,AKN61014.1,None,diacylglyceryl transferase,9.28754E-127,,,,,,,,,,
PMN2A_1793,AAZ59281.1,None,apocytochrome F,WB44_07760,AKN61015.1,None,apocytochrome f,3.67834E-153,,,,,,,,,,
PMN2A_1794,AAZ59282.1,None,cytochrome b6/f complex subunit (rieske iron-sulfur protein),WB44_07765,AKN61016.1,None,cytochrome b6-f complex iron-sulfur subunit,8.49273E-113,,,,,,,,,,
PMN2A_1795,AAZ59283.1,None,hypothetical protein,WB44_07770,AKN61017.1,None,hypothetical protein,3.63013E-37,,,,,,,,,,
PMN2A_1796,AAZ59284.1,None,Sec-independent protein translocase TatC,WB44_07775,AKN62277.1,None,preprotein translocase subunit TatC,7.35665E-105,,,,,,,,,,
PMN2A_1798,AAZ59286.1,None,RNA-binding protein,WB44_07780,AKN61018.1,None,RNA-binding protein,7.21905E-156,,,,,,,,,,
PMN2A_1799,AAZ59287.1,None,guanylate kinase,WB44_07785,AKN61019.1,None,guanylate kinase,2.81834E-84,,,,,,,,,,
PMN2A_1800,AAZ59288.1,None,photosystem I reaction centre subunit IX PsaJ,WB44_07790,AKN61020.1,None,Photosystem I reaction center subunit IX,3.56065E-15,,,,,,,,,,
PMN2A_1801,AAZ59289.1,None,photosystem I PsaF protein (subunit III),WB44_07795,AKN61021.1,None,Photosystem I reaction center subunit III,2.84686E-38,,,,,,,,,,
PMN2A_1802,AAZ59290.1,None,O-sialoglycoprotein endopeptidase,WB44_07800,AKN62278.1,None,O-sialoglycoprotein endopeptidase,2.08872E-169,,,,,,,,,,
PMN2A_1803,AAZ59291.1,None,high light inducible protein hli9,WB44_07805,AKN61022.1,None,high light inducible protein,2.22834E-12,,,,,,,,,,
PMN2A_1804,AAZ59292.1,None,conserved hypothetical protein,WB44_07820,AKN61025.1,None,hypothetical protein,5.76346E-42,,,,,,,,,,
PMN2A_1805,AAZ59293.1,None,"sodium/proton antiporter, CPA1 family",WB44_07830,AKN61027.1,None,sodium:proton antiporter,0.00000E+00,,,,,,,,,,
PMN2A_1806,AAZ59294.1,None,glutamyl-tRNA synthetase / glutamate--tRNA(Gln) ligase,WB44_07835,AKN61028.1,None,glutamyl-tRNA synthetase,0.00000E+00,WB44_07930,AKN62283.1,None,glutamyl-tRNA synthetase,4.54377E-38,,,,,
PMN2A_1807,AAZ59295.1,None,conserved hypothetical protein,WB44_07845,AKN61029.1,None,hypothetical protein,2.06571E-40,,,,,,,,,,
PMN2A_1808,AAZ59296.1,None,LSU ribosomal protein L19P,WB44_07855,AKN62279.1,None,50S ribosomal protein L19,5.36033E-75,,,,,,,,,,
PMN2A_1809,AAZ59297.1,None,"methionine aminopeptidase, type I",WB44_07865,AKN61031.1,None,methionine aminopeptidase,7.38081E-157,,,,,,,,,,
PMN2A_1810,AAZ59298.1,None,conserved hypothetical protein,WB44_07870,AKN62280.1,None,short-chain dehydrogenase,5.04213E-77,,,,,,,,,,
PMN2A_1811,AAZ59299.1,None,bioD-like N-terminal domain of phosphotransacetylase,WB44_07875,AKN61032.1,None,hypothetical protein,0.00000E+00,,,,,,,,,,
PMN2A_1812,AAZ59300.1,None,cyanobacteria-specific protein,WB44_07880,AKN61033.1,None,DNA recombination-mediator protein A,3.11698E-100,,,,,,,,,,
PMN2A_1813,AAZ59301.1,None,conserved hypothetical protein,WB44_07250,AKN60930.1,None,hypothetical protein,2.92754E-79,,,,,,,,,,
PMN2A_1814,AAZ59302.1,None,conserved hypothetical protein,WB44_06430,AKN60790.1,None,hypothetical protein,2.69329E-20,,,,,,,,,,
PMN2A_1815,AAZ59303.1,None,"SPFH domain, Band 7 family protein",WB44_05980,AKN62224.1,None,"membrane protease subunit, stomatin/prohibitin",2.52863E-128,,,,,,,,,,
PMN2A_1816,AAZ59304.1,None,"glutamate-1-semialdehyde 2,1-aminomutase",WB44_07220,AKN60924.1,None,glutamate-1-semialdehyde aminotransferase,0.00000E+00,WB44_08595,AKN61149.1,None,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,3.20657E-22,WB44_00850,AKN59915.1,None,acetylornithine aminotransferase,3.17906E-18
PMN2A_1817,AAZ59305.1,None,Exodeoxyribonuclease III,WB44_07210,AKN60922.1,None,exodeoxyribonuclease III,1.24536E-110,,,,,,,,,,
PMN2A_1818,AAZ59306.1,None,hypothetical protein,WB44_07185,AKN62264.1,None,hypothetical protein,8.86813E-14,,,,,,,,,,
PMN2A_1819,AAZ59307.1,None,conserved hypothetical protein,WB44_07175,AKN60916.1,None,hypothetical protein,8.53913E-82,,,,,,,,,,
PMN2A_1820,AAZ59308.1,None,Protein of unknown function DUF111,WB44_07165,AKN60914.1,None,hypothetical protein,1.20556E-123,,,,,,,,,,
PMN2A_1821,AAZ59309.1,None,conserved hypothetical protein,WB44_07160,AKN60913.1,None,hypothetical protein,5.07458E-72,,,,,,,,,,
PMN2A_1822,AAZ59310.1,None,ABC-type Fe3+ transport system permease component,WB44_07150,AKN60911.1,None,iron ABC transporter,0.00000E+00,,,,,,,,,,
PMN2A_1823,AAZ59311.1,None,conserved hypothetical protein,WB44_07145,AKN60910.1,None,cobalamin biosynthesis protein CobW,1.67534E-142,WB44_04605,AKN60514.1,None,cobalamin biosynthesis protein CobW,4.66519E-141,WB44_04585,AKN60512.1,None,cobalamin biosynthesis protein CobW,1.31124E-58
PMN2A_1824,AAZ59312.1,None,pterin-4-alpha-carbinolamine dehydratase,WB44_07140,AKN60909.1,None,pterin-4-alpha-carbinolamine dehydratase,1.80436E-33,,,,,,,,,,
PMN2A_1825,AAZ59313.1,None,Protein of unknown function UPF0047,WB44_01930,AKN60083.1,None,hypothetical protein,2.95140E-50,,,,,,,,,,
PMN2A_1826,AAZ59314.1,None,thermostable carboxypeptidase 1,WB44_07120,AKN60906.1,None,peptidase M32,0.00000E+00,,,,,,,,,,
PMN2A_1827,AAZ59315.1,None,inorganic diphosphatase,WB44_07115,AKN60905.1,None,inorganic pyrophosphatase,4.87528E-133,WB44_07005,AKN60888.1,None,inorganic pyrophosphatase,2.53643E-28,,,,,
PMN2A_1828,AAZ59316.1,None,hydroxymethylbilane synthase,WB44_07100,AKN60903.1,None,hydroxymethylbilane synthase,7.34684E-177,,,,,,,,,,
PMN2A_1829,AAZ59317.1,None,sigma-70 factor,WB44_07080,AKN60899.1,None,RNA polymerase sigma factor RpoD,0.00000E+00,WB44_10865,AKN61510.1,None,RNA polymerase sigma70,2.69325E-89,WB44_02565,AKN60182.1,None,RNA polymerase sigma70,7.07037E-82
PMN2A_1830,AAZ59318.1,None,replication restart DNA helicase PriA,WB44_07075,AKN60898.1,None,primosomal protein N',0.00000E+00,,,,,,,,,,
PMN2A_1831,AAZ59319.1,None,uncharacterized membrane protein,WB44_07070,AKN60897.1,None,hypothetical protein,1.17855E-75,,,,,,,,,,
PMN2A_1832,AAZ59320.1,None,N-acetylglutamate kinase,WB44_07065,AKN60896.1,None,acetylglutamate kinase,2.76084E-139,,,,,,,,,,
PMN2A_1833,AAZ59321.1,None,conserved hypothetical protein,WB44_07060,AKN62261.1,None,hypothetical protein,8.33517E-71,,,,,,,,,,
PMN2A_1834,AAZ59322.1,None,conserved hypothetical protein,WB44_07055,AKN60895.1,None,hypothetical protein,1.10292E-18,,,,,,,,,,
PMN2A_1835,AAZ59323.1,None,single-stranded DNA-binding protein,WB44_07050,AKN60894.1,None,single-stranded DNA-binding protein,1.43713E-60,,,,,,,,,,
PMN2A_1836,AAZ59324.1,None,precorrin-6A reductase,WB44_07045,AKN62260.1,None,precorrin-6A reductase,3.58651E-65,,,,,,,,,,
PMN2A_1837,AAZ59325.1,None,conserved hypothetical protein,WB44_07040,AKN60893.1,None,cation tolerance protein CutA,1.06462E-22,,,,,,,,,,
PMN2A_1838,AAZ59326.1,None,possible carbohydrate kinase,WB44_07035,AKN60892.1,None,carbohydrate kinase,4.05467E-141,,,,,,,,,,
PMN2A_1839,AAZ59327.1,None,Adenylosuccinate synthetase,WB44_07030,AKN62259.1,None,adenylosuccinate synthetase,0.00000E+00,,,,,,,,,,
PMN2A_1840,AAZ59328.1,None,photosystem II protein Psb27,WB44_07025,AKN60891.1,None,Photosystem II protein,2.42786E-40,,,,,,,,,,
PMN2A_1841,AAZ59329.1,None,"prolyl-tRNA synthetase, bacterial",WB44_07020,AKN60890.1,None,prolyl-tRNA synthetase,0.00000E+00,,,,,,,,,,
PMN2A_1842,AAZ59330.1,None,possible helix-turn-helix domain of resolvase,WB44_07015,AKN60889.1,None,resolvase,5.36106E-59,,,,,,,,,,
PMN2A_1844,AAZ59332.1,None,inorganic diphosphatase,WB44_07005,AKN60888.1,None,inorganic pyrophosphatase,1.52199E-95,WB44_07115,AKN60905.1,None,inorganic pyrophosphatase,3.00959E-27,,,,,
PMN2A_1845,AAZ59333.1,None,Conserved hypothetical protein ArsC related protein,WB44_06995,AKN60886.1,None,ArsC family transcriptional regulator,3.29619E-34,,,,,,,,,,
PMN2A_1846,AAZ59334.1,None,"signal peptidase I, Serine peptidase, MEROPS family S26A",WB44_06985,AKN60884.1,None,signal peptidase I,8.41670E-93,WB44_04735,AKN62164.1,None,peptidase A26,2.51069E-25,,,,,
PMN2A_1847,AAZ59335.1,None,phosphoglycerate mutase,WB44_06975,AKN60883.1,None,histidine phosphatase,0.00000E+00,WB44_02460,AKN60167.1,None,phosphoglycerate mutase,1.45336E-15,WB44_02460,AKN60167.1,None,phosphoglycerate mutase,3.32591E-13
PMN2A_1848,AAZ59336.1,None,metal-dependent membrane protease,WB44_06970,AKN62256.1,None,protease,2.31168E-107,,,,,,,,,,
PMN2A_1849,AAZ59337.1,None,conserved hypothetical protein,WB44_06965,AKN60882.1,None,hypothetical protein,2.54243E-30,,,,,,,,,,
PMN2A_1850,AAZ59338.1,None,peptidoglycan glycosyltransferase,WB44_06960,AKN60881.1,None,cell division protein FtsI,0.00000E+00,WB44_11560,AKN61623.1,None,penicillin-binding protein,3.38421E-33,WB44_07380,AKN60952.1,None,penicillin-binding protein,5.32768E-12
PMN2A_1851,AAZ59339.1,None,transaldolase,WB44_06955,AKN60880.1,None,transaldolase,1.91481E-175,,,,,,,,,,
PMN2A_1852,AAZ59340.1,None,"geranylgeranyl reductase, plantal and prokaryotic",WB44_06945,AKN60878.1,None,NAD-binding protein,1.40865E-163,,,,,,,,,,
PMN2A_1853,AAZ59341.1,None,ribosome recycling factor,WB44_06940,AKN60877.1,None,ribosome recycling factor,1.41460E-109,,,,,,,,,,
PMN2A_1854,AAZ59342.1,None,uridylate kinase,WB44_06935,AKN60876.1,pyrH,uridylate kinase,3.31162E-151,,,,,,,,,,
PMN2A_1855,AAZ59343.1,None,"cob(I)yrinic acid a,c-diamide adenosyltransferase",WB44_06930,AKN60875.1,None,cobinamide adenolsyltransferase,9.77544E-107,WB44_13450,AKN61934.1,None,hypothetical protein,3.59061E-18,WB44_13450,AKN61934.1,None,hypothetical protein,4.54996E-17
PMN2A_1856,AAZ59344.1,None,XisA-like site specific recombinase from phage integrase family,WB44_06920,AKN60873.1,None,integrase,6.07585E-155,,,,,,,,,,
PMN2A_1857,AAZ59345.1,None,ferrochelatase,WB44_06915,AKN60872.1,None,ferrochelatase,0.00000E+00,,,,,,,,,,
PMN2A_1858,AAZ59346.1,None,"acetolactate synthase, large subunit",WB44_06910,AKN60871.1,None,acetolactate synthase catalytic subunit,0.00000E+00,,,,,,,,,,
PMN2A_1859,AAZ59347.1,None,conserved hypothetical protein,WB44_06905,AKN62255.1,None,hypothetical protein,4.75834E-31,,,,,,,,,,
PMN2A_1860,AAZ59348.1,None,conserved hypothetical protein,WB44_06885,AKN60867.1,None,hypothetical protein,2.55701E-94,,,,,,,,,,
PMN2A_1861,AAZ59349.1,None,SSU ribosomal protein S1P,WB44_06880,AKN60866.1,None,30S ribosomal protein S1,1.92018E-179,WB44_13820,AKN61999.1,None,30S ribosomal protein S1,1.78258E-62,,,,,
PMN2A_1862,AAZ59350.1,None,creatinine amidohydrolase related enzyme,WB44_06875,AKN60865.1,None,creatininase,1.15955E-109,WB44_12865,AKN61835.1,None,amidase,4.25141E-15,,,,,
PMN2A_1863,AAZ59351.1,None,fatty aldehyde decarbonylase,WB44_06870,AKN60864.1,None,aldehyde decarbonylase,2.84883E-113,,,,,,,,,,
PMN2A_1864,AAZ59352.1,None,dehydrogenase,WB44_06865,AKN60863.1,None,acyl-ACP reductase,0.00000E+00,,,,,,,,,,
PMN2A_1865,AAZ59353.1,None,acetyl-CoA carboxylase carboxyltransferase subunit alpha,WB44_06860,AKN60862.1,None,acetyl-CoA carboxylase subunit alpha,0.00000E+00,,,,,,,,,,
PMN2A_1866,AAZ59354.1,None,short-chain dehydrogenase/reductase family enzyme,WB44_06855,AKN60861.1,None,short-chain dehydrogenase,3.89772E-111,WB44_07705,AKN62275.1,None,3-ketoacyl-ACP reductase,6.66644E-24,,,,,
PMN2A_1867,AAZ59355.1,None,phosphoribosylanthranilate isomerase,WB44_06840,AKN60859.1,None,phosphoribosylanthranilate isomerase,2.55190E-62,,,,,,,,,,
PMN2A_1868,AAZ59356.1,None,conserved hypothetical protein,WB44_06835,AKN60858.1,None,multidrug transporter,1.66532E-108,,,,,,,,,,
PMN2A_1869,AAZ59357.1,None,lipoate-protein ligase A,WB44_06830,AKN60857.1,None,ligase,3.03434E-65,,,,,,,,,,
PMN2A_1870,AAZ59358.1,None,uncharacterized conserved membrane protein,WB44_06805,AKN60854.1,None,hypothetical protein,3.61892E-28,,,,,,,,,,
PMN2A_1871,AAZ59359.1,None,chlorophyll synthase / NADPH-protochlorophyllide oxidoreductase,WB44_06800,AKN62251.1,None,protochlorophyllide oxidoreductase,1.93892E-153,WB44_03020,AKN60261.1,None,NADPH-protochlorophyllide oxidoreductase,1.09750E-20,,,,,
PMN2A_1872,AAZ59360.1,None,"light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein",WB44_06795,AKN62250.1,chlL,protochlorophyllide oxidoreductase,0.00000E+00,,,,,,,,,,
PMN2A_1873,AAZ59361.1,None,"light-independent protochlorophyllide reductase, N subunit",WB44_06785,AKN60852.1,None,light-independent protochlorophyllide reductase subunit N,0.00000E+00,,,,,,,,,,
PMN2A_1874,AAZ59362.1,None,"light-independent protochlorophyllide reductase, B subunit",WB44_06790,AKN60853.1,None,light-independent protochlorophyllide reductase subunit B,0.00000E+00,,,,,,,,,,
PMN2A_1875,AAZ59363.1,None,conserved hypothetical protein,WB44_06775,AKN62249.1,None,hypothetical protein,1.81880E-37,,,,,,,,,,
PMN2A_1876,AAZ59364.1,None,conserved hypothetical protein,WB44_06770,AKN60850.1,None,microcompartment protein,2.78446E-147,,,,,,,,,,
PMN2A_1877,AAZ59365.1,None,HAM1 family protein,WB44_06765,AKN60849.1,None,NTP phosphatase,2.01272E-90,WB44_12545,AKN61778.1,None,nucleoside-triphosphate diphosphatase,4.79872E-44,,,,,
PMN2A_1878,AAZ59366.1,None,carboxysome shell protein CsoS1,WB44_06755,AKN60847.1,None,carbon dioxide-concentrating protein CcmK,9.08486E-70,WB44_06720,AKN60840.1,None,carbon dioxide-concentrating protein CcmK,4.55280E-55,,,,,
PMN2A_1879,AAZ59367.1,None,"ribulose 1,5-bisphosphate carboxylase large subunit",WB44_06750,AKN60846.1,rbcL,"ribulose 1,5-bisphosphate carboxylase",0.00000E+00,,,,,,,,,,
PMN2A_1880,AAZ59368.1,None,"ribulose 1,5-bisphosphate carboxylase small subunit",WB44_06745,AKN60845.1,None,"ribulose 1,5-bisphosphate carboxylase small subunit",1.09109E-78,,,,,,,,,,
PMN2A_1881,AAZ59369.1,None,carboxysome shell protein CsoS2,WB44_06740,AKN60844.1,None,carboxysome shell protein,0.00000E+00,,,,,,,,,,
PMN2A_1882,AAZ59370.1,None,"carboxysome shell polypeptide, CsoS3",WB44_06735,AKN60843.1,None,carboxysome shell protein,0.00000E+00,,,,,,,,,,
PMN2A_1883,AAZ59371.1,None,putative carboxysome peptide A,WB44_06730,AKN60842.1,None,carboxysome shell protein,4.49952E-50,WB44_06725,AKN60841.1,None,carboxysome shell protein,3.42034E-19,,,,,
