Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMN2A_1661,AAZ59149.1,None,rubredoxin,SynWH8103_00227,CRY90977.1,rub/hoxR,Rubredoxin,1.62206E-47,,,,,,,,,,
PMN2A_1662,AAZ59150.1,None,photosystem II stability/assembly factor,SynWH8103_00226,CRY90976.1,ycf48,photosystem II stability/assembly factor,5.80673E-140,,,,,,,,,,
PMN2A_1663,AAZ59151.1,None,"cytochrome b559, alpha subunit",SynWH8103_00225,CRY90975.1,psbE,"cytochrome b559, alpha subunit",1.32895E-48,,,,,,,,,,
PMN2A_1664,AAZ59152.1,None,photosystem II protein L PsbL,SynWH8103_00223,CRY90973.1,psbL,photosystem II reaction center protein PsbL,2.66884E-18,,,,,,,,,,
PMN2A_1665,AAZ59153.1,None,photosystem II protein J PsbJ,SynWH8103_00222,CRY90972.1,psbJ,photosystem II reaction center protein PsbJ,3.81717E-29,,,,,,,,,,
PMN2A_1666,AAZ59154.1,None,methylthioadenosine phosphorylase,SynWH8103_01404,CRY92131.1,mtnP,methylthioadenosine phosphorylase,4.01298E-131,,,,,,,,,,
PMN2A_1668,AAZ59156.1,None,tRNA nucleotidyltransferase/poly(A) polymerase,SynWH8103_00209,CRY90959.1,pcnB,tRNA nucleotidyltransferase/poly(A) polymerase,7.29343E-91,,,,,,,,,,
PMN2A_1669,AAZ59157.1,None,"ATP-dependent DNA helicase, Rep family",SynWH8103_00202,CRY90952.1,uvrD,DNA-dependent ATPase I and helicase II,0.00000E+00,,,,,,,,,,
PMN2A_1670,AAZ59158.1,None,hypothetical protein,SynWH8103_02322,CRY93017.1,unk13,conserved hypothetical protein,1.34726E-15,,,,,,,,,,
PMN2A_1671,AAZ59159.1,None,phycoerythrin class III beta chain CpeB,SynWH8103_02321,CRY93016.1,cpeB,"C-phycoerythrin class I, beta subunit",2.94706E-83,SynWH8103_02303,CRY93002.1,mpeB,"C-phycoerythrin class II, beta chain",4.42057E-78,SynWH8103_02326,CRY93021.1,cpcB,phycocyanin beta chain,2.14674E-50
PMN2A_1672,AAZ59160.1,None,phycoerythrin class III alpha chain CpeA,SynWH8103_02320,CRY93015.1,cpeA,C-phycoerythrin class I alpha subunit,9.31847E-54,SynWH8103_02304,CRY93003.1,mpeA,"C-phycoerythrin class II, alpha chain",7.49418E-43,SynWH8103_02327,CRY93022.1,cpcA,"C-phycocyanin, alpha chain",7.17253E-38
PMN2A_1673,AAZ59161.1,None,putative bilin biosynthesis protein cpeZ,SynWH8103_02316,CRY93011.1,cpeZ,"phycoerythrobilin:Cys-82 alpha-phycoerythrin lyase, CpeZ subunit",2.65448E-15,,,,,,,,,,
PMN2A_1674,AAZ59162.1,None,PBS lyase HEAT-like repeat,SynWH8103_02308,CRY93005.1,mpeU,putative phycobilin:C-phycoerythrin II lyase,5.72294E-53,,,,,,,,,,
PMN2A_1675,AAZ59163.1,None,possible bilin biosynthesis protein CpeY,SynWH8103_02317,CRY93012.1,cpeY,"phycoerythrobilin:Cys-82 alpha-phycoerythrin lyase, CpeY subunit",1.48916E-74,SynWH8103_02312,CRY93008.1,mpeW,putative phycoerythrobilin:phycoerythrin II lyase,4.91633E-20,SynWH8103_02302,CRY93001.1,mpeY,putative phycobilin:C-phycoerythrin II lyase,9.19671E-13
PMN2A_1676,AAZ59164.1,None,CpeT protein-like protein,SynWH8103_02297,CRY92996.1,cpeT,putative phycoerythrobilin:phycoerythrin lyase CpeT,3.17082E-50,SynWH8103_02328,CRY93023.1,rpcT,putative phycobilin:phycocyanin lyase,4.90129E-22,,,,,
PMN2A_1677,AAZ59165.1,None,CpeS-like protein,CRY92995.1,CRY92995.1,cpeS,phycoerythrobilin:Cys-82 beta-phycoerythrin lyase,2.44868E-45,SynWH8103_02323,CRY93018.1,cpeU,putative phycoerythrobilin:phycoerythrin lyase CpeU,2.39593E-19,SynWH8103_00346,CRY91092.1,cpcS,phycocyanobilin:Cys-84 beta-phycocyanin lyase,7.52661E-17
PMN2A_1678,AAZ59166.1,None,phycoerythrin class III gamma chain,SynWH8103_02278,CRY92980.1,mpeE,"rod linker polypeptide (Lr), C-phycoerythrin II-associated",3.78186E-36,SynWH8103_02293,CRY92992.1,mpeD,"rod linker polypeptide (Lr), C-phycoerythrin I nd II-associated",1.65798E-35,SynWH8103_02293,CRY92992.1,mpeD,"rod linker polypeptide (Lr), C-phycoerythrin I nd II-associated",5.50435E-26
PMN2A_1679,AAZ59167.1,None,conserved hypothetical protein,SynWH8103_02285,CRY92986.1,unk3,uncharacterized membrane protein,2.75050E-96,,,,,,,,,,
PMN2A_1680,AAZ59168.1,None,putative nucleoside-diphosphate sugar epimerase,SynWH8103_00219,CRY90969.1,None,NAD dependent epimerase/dehydratase family protein,5.26572E-161,SynWH8103_00221,CRY90971.1,None,NAD dependent epimerase/dehydratase,1.09708E-15,SynWH8103_00744,CRY91483.1,rfbB,"dTDP-glucose-4,6-dehydratase",6.47498E-15
PMN2A_1681,AAZ59169.1,None,putative nucleotide sugar epimerase,SynWH8103_00221,CRY90971.1,None,NAD dependent epimerase/dehydratase,1.21462E-171,SynWH8103_00744,CRY91483.1,rfbB,"dTDP-glucose-4,6-dehydratase",1.10413E-25,SynWH8103_00219,CRY90969.1,None,NAD dependent epimerase/dehydratase family protein,4.14893E-17
PMN2A_1682,AAZ59170.1,None,conserved hypothetical protein,SynWH8103_02283,CRY92984.1,unk1,conserved hypothetical protein,3.25996E-19,,,,,,,,,,
PMN2A_1683,AAZ59171.1,None,TPR repeat,SynWH8103_01810,CRY92535.1,None,TPR repeat family protein,2.91533E-25,SynWH8103_01810,CRY92535.1,None,TPR repeat family protein,6.75003E-23,SynWH8103_02164,CRY92878.1,None,tetratricopeptide repeat family protein,1.30591E-24
PMN2A_1685,AAZ59173.1,None,conserved hypothetical protein,SynWH8103_02280,CRY92982.1,None,possible heme iron utilization protein,2.16096E-30,,,,,,,,,,
PMN2A_1686,AAZ59174.1,None,sugar kinase,SynWH8103_02277,CRY92979.1,None,"carbohydrate kinase, FGGY family",7.14281E-158,,,,,,,,,,
PMN2A_1687,AAZ59175.1,None,methionine adenosyltransferase,SynWH8103_02276,CRY92978.1,metK,methionine adenosyltransferase,0.00000E+00,,,,,,,,,,
PMN2A_1688,AAZ59176.1,None,haloacid dehalogenase/epoxide hydrolase family,SynWH8103_02275,CRY92977.1,None,haloacid dehalogenase (HAD)/epoxide hydrolase family,4.67907E-63,,,,,,,,,,
PMN2A_1689,AAZ59177.1,None,SSU ribosomal protein S1P,SynWH8103_02274,CRY92976.1,rpsA1,30S ribosomal protein S1,0.00000E+00,SynWH8103_01991,CRY92709.1,rpsA2,30S ribosomal protein S1,1.74238E-66,,,,,
PMN2A_1690,AAZ59178.1,None,Protein of unknown function DUF193,SynWH8103_02273,CRY92975.1,nrdR,"transcriptional regulator, NrdR homolog",1.51832E-50,,,,,,,,,,
PMN2A_1691,AAZ59179.1,None,photosystem II PsbT protein,CRY92974.1,CRY92974.1,psbT,Photosystem II reaction center T protein,1.87863E-13,,,,,,,,,,
PMN2A_1692,AAZ59180.1,None,photosystem II PsbB protein (CP47),SynWH8103_02271,CRY92973.1,psbB,Photosystem II chlorophyll-binding protein CP47,0.00000E+00,SynWH8103_00774,CRY91513.1,psbC,Photosystem II CP43 protein,5.32190E-16,,,,,
PMN2A_1694,AAZ59182.1,None,thioesterase,SynWH8103_02268,CRY92969.1,None,thioesterase superfamily protein,7.06239E-36,,,,,,,,,,
PMN2A_1695,AAZ59183.1,None,modification methylase HemK,SynWH8103_02266,CRY92967.1,prmC,"protein-(glutamine-N5) methyltransferase, release factor-specific",3.70311E-104,,,,,,,,,,
PMN2A_1696,AAZ59184.1,None,putative translation factor (SUA5),SynWH8103_02265,CRY92966.1,tsaC,protein involved in the synthesis of threonylcarbamoyladenosine-modified tRNA,1.78316E-52,,,,,,,,,,
PMN2A_1697,AAZ59185.1,None,cell division topological specificity factor MinE,SynWH8103_02261,CRY92963.1,minE,cell division topological specificity factor MinE,1.36812E-45,,,,,,,,,,
PMN2A_1698,AAZ59186.1,None,septum site-determining protein MinD,SynWH8103_02260,CRY92962.1,minD,septum site-determining protein MinD,1.99727E-145,,,,,,,,,,
PMN2A_1699,AAZ59187.1,None,septum site-determining protein MinC,SynWH8103_02259,CRY92961.1,minC,septum formation inhibitor,3.52670E-49,,,,,,,,,,
PMN2A_1700,AAZ59188.1,None,metal dependent phosphohydrolase,SynWH8103_02258,CRY92960.1,None,HD domain-containing protein,0.00000E+00,,,,,,,,,,
PMN2A_1701,AAZ59189.1,None,"C-terminal processing peptidase-2, Serine peptidase, MEROPS family S41A",SynWH8103_02257,CRY92959.1,ctp,carboxy-terminal processing peptidase,1.97119E-173,SynWH8103_01318,CRY92047.1,ctpA,photosystem II D1 protein carboxyl-terminal processing peptidase,9.28035E-80,,,,,
PMN2A_1702,AAZ59190.1,None,cytochrome b6,SynWH8103_02256,CRY92958.1,petB,cytochrome b6,4.32374E-159,,,,,,,,,,
PMN2A_1703,AAZ59191.1,None,PetD protein,SynWH8103_02255,CRY92957.1,petD,cytochrome b6/f complex subunit 4,1.52964E-102,,,,,,,,,,
PMN2A_1704,AAZ59192.1,None,putative neutral/alkaline invertase protein,SynWH8103_02254,CRY92956.1,invA,alkaline and neutral invertase,0.00000E+00,,,,,,,,,,
PMN2A_1705,AAZ59193.1,None,DNA-(apurinic or apyrimidinic site) lyase / Formamidopyrimidine-DNA glycosylase,SynWH8103_02244,CRY92952.1,mutM,Formamidopyrimidine-DNA glycolase,3.53145E-122,,,,,,,,,,
PMN2A_1706,AAZ59194.1,None,photosystem I subunit IV psaE,SynWH8103_02242,CRY92951.1,psaE,Photosystem I reaction centre subunit IV,1.24992E-23,,,,,,,,,,
PMN2A_1707,AAZ59195.1,None,conserved hypothetical protein,SynWH8103_02241,CRY92950.1,None,conserved hypothetical protein,9.39362E-161,,,,,,,,,,
PMN2A_1708,AAZ59196.1,None,peptidoglycan-binding LysM,SynWH8103_02239,CRY92948.1,None,lysM domain protein,2.56757E-29,,,,,,,,,,
PMN2A_1709,AAZ59197.1,None,putative aldehyde dehydrogenase,SynWH8103_02238,CRY92947.1,ALDH,aldehyde dehydrogenase,0.00000E+00,,,,,,,,,,
PMN2A_1711,AAZ59199.1,None,uncharacterized conserved membrane protein,SynWH8103_02285,CRY92986.1,unk3,uncharacterized membrane protein,3.55960E-40,,,,,,,,,,
PMN2A_1719,AAZ59207.1,None,TPR repeat,SynWH8103_01810,CRY92535.1,None,TPR repeat family protein,4.90206E-23,SynWH8103_01810,CRY92535.1,None,TPR repeat family protein,1.58954E-12,SynWH8103_00142,CRY90895.1,None,TPR repeat family protein,2.41230E-12
PMN2A_1721,AAZ59209.1,None,3-dehydroquinate dehydratase,SynWH8103_02213,CRY92924.1,aroQ,"3-dehydroquinate dehydratase, type II",3.02870E-53,,,,,,,,,,
PMN2A_1722,AAZ59210.1,None,probable hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA,SynWH8103_02212,CRY92923.1,miaE,putative tRNA-(MS[2,7.48582E-86,,,,,,,,,,
PMN2A_1723,AAZ59211.1,None,cobalt-factor II C20-methyltransferase / precorrin-2 C20-methyltransferase,SynWH8103_00752,CRY91490.1,cobI,precorrin-2 C20-methyltransferase,5.35038E-77,,,,,,,,,,
PMN2A_1724,AAZ59212.1,None,Dihydrouridine synthase TIM-barrel protein nifR3,SynWH8103_00753,CRY91492.1,None,"TIM-barrel, nifR3 family protein",5.28992E-144,SynWH8103_00015,CRY90773.1,None,dihydrouridine synthase family protein,8.41721E-25,,,,,
PMN2A_1726,AAZ59214.1,None,Small GTP-binding protein protein domain:GTP-binding protein,SynWH8103_00755,CRY91494.1,engA,ribosome-associated GTPase EngA,0.00000E+00,SynWH8103_02664,CRY93343.1,trmE,tRNA modification GTPase TrmE,1.51731E-20,SynWH8103_02664,CRY93343.1,trmE,tRNA modification GTPase TrmE,1.61279E-13
PMN2A_1727,AAZ59215.1,None,possible cobalt transport protein,SynWH8103_00756,CRY91495.1,cbiQ,"putative ABC-type cobalt transporter, membrane component",2.56617E-88,,,,,,,,,,
PMN2A_1728,AAZ59216.1,None,conserved hypothetical protein,SynWH8103_00757,CRY91496.1,pipX,nitrogen regulatory factor,9.85364E-44,,,,,,,,,,
PMN2A_1729,AAZ59217.1,None,Protein of unknown function UPF0001,SynWH8103_00758,CRY91497.1,ylmE,cell division protein YlmE,6.62696E-83,,,,,,,,,,
PMN2A_1730,AAZ59218.1,None,conserved hypothetical protein,SynWH8103_00759,CRY91498.1,sepF,Cell division protein SepF (Cdv2),3.64900E-72,SynWH8103_00979,CRY91717.1,None,conserved hypothetical protein,1.87545E-19,,,,,
PMN2A_1731,AAZ59219.1,None,pyrroline-5-carboxylate reductase,SynWH8103_00760,CRY91499.1,proC,pyrroline-5-carboxylate reductase,2.05520E-92,,,,,,,,,,
PMN2A_1732,AAZ59220.1,None,glycosyl transferases group 1,SynWH8103_00761,CRY91500.1,None,"possible alpha-glycosyltransferase, family 4",0.00000E+00,,,,,,,,,,
PMN2A_1733,AAZ59221.1,None,DNA replication and repair protein RecO,SynWH8103_00763,CRY91502.1,recO,"gap repair protein, RecO family",1.05513E-86,,,,,,,,,,
PMN2A_1734,AAZ59222.1,None,deoxyribose-phosphate aldolase,SynWH8103_00764,CRY91503.1,None,deoC/LacD aldolase family protein,4.60207E-61,,,,,,,,,,
PMN2A_1735,AAZ59223.1,None,sigma 54 modulation protein / SSU ribosomal protein S30P,SynWH8103_00765,CRY91504.1,irtA,Low light-inducible protein,7.07340E-95,,,,,,,,,,
PMN2A_1736,AAZ59224.1,None,Lipoate-protein ligase B,SynWH8103_00766,CRY91505.1,lipB,Lipoyltransferase,2.25722E-86,,,,,,,,,,
PMN2A_1737,AAZ59225.1,None,long-chain acyl-CoA synthetase,SynWH8103_00767,CRY91506.1,None,AMP-binding enzyme family protein,0.00000E+00,,,,,,,,,,
PMN2A_1738,AAZ59226.1,None,conserved hypothetical protein,SynWH8103_00768,CRY91507.1,None,conserved hypothetical protein,1.44971E-72,,,,,,,,,,
PMN2A_1739,AAZ59227.1,None,dihydrolipoamide S-acetyltransferase,SynWH8103_00769,CRY91508.1,pdhC (aceF),"Pyruvate dehydrogenase complex, dihydrolipoamideacyltransferase (E2) component",0.00000E+00,,,,,,,,,,
PMN2A_1740,AAZ59228.1,None,S-adenosylmethionine:tRNA-ribosyltransferase- isomerase,SynWH8103_00770,CRY91509.1,queA,tRNA ribosyltransferase-isomerase,8.17439E-141,,,,,,,,,,
PMN2A_1741,AAZ59229.1,None,cysteine synthase,SynWH8103_00771,CRY91510.1,cysK,cysteine synthase A,0.00000E+00,SynWH8103_02553,CRY93233.1,cysK,O-acetylserine (thiol)-lyase A,2.29269E-90,,,,,
PMN2A_1742,AAZ59230.1,None,cystathionine gamma-synthase,SynWH8103_00772,CRY91511.1,metB,cys/Met metabolism PLP-dependent enzyme family protein,1.42804E-178,SynWH8103_00773,CRY91512.1,metB/CysA,O-succinylhomoserine(thiol)-lyase,2.70421E-11,,,,,
PMN2A_1743,AAZ59231.1,None,cystathionine gamma-synthase,SynWH8103_00773,CRY91512.1,metB/CysA,O-succinylhomoserine(thiol)-lyase,0.00000E+00,SynWH8103_00968,CRY91705.1,CysD,O-acetylhomoserine aminocarboxypropyltransferase,2.47677E-47,SynWH8103_00772,CRY91511.1,metB,cys/Met metabolism PLP-dependent enzyme family protein,9.56775E-12
PMN2A_1744,AAZ59232.1,None,SSU ribosomal protein S4P,SynWH8103_01943,CRY92662.1,rpsD,30S ribosomal protein S4,2.33753E-138,,,,,,,,,,
PMN2A_1745,AAZ59233.1,None,Protein of unknown function DUF37,SynWH8103_01942,CRY92661.1,None,putative membrane protein insertion efficiency factor,4.22664E-38,,,,,,,,,,
PMN2A_1746,AAZ59234.1,None,thioredoxin family protein,SynWH8103_01941,CRY92660.1,None,Possible thioredoxin,2.32433E-22,,,,,,,,,,
PMN2A_1747,AAZ59235.1,None,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",SynWH8103_01937,CRY92656.1,murE,UDP-N-acetylmuramyl-tripeptide synthetase familyprotein,2.54202E-180,,,,,,,,,,
PMN2A_1748,AAZ59236.1,None,L-cysteine/cystine lyase-like protein,SynWH8103_01936,CRY92655.1,c-des,L-cysteine/cystine lyase C-DES,2.91474E-160,,,,,,,,,,
PMN2A_1750,AAZ59238.1,None,"hydrogenase accessory protein or high-affinity nickel-transport protein-like protein, membrane protein",SynWH8103_01855,CRY92581.1,None,high-affinity nickel-transport family protein,2.17550E-69,,,,,,,,,,
PMN2A_1752,AAZ59240.1,None,NifU-like protein,SynWH8103_01934,CRY92653.1,None,NifU-like protein,3.72824E-50,,,,,,,,,,
PMN2A_1753,AAZ59241.1,None,malate:quinone-oxidoreductase,SynWH8103_01933,CRY92652.1,mqoA,Malate:quinone oxidoreductase,0.00000E+00,,,,,,,,,,
PMN2A_1754,AAZ59242.1,None,GTP-binding protein LepA,SynWH8103_01931,CRY92650.1,lepA,GTP-binding protein LepA,0.00000E+00,SynWH8103_01243,CRY91974.1,typA,GTP-binding protein TypA/BipA,4.95539E-37,SynWH8103_01297,CRY92026.1,prfC,peptide chain release factor 3,2.85112E-26
PMN2A_1755,AAZ59243.1,None,"putative ABC transporter, oligopeptides",SynWH8103_01915,CRY92635.1,dppC,"ABC-type oligopeptide transporter, membrane component",1.06330E-109,,,,,,,,,,
PMN2A_1756,AAZ59244.1,None,tRNA (guanosine-2'-O-)-methyltransferase,SynWH8103_01912,CRY92632.1,trmH,tRNA guanosine-2'-O-methyltransferase,6.05159E-115,SynWH8103_01163,CRY91895.1,None,RNA 2'-O ribose methyltransferase substrate binding family protein,3.33817E-14,,,,,
PMN2A_1757,AAZ59245.1,None,porin-like protein,SynWH8103_02557,CRY93237.1,None,outer membrane porin,1.54724E-18,SynWH8103_02445,CRY93134.1,None,outer membrane porin,2.10431E-17,SynWH8103_02555,CRY93235.1,None,outer membrane porin,1.27447E-12
PMN2A_1758,AAZ59246.1,None,"Fmu, rRNA SAM-dependent methyltransferase",SynWH8103_01909,CRY92630.1,sun,ribosomal RNA small subunit methyltransferase B,1.34382E-155,,,,,,,,,,
PMN2A_1759,AAZ59247.1,None,chlorophyll synthase,SynWH8103_01908,CRY92628.1,chlG,chlorophyll a synthase,0.00000E+00,,,,,,,,,,
PMN2A_1760,AAZ59248.1,None,conserved hypothetical protein,SynWH8103_01907,CRY92627.1,petP,cytochrome b6-f complex subunit PetP,6.42850E-21,,,,,,,,,,
PMN2A_1761,AAZ59249.1,None,imidazole glycerol phosphate synthase subunit hisF,SynWH8103_01906,CRY92626.1,hisF,"imidazole glycerol phosphate synthase, cyclase subunit",9.43170E-127,SynWH8103_00494,CRY91239.1,None,thiazole biosynthesis ThiG family protein,1.69664E-49,SynWH8103_00884,CRY91622.1,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino,7.92994E-22
PMN2A_1762,AAZ59250.1,None,demethylmenaquinone methyltransferase,SynWH8103_01905,CRY92625.1,MENG,"2-phytyl-1,4-naphtoquinone methyltransferase, chloroplastic domain protein",5.56719E-79,,,,,,,,,,
PMN2A_1764,AAZ59252.1,None,putative chloroplast membrane-associated 30 kD protein,SynWH8103_02136,CRY92851.1,vipp1,stress-induced protein assembly complex,2.26133E-111,,,,,,,,,,
PMN2A_1765,AAZ59253.1,None,biotin--acetyl-CoA-carboxylase ligase,SynWH8103_02133,CRY92848.1,None,biotin--[acetyl-CoA-carboxylase,1.52773E-46,,,,,,,,,,
PMN2A_1766,AAZ59254.1,None,ATPase,SynWH8103_02130,CRY92845.1,ftsE,cell division ATP-binding protein FtsE (septation component-transport ATP-binding protein ABC transporter),7.54202E-120,SynWH8103_00958,CRY91695.1,None,"BgtA-like ABC-type uptake transporter for acidicand neutral polar amino acids (N-II), ATPase subunit",7.81739E-47,SynWH8103_01595,CRY92322.1,None,ABC transporter family protein,8.28689E-37
PMN2A_1767,AAZ59255.1,None,NADH dehydrogenase subunit N,SynWH8103_02129,CRY92844.1,ndhB,NADH dehydrogenase I subunit NdhB (chain 2),0.00000E+00,SynWH8103_02599,CRY93278.1,ndhF1,NADH dehydrogenase subunit NdhF (chain 5 or L),5.08209E-18,SynWH8103_02600,CRY93279.1,ndhD1,NADH dehydrogenase I subunit NdhD (chain 4),6.96380E-17
PMN2A_1768,AAZ59256.1,None,DNA topoisomerase I,SynWH8103_02128,CRY92843.1,topA,"DNA topoisomerase I, omega subunit",0.00000E+00,,,,,,,,,,
PMN2A_1769,AAZ59257.1,None,conserved hypothetical protein,SynWH8103_02127,CRY92842.1,None,conserved hypothetical protein,3.50447E-18,,,,,,,,,,
PMN2A_1770,AAZ59258.1,None,uncharacterized conserved membrane protein,SynWH8103_02126,CRY92841.1,None,conserved hypothetical protein,1.33967E-82,,,,,,,,,,
PMN2A_1771,AAZ59259.1,None,Protein of unknown function DUF102,SynWH8103_02125,CRY92840.1,None,phosphoribosyltransferase family protein,3.71768E-101,,,,,,,,,,
PMN2A_1772,AAZ59260.1,None,conserved hypothetical protein,SynWH8103_02123,CRY92839.1,None,conserved hypothetical protein,1.50938E-64,,,,,,,,,,
PMN2A_1773,AAZ59261.1,None,Lumazine-binding protein,SynWH8103_02121,CRY92836.1,ribE,"riboflavin synthase, alpha subunit",9.42023E-84,,,,,,,,,,
PMN2A_1774,AAZ59262.1,None,transcriptional regulator AbrB,SynWH8103_02419,CRY93108.1,None,AbrB-like transcriptional regulator family protein,5.97905E-21,SynWH8103_01716,CRY92443.1,None,AbrB-like transcriptional regulator family protein,1.88432E-19,,,,,
PMN2A_1775,AAZ59263.1,None,cytochrome c oxidase subunit III,SynWH8103_02120,CRY92834.1,ctaEI,cytochrome c oxidase subunit III,3.37482E-102,SynWH8103_01729,CRY92455.1,None,cytochrome c oxidase subunit III family protein,3.97138E-27,,,,,
PMN2A_1776,AAZ59264.1,None,cytochrome-c oxidase,SynWH8103_02118,CRY92833.1,ctaD1,cytochrome c oxidase subunit I,0.00000E+00,SynWH8103_01728,CRY92454.1,ctaD2,cytochrome c oxidase subunit I,0.00000E+00,,,,,
PMN2A_1777,AAZ59265.1,None,"putative cytochrome c oxidase, subunit II",SynWH8103_02117,CRY92832.1,ctaCI,cytochrome c oxidase subunit II,3.35796E-133,SynWH8103_01727,CRY92453.1,ctaCII,cytochrome c oxidase subunit II,6.47560E-42,,,,,
PMN2A_1778,AAZ59266.1,None,putative cytochrome c oxidase assembly protein,SynWH8103_02116,CRY92831.1,ctaA,cytochrome oxidase biogenesis protein,7.58952E-84,,,,,,,,,,
PMN2A_1779,AAZ59267.1,None,protoheme IX farnesyltransferase,SynWH8103_02115,CRY92830.1,ctaB,protoheme IX farnesyltransferase,2.61450E-153,,,,,,,,,,
PMN2A_1780,AAZ59268.1,None,ATPase,SynWH8103_02114,CRY92829.1,None,"ABC-type multidrug transport system, ATPase component",8.94563E-159,SynWH8103_02756,CRY93435.1,evrA,ATP-binding cassette-type viologen exporter,2.35168E-34,SynWH8103_01246,CRY91977.1,lptB,lipopolysaccharide export system ATP-binding protein LptB,1.09571E-32
PMN2A_1781,AAZ59269.1,None,putative multidrug efflux ABC transporter,SynWH8103_02113,CRY92828.1,None,ABC-2 type transporter family protein,1.29532E-127,,,,,,,,,,
PMN2A_1783,AAZ59271.1,None,chaperonin Cpn60/TCP-1,SynWH8103_02111,CRY92825.1,groL2,chaperonin GroEL,0.00000E+00,SynWH8103_00593,CRY91336.1,groL1,chaperonin GroEL,0.00000E+00,,,,,
PMN2A_1784,AAZ59272.1,None,conserved hypothetical protein,SynWH8103_02109,CRY92824.1,None,conserved hypothetical protein,2.60425E-16,,,,,,,,,,
PMN2A_1785,AAZ59273.1,None,3-oxoacyl-[acyl-carrier-protein,SynWH8103_02108,CRY92823.1,fabG,3-oxoacyl-[acyl-carrier-protein,1.10662E-123,SynWH8103_01986,CRY92704.1,None,short chain dehydrogenase family protein,4.33213E-21,SynWH8103_01266,CRY91998.1,None,short chain dehydrogenase family protein,2.81205E-13
PMN2A_1786,AAZ59274.1,None,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,SynWH8103_02104,CRY92820.1,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,1.21770E-103,,,,,,,,,,
PMN2A_1787,AAZ59275.1,None,conserved hypothetical protein,SynWH8103_02105,CRY92819.1,None,LD-carboxypeptidase family protein,5.16579E-110,SynWH8103_00903,CRY91641.1,None,LD-carboxypeptidase family protein,2.12093E-53,,,,,
PMN2A_1788,AAZ59276.1,None,4-hydroxybenzoate octaprenyltransferase,SynWH8103_02103,CRY92818.1,None,ubiA prenyltransferase family protein,9.57109E-104,,,,,,,,,,
PMN2A_1789,AAZ59277.1,None,putative exopolyphosphatase,SynWH8103_02101,CRY92817.1,ppX,"Exopolyphosphatase; Guanosine-5 prime-triphosphate,3 prime-diphosphate diphosphatase",0.00000E+00,,,,,,,,,,
PMN2A_1790,AAZ59278.1,None,putative Uncharacterized protein conserved in bacteria,SynWH8103_02102,CRY92816.1,None,helix-turn-helix domain protein,9.78518E-21,,,,,,,,,,
PMN2A_1791,AAZ59279.1,None,precorrin-4 C11-methyltransferase,SynWH8103_02099,CRY92815.1,cobM,precorrin-4 C11-methyltransferase,2.71682E-118,SynWH8103_02861,CRY93538.1,cobA,uroporphyrinogen-III C-methyltransferase,9.81293E-19,,,,,
PMN2A_1792,AAZ59280.1,None,prolipoprotein diacylglyceryl transferase,SynWH8103_02098,CRY92814.1,lgt,prolipoprotein diacylglyceryl transferase,4.47034E-122,,,,,,,,,,
PMN2A_1793,AAZ59281.1,None,apocytochrome F,SynWH8103_02097,CRY92813.1,petA,apocytochrome f,4.86576E-145,,,,,,,,,,
PMN2A_1794,AAZ59282.1,None,cytochrome b6/f complex subunit (rieske iron-sulfur protein),SynWH8103_02096,CRY92812.1,petC,cytochrome b6-f complex iron-sulfur subunit,8.21976E-95,,,,,,,,,,
PMN2A_1795,AAZ59283.1,None,hypothetical protein,SynWH8103_02094,CRY92811.1,None,conserved hypothetical protein,1.28782E-36,,,,,,,,,,
PMN2A_1796,AAZ59284.1,None,Sec-independent protein translocase TatC,SynWH8103_02095,CRY92810.1,tatC,Sec-independent protein secretion pathway component TatC,4.96062E-104,,,,,,,,,,
PMN2A_1798,AAZ59286.1,None,RNA-binding protein,SynWH8103_02093,CRY92809.1,None,fibronectin-binding A family protein,1.61029E-150,,,,,,,,,,
PMN2A_1799,AAZ59287.1,None,guanylate kinase,SynWH8103_02092,CRY92808.1,gmk,guanylate kinase,5.25200E-77,,,,,,,,,,
PMN2A_1800,AAZ59288.1,None,photosystem I reaction centre subunit IX PsaJ,SynWH8103_02091,CRY92807.1,psaJ,Photosystem I reaction centre subunit IX,4.40177E-15,,,,,,,,,,
PMN2A_1801,AAZ59289.1,None,photosystem I PsaF protein (subunit III),SynWH8103_02090,CRY92806.1,psaF,photosystem I reaction centre PsaF protein,6.99651E-37,,,,,,,,,,
PMN2A_1802,AAZ59290.1,None,O-sialoglycoprotein endopeptidase,SynWH8103_02089,CRY92805.1,None,tRNA threonylcarbamoyl adenosine modification protein YgjD,4.99257E-151,,,,,,,,,,
PMN2A_1803,AAZ59291.1,None,high light inducible protein hli9,SynWH8103_02087,CRY92804.1,hli,high light inducible protein,9.82136E-15,,,,,,,,,,
PMN2A_1804,AAZ59292.1,None,conserved hypothetical protein,SynWH8103_02085,CRY92801.1,None,conserved hypothetical protein,1.38327E-32,,,,,,,,,,
