Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMN2A_1755,AAZ59243.1,None,"putative ABC transporter, oligopeptides",PMM0421,CAE18880.1,None,"putative ABC transporter, oligopeptides",4.11402E-95,,,,,,,,,,
PMN2A_1756,AAZ59244.1,None,tRNA (guanosine-2'-O-)-methyltransferase,PMM0422,CAE18881.1,None,tRNA/rRNA methyltransferase (SpoU),5.47077E-97,PMM0948,CAE19407.1,None,tRNA/rRNA methyltransferase,5.69247E-11,,,,,
PMN2A_1757,AAZ59245.1,None,porin-like protein,PMM1121,CAE19580.1,som,possible porin,1.36697E-26,PMM1119,CAE19578.1,som,possible porin,1.04191E-25,PMM0709,CAE19168.1,som,possible porin,8.19265E-21
PMN2A_1758,AAZ59246.1,None,"Fmu, rRNA SAM-dependent methyltransferase",PMM0426,CAE18885.1,None,Sun protein (Fmu protein),2.32615E-148,,,,,,,,,,
PMN2A_1759,AAZ59247.1,None,chlorophyll synthase,PMM0428,CAE18887.1,chlG,chlorophyll synthase 33 kD subunit,0.00000E+00,,,,,,,,,,
PMN2A_1760,AAZ59248.1,None,conserved hypothetical protein,PMM0429,CAE18888.1,None,conserved hypothetical protein,2.08479E-22,PMM0975,CAE19434.1,None,conserved hypothetical protein,5.83650E-14,,,,,
PMN2A_1761,AAZ59249.1,None,imidazole glycerol phosphate synthase subunit hisF,PMM0430,CAE18889.1,hisF,Imidazole glycerol phosphate synthase subunit HisF (cyclase),1.40942E-128,PMM0796,CAE19255.1,hisA,PHOSPHORIBOSYLFORMIMINO-5-AMINOIMIDAZOLE CARBOXAMIDE RIBOTIDE ISOMERASE,5.02202E-24,,,,,
PMN2A_1762,AAZ59250.1,None,demethylmenaquinone methyltransferase,PMM0431,CAE18890.1,None,conserved hypothetical protein,1.36855E-78,,,,,,,,,,
PMN2A_1763,AAZ59251.1,None,uncharacterized Zn ribbon-containing conserved protein,PMM0432,CAE18891.1,None,conserved hypothetical protein,1.15742E-33,,,,,,,,,,
PMN2A_1765,AAZ59253.1,None,biotin--acetyl-CoA-carboxylase ligase,PMM0433,CAE18892.1,BirA,putative Biotin--acetyl-CoA-carboxylase ligase,6.85042E-48,,,,,,,,,,
PMN2A_1766,AAZ59254.1,None,ATPase,PMM0434,CAE18893.1,None,"possible ABC transporter, ATP binding protein",1.38145E-123,PMM0750,CAE19209.1,None,"ABC transporter, ATP-binding component",1.19150E-36,PMM0192,CAE18651.1,None,"ABC transporter, ATP binding component, possibly for oligopeptides",1.79031E-29
PMN2A_1767,AAZ59255.1,None,NADH dehydrogenase subunit N,PMM0435,CAE18894.1,ndhB,putative NADH dehydrogenase (complex I) subunit (chain 2),0.00000E+00,PMM0149,CAE18608.1,ndhF,putative NADH Dehydrogenase (complex I) subunit (chain 5),2.78623E-16,PMM0150,CAE18609.1,ndhD,putative NADH dehydrogenase subunit (chain 4),1.91576E-14
PMN2A_1768,AAZ59256.1,None,DNA topoisomerase I,PMM0436,CAE18895.1,topA,Prokaryotic DNA topoisomerase,0.00000E+00,,,,,,,,,,
PMN2A_1769,AAZ59257.1,None,conserved hypothetical protein,PMM0437,CAE18896.1,None,hypothetical,2.14955E-12,,,,,,,,,,
PMN2A_1770,AAZ59258.1,None,uncharacterized conserved membrane protein,PMM0438,CAE18897.1,None,conserved hypothetical protein,4.34492E-73,,,,,,,,,,
PMN2A_1771,AAZ59259.1,None,Protein of unknown function DUF102,PMM0439,CAE18898.1,None,conserved hypothetical protein,3.94285E-108,,,,,,,,,,
PMN2A_1772,AAZ59260.1,None,conserved hypothetical protein,PMM0440,CAE18899.1,None,conserved hypothetical protein,7.09066E-53,,,,,,,,,,
PMN2A_1773,AAZ59261.1,None,Lumazine-binding protein,PMM0442,CAE18901.1,ribE,Putative Riboflavin synthase alpha chain,7.44592E-80,,,,,,,,,,
PMN2A_1774,AAZ59262.1,None,transcriptional regulator AbrB,PMM0443,CAE18902.1,None,conserved hypothetical protein,1.17891E-66,PMM0573,CAE19032.1,None,conserved hypothetical protein,5.47162E-13,,,,,
PMN2A_1775,AAZ59263.1,None,cytochrome c oxidase subunit III,PMM0444,CAE18903.1,ctaE,"Cytochrome c oxidase, subunit III",4.10350E-107,,,,,,,,,,
PMN2A_1776,AAZ59264.1,None,cytochrome-c oxidase,PMM0445,CAE18904.1,ctaD (coxA),"Cytochrome c oxidase, subunit I",0.00000E+00,,,,,,,,,,
PMN2A_1777,AAZ59265.1,None,"putative cytochrome c oxidase, subunit II",PMM0446,CAE18905.1,ctaC (coxB),"putative cytochrome c oxidase, subunit 2",1.07332E-112,,,,,,,,,,
PMN2A_1778,AAZ59266.1,None,putative cytochrome c oxidase assembly protein,PMM0447,CAE18906.1,None,conserved hypothetical protein,1.97006E-88,,,,,,,,,,
PMN2A_1779,AAZ59267.1,None,protoheme IX farnesyltransferase,PMM0448,CAE18907.1,ctaB,putative protoheme IX farnesyltransferase,1.22677E-160,,,,,,,,,,
PMN2A_1780,AAZ59268.1,None,ATPase,PMM0449,CAE18908.1,None,putative multidrug efflux ABC transporter,1.05530E-148,PMM0976,CAE19435.1,None,putative multidrug efflux ABC transporter,9.78911E-27,PMM0973,CAE19432.1,urtD,putative ATP binding subunit of urea ABC transport system,2.02369E-25
PMN2A_1781,AAZ59269.1,None,putative multidrug efflux ABC transporter,PMM0450,CAE18909.1,None,putative multidrug efflux ABC transporter,3.24060E-125,,,,,,,,,,
PMN2A_1783,AAZ59271.1,None,chaperonin Cpn60/TCP-1,PMM0452,CAE18911.1,"groEL2,cpn60-2",GroEL2 protein (Chaperonin cpn60 2),0.00000E+00,PMM1436,CAE19895.1,groEL,GroEL protein (Chaperonin cpn60),0.00000E+00,,,,,
PMN2A_1784,AAZ59272.1,None,conserved hypothetical protein,PMM1850,CAP16354.1,None,Conserved hypothetical protein,7.69930E-24,,,,,,,,,,
PMN2A_1785,AAZ59273.1,None,3-oxoacyl-[acyl-carrier-protein,PMM0453,CAE18912.1,fabG,3-oxoacyl-[acyl-carrier protein,3.13312E-103,PMM0535,CAE18994.1,None,putative short-chain dehydrogenase,5.68663E-23,PMM1361,CAE19820.1,None,Short-chain dehydrogenase/reductase (SDR) superfamily,1.92587E-12
PMN2A_1786,AAZ59274.1,None,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,PMM0454,CAE18913.1,ispD,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,1.17992E-80,,,,,,,,,,
PMN2A_1787,AAZ59275.1,None,conserved hypothetical protein,PMM0455,CAE18914.1,None,conserved hypothetical protein,2.98982E-90,,,,,,,,,,
PMN2A_1788,AAZ59276.1,None,4-hydroxybenzoate octaprenyltransferase,PMM0456,CAE18915.1,ubiA,probable 4-hydroxybenzoate-octaprenyltransferase,6.51560E-112,,,,,,,,,,
PMN2A_1789,AAZ59277.1,None,putative exopolyphosphatase,PMM0457,CAE18916.1,ppx,putative exopolyphosphatase,0.00000E+00,,,,,,,,,,
PMN2A_1790,AAZ59278.1,None,putative Uncharacterized protein conserved in bacteria,PMM0458,CAE18917.1,None,conserved hypothetical protein,1.14774E-31,,,,,,,,,,
PMN2A_1791,AAZ59279.1,None,precorrin-4 C11-methyltransferase,PMM0459,CAE18918.1,cobM,PUTATIVE PRECORRIN-4 C11-METHYLTRANSFERASE,3.34161E-101,PMM1694,CAE20153.1,cobA,putative uroporphyrin-III C-methyltransferase,9.22600E-23,,,,,
PMN2A_1792,AAZ59280.1,None,prolipoprotein diacylglyceryl transferase,PMM0460,CAE18919.1,"yvoC, lgt, umpA",putative prolipoprotein diacylglyceryl transferase,1.96618E-119,,,,,,,,,,
PMN2A_1793,AAZ59281.1,None,apocytochrome F,PMM0461,CAE18920.1,petA,Cytochrome f,3.14919E-167,,,,,,,,,,
PMN2A_1794,AAZ59282.1,None,cytochrome b6/f complex subunit (rieske iron-sulfur protein),PMM0462,CAE18921.1,petC,Rieske iron-sulfur protein,2.09287E-95,,,,,,,,,,
PMN2A_1795,AAZ59283.1,None,hypothetical protein,PMM0463,CAE18922.1,None,conserved hypothetical protein,4.10630E-35,,,,,,,,,,
PMN2A_1796,AAZ59284.1,None,Sec-independent protein translocase TatC,PMM0464,CAE18923.1,None,"protein secretion component, Tat family",1.14540E-94,,,,,,,,,,
PMN2A_1797,AAZ59285.1,None,conserved hypothetical protein,PMM0465,CAE18924.1,None,hypothetical,1.55658E-50,,,,,,,,,,
PMN2A_1798,AAZ59286.1,None,RNA-binding protein,PMM0466,CAE18925.1,None,possible secreted protein MPB70 precursor,2.49045E-128,,,,,,,,,,
PMN2A_1799,AAZ59287.1,None,guanylate kinase,PMM0467,CAE18926.1,gmk,Guanylate kinase,3.02187E-70,,,,,,,,,,
PMN2A_1800,AAZ59288.1,None,photosystem I reaction centre subunit IX PsaJ,PMM0468,CAE18927.1,psaJ,Photosystem I PsaJ protein (subunit IX),2.16134E-21,,,,,,,,,,
PMN2A_1801,AAZ59289.1,None,photosystem I PsaF protein (subunit III),PMM0469,CAE18928.1,psaF,Photosystem I PsaF protein (subunit III),1.44139E-95,,,,,,,,,,
PMN2A_1802,AAZ59290.1,None,O-sialoglycoprotein endopeptidase,PMM0470,CAE18929.1,None,probable o-sialoglycoprotein endopeptidase,3.69853E-165,,,,,,,,,,
PMN2A_1803,AAZ59291.1,None,high light inducible protein hli9,PMM0471,CAE18930.1,hli20,possible high light inducible protein,4.03306E-12,,,,,,,,,,
PMN2A_1804,AAZ59292.1,None,conserved hypothetical protein,PMM1367,CAE19826.1,None,conserved hypothetical protein,5.18135E-40,,,,,,,,,,
PMN2A_1805,AAZ59293.1,None,"sodium/proton antiporter, CPA1 family",PMM0472,CAE18931.1,None,"putative Na+/H+ antiporter, CPA1 family",0.00000E+00,,,,,,,,,,
PMN2A_1806,AAZ59294.1,None,glutamyl-tRNA synthetase / glutamate--tRNA(Gln) ligase,PMM0473,CAE18932.1,gltX,Glutamyl-tRNA synthetase,0.00000E+00,,,,,,,,,,
PMN2A_1807,AAZ59295.1,None,conserved hypothetical protein,PMM0474,CAE18933.1,None,Conserved hypothetical protein,1.38119E-40,,,,,,,,,,
PMN2A_1808,AAZ59296.1,None,LSU ribosomal protein L19P,PMM0475,CAE18934.1,rpl19,Ribosomal protein L19,2.24081E-75,,,,,,,,,,
PMN2A_1809,AAZ59297.1,None,"methionine aminopeptidase, type I",PMM0477,CAE18936.1,map,putative methionine aminopeptidase,1.52705E-151,,,,,,,,,,
PMN2A_1810,AAZ59298.1,None,conserved hypothetical protein,PMM0478,CAE18937.1,None,conserved hypothetical protein,2.96901E-59,,,,,,,,,,
PMN2A_1811,AAZ59299.1,None,bioD-like N-terminal domain of phosphotransacetylase,PMM0479,CAE18938.1,None,conserved hypothetical protein,1.82052E-170,,,,,,,,,,
PMN2A_1812,AAZ59300.1,None,cyanobacteria-specific protein,PMM0480,CAE18939.1,None,conserved hypothetical protein,2.64548E-99,,,,,,,,,,
PMN2A_1813,AAZ59301.1,None,conserved hypothetical protein,PMM0481,CAE18940.1,None,conserved hypothetical protein,1.98641E-61,,,,,,,,,,
PMN2A_1814,AAZ59302.1,None,conserved hypothetical protein,PMM1851,CAP16355.1,None,Conserved hypothetical protein,2.37058E-18,,,,,,,,,,
PMN2A_1815,AAZ59303.1,None,"SPFH domain, Band 7 family protein",PMM0482,CAE18941.1,phb,Band 7 protein,5.63312E-146,,,,,,,,,,
PMN2A_1816,AAZ59304.1,None,"glutamate-1-semialdehyde 2,1-aminomutase",PMM0483,CAE18942.1,"hemL, gsa","glutamate-1-semialdehyde 2,1-aminomutase",0.00000E+00,PMM1301,CAE19760.1,argD,N-acetylornithine aminotransferase,1.31921E-28,,,,,
PMN2A_1817,AAZ59305.1,None,Exodeoxyribonuclease III,PMM0484,CAE18943.1,xthA,exodeoxyribonuclease III,1.65770E-100,,,,,,,,,,
PMN2A_1818,AAZ59306.1,None,hypothetical protein,PMM0485,CAE18944.1,None,conserved hypothetical protein,7.01347E-11,,,,,,,,,,
PMN2A_1819,AAZ59307.1,None,conserved hypothetical protein,PMM0486,CAE18945.1,None,conserved hypothetical protein,4.13418E-46,,,,,,,,,,
PMN2A_1820,AAZ59308.1,None,Protein of unknown function DUF111,PMM0487,CAE18946.1,None,conserved hypothetical protein,1.53663E-107,,,,,,,,,,
PMN2A_1821,AAZ59309.1,None,conserved hypothetical protein,PMM0488,CAE18947.1,None,conserved hypothetical protein,7.19078E-38,,,,,,,,,,
PMN2A_1822,AAZ59310.1,None,ABC-type Fe3+ transport system permease component,PMM0489,CAE18948.1,"futB,hitB",putative iron ABC transporter,1.24326E-175,,,,,,,,,,
PMN2A_1823,AAZ59311.1,None,conserved hypothetical protein,PMM0490,CAE18949.1,None,conserved hypothetical protein,4.37260E-130,PMM1033,CAE19492.1,None,Cobalamin synthesis protein/P47K,7.73547E-56,PMM0778,CAE19237.1,cobW,putative cobalamin synthesis protein,1.02980E-35
PMN2A_1824,AAZ59312.1,None,pterin-4-alpha-carbinolamine dehydratase,PMM0491,CAE18950.1,None,4a-hydroxytetrahydrobiopterin dehydratase (PCD),8.91355E-25,,,,,,,,,,
PMN2A_1825,AAZ59313.1,None,Protein of unknown function UPF0047,PMM0492,CAE18951.1,None,conserved hypothetical protein,5.76147E-53,,,,,,,,,,
PMN2A_1826,AAZ59314.1,None,thermostable carboxypeptidase 1,PMM0493,CAE18952.1,cxp,Carboxypeptidase Taq (M32) metallopeptidase,0.00000E+00,,,,,,,,,,
PMN2A_1827,AAZ59315.1,None,inorganic diphosphatase,PMM0494,CAE18953.1,ppa (ipyR),putative inorganic pyrophosphatase,1.04108E-120,PMM0511,CAE18970.1,ppa (ipyR),Inorganic pyrophosphatase,1.19530E-25,,,,,
PMN2A_1828,AAZ59316.1,None,hydroxymethylbilane synthase,PMM0495,CAE18954.1,hemC,Porphobilinogen deaminase,9.76663E-171,,,,,,,,,,
PMN2A_1829,AAZ59317.1,None,sigma-70 factor,PMM0496,CAE18955.1,"sigA, rpoD",Putative principal RNA polymerase sigma factor,0.00000E+00,PMM1289,CAE19748.1,None,"Type II alternative RNA polymerase sigma factor, sigma-70 family",6.33573E-86,PMM1629,CAE20088.1,None,"Type II alternative RNA polymerase sigma factor, sigma-70 family",3.08068E-82
PMN2A_1830,AAZ59318.1,None,replication restart DNA helicase PriA,PMM0497,CAE18956.1,priA,primosomal protein N' (replication factor Y),0.00000E+00,,,,,,,,,,
PMN2A_1831,AAZ59319.1,None,uncharacterized membrane protein,PMM0498,CAE18957.1,None,conserved hypothetical protein,7.51931E-41,,,,,,,,,,
PMN2A_1832,AAZ59320.1,None,N-acetylglutamate kinase,PMM0499,CAE18958.1,argB,Aspartokinase superfamily:Acetylglutamate kinase,4.02342E-140,,,,,,,,,,
PMN2A_1833,AAZ59321.1,None,conserved hypothetical protein,PMM0500,CAE18959.1,None,conserved hypothetical protein,2.51480E-58,,,,,,,,,,
PMN2A_1834,AAZ59322.1,None,conserved hypothetical protein,PMM0501,CAE18960.1,None,conserved hypothetical protein,8.41677E-14,,,,,,,,,,
PMN2A_1835,AAZ59323.1,None,single-stranded DNA-binding protein,PMM0502,CAE18961.1,None,conserved hypothetical protein,1.32146E-44,,,,,,,,,,
PMN2A_1836,AAZ59324.1,None,precorrin-6A reductase,PMM0503,CAE18962.1,None,possible precorrin-6X reductase,1.24204E-43,,,,,,,,,,
PMN2A_1838,AAZ59326.1,None,possible carbohydrate kinase,PMM0505,CAE18964.1,None,Possible carbohydrate kinase,3.91119E-125,,,,,,,,,,
PMN2A_1839,AAZ59327.1,None,Adenylosuccinate synthetase,PMM0506,CAE18965.1,"purA,adeK",Adenylosuccinate synthetase,0.00000E+00,,,,,,,,,,
PMN2A_1840,AAZ59328.1,None,photosystem II protein Psb27,PMM0507,CAE18966.1,psb27,possible Photosystem II reaction center Psb27 protein,8.66898E-46,,,,,,,,,,
PMN2A_1841,AAZ59329.1,None,"prolyl-tRNA synthetase, bacterial",PMM0508,CAE18967.1,proS,Prolyl-tRNA synthetase,0.00000E+00,,,,,,,,,,
PMN2A_1842,AAZ59330.1,None,possible helix-turn-helix domain of resolvase,PMM0509,CAE18968.1,None,possible Helix-turn-helix domain of resolvase,1.90595E-52,,,,,,,,,,
PMN2A_1844,AAZ59332.1,None,inorganic diphosphatase,PMM0511,CAE18970.1,ppa (ipyR),Inorganic pyrophosphatase,2.53942E-96,PMM0494,CAE18953.1,ppa (ipyR),putative inorganic pyrophosphatase,1.25498E-28,,,,,
PMN2A_1845,AAZ59333.1,None,Conserved hypothetical protein ArsC related protein,PMM0512,CAE18971.1,None,putative arsenate reductase,6.52862E-22,,,,,,,,,,
PMN2A_1846,AAZ59334.1,None,"signal peptidase I, Serine peptidase, MEROPS family S26A",PMM0513,CAE18972.1,lepB,Signal peptidase I,1.47110E-82,PMM0606,CAE19065.1,lepB,leader peptidase I,2.42414E-24,,,,,
PMN2A_1847,AAZ59335.1,None,phosphoglycerate mutase,PMM0515,CAE18974.1,cobC,possible alpha-ribazole-5'-P phosphatase,6.37027E-168,,,,,,,,,,
PMN2A_1848,AAZ59336.1,None,metal-dependent membrane protease,PMM0516,CAE18975.1,None,Possible membrane associated protease,8.38921E-96,,,,,,,,,,
PMN2A_1850,AAZ59338.1,None,peptidoglycan glycosyltransferase,PMM0518,CAE18977.1,ftsI,putative peptidoglycan synthetase (pbp transpeptidase domain),0.00000E+00,PMM0040,CAE18499.1,None,Putative penicillin-binding protein,8.90843E-25,,,,,
PMN2A_1851,AAZ59339.1,None,transaldolase,PMM0519,CAE18978.1,tal,Transaldolase,2.30868E-148,,,,,,,,,,
PMN2A_1852,AAZ59340.1,None,"geranylgeranyl reductase, plantal and prokaryotic",PMM0520,CAE18979.1,None,NAD binding site,8.52944E-124,,,,,,,,,,
PMN2A_1853,AAZ59341.1,None,ribosome recycling factor,PMM0521,CAE18980.1,"frr,rrf",Ribosome recycling factor,7.10046E-101,,,,,,,,,,
PMN2A_1854,AAZ59342.1,None,uridylate kinase,PMM0522,CAE18981.1,"pyrH,smbA",uridylate kinase,1.83221E-144,,,,,,,,,,
PMN2A_1855,AAZ59343.1,None,"cob(I)yrinic acid a,c-diamide adenosyltransferase",PMM0523,CAE18982.1,cobO,possible cob(I)alamin adenosyltransferase,2.77324E-93,PMM1570,CAE20029.1,None,ATP:corrinoid adenosyltransferase BtuR/CobO/CobP,3.59263E-16,PMM1570,CAE20029.1,None,ATP:corrinoid adenosyltransferase BtuR/CobO/CobP,1.04053E-15
PMN2A_1856,AAZ59344.1,None,XisA-like site specific recombinase from phage integrase family,PMM0524,CAE18983.1,None,Phage integrase family,1.58046E-148,,,,,,,,,,
PMN2A_1857,AAZ59345.1,None,ferrochelatase,PMM0525,CAE18984.1,None,Ferrochelatase,0.00000E+00,,,,,,,,,,
PMN2A_1858,AAZ59346.1,None,"acetolactate synthase, large subunit",PMM0526,CAE18985.1,ilvH,Acetolactate synthase large subunit,0.00000E+00,,,,,,,,,,
PMN2A_1859,AAZ59347.1,None,conserved hypothetical protein,PMM0527,CAE18986.1,None,conserved hypothetical protein,6.11790E-19,,,,,,,,,,
PMN2A_1860,AAZ59348.1,None,conserved hypothetical protein,PMM0529,CAE18988.1,None,conserved hypothetical protein,1.09753E-101,,,,,,,,,,
PMN2A_1861,AAZ59349.1,None,SSU ribosomal protein S1P,PMM0530,CAE18989.1,"rps1b, rpsA2, nbp1","30S ribosomal protein S1 homolog B, putative Nbp1",1.44815E-155,PMM0312,CAE18771.1,"rps1a, rpsA1","30S ribosomal protein S1, homolog A",7.68049E-62,,,,,
PMN2A_1862,AAZ59350.1,None,creatinine amidohydrolase related enzyme,PMM0531,CAE18990.1,None,Creatininase,3.90295E-96,,,,,,,,,,
PMN2A_1863,AAZ59351.1,None,fatty aldehyde decarbonylase,PMM0532,CAE18991.1,None,conserved hypothetical protein,6.01402E-126,,,,,,,,,,
PMN2A_1864,AAZ59352.1,None,dehydrogenase,PMM0533,CAE18992.1,None,conserved hypothetical protein,0.00000E+00,,,,,,,,,,
PMN2A_1865,AAZ59353.1,None,acetyl-CoA carboxylase carboxyltransferase subunit alpha,PMM0534,CAE18993.1,accA,"acetyl-CoA carboxylase, alpha subunit",8.70723E-179,,,,,,,,,,
PMN2A_1866,AAZ59354.1,None,short-chain dehydrogenase/reductase family enzyme,PMM0535,CAE18994.1,None,putative short-chain dehydrogenase,9.65926E-95,PMM0453,CAE18912.1,fabG,3-oxoacyl-[acyl-carrier protein,8.98263E-20,,,,,
PMN2A_1867,AAZ59355.1,None,phosphoribosylanthranilate isomerase,PMM0537,CAE18996.1,trpF,phosphoribosylanthranilate isomerase,7.77023E-64,,,,,,,,,,
PMN2A_1868,AAZ59356.1,None,conserved hypothetical protein,PMM0538,CAE18997.1,None,conserved hypothetical protein,6.50467E-76,,,,,,,,,,
PMN2A_1869,AAZ59357.1,None,lipoate-protein ligase A,PMM0539,CAE18998.1,None,Biotin/lipoate A/B protein ligase family,1.00387E-55,,,,,,,,,,
PMN2A_1870,AAZ59358.1,None,uncharacterized conserved membrane protein,PMM0541,CAE19000.1,None,conserved hypothetical protein,5.74397E-13,,,,,,,,,,
PMN2A_1871,AAZ59359.1,None,chlorophyll synthase / NADPH-protochlorophyllide oxidoreductase,PMM0542,CAE19001.1,"por, pcr",Light dependent protochlorophyllide oxido-reductase,1.73699E-133,PMM0634,CAE19093.1,"por, pcr",possible light-dependent protochlorophyllide oxido-reductase,2.88069E-23,,,,,
PMN2A_1872,AAZ59360.1,None,"light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein",PMM0543,CAE19002.1,"chlL,frxC",Protochlorophyllide reductase iron-sulfur ATP-binding protein,0.00000E+00,,,,,,,,,,
PMN2A_1873,AAZ59361.1,None,"light-independent protochlorophyllide reductase, N subunit",PMM0545,CAE19004.1,chlN,Light-independent protochlorophyllide reductase subunit N,0.00000E+00,,,,,,,,,,
PMN2A_1874,AAZ59362.1,None,"light-independent protochlorophyllide reductase, B subunit",PMM0544,CAE19003.1,chlB,Light-independent protochlorophyllide reductase subunit B,0.00000E+00,,,,,,,,,,
PMN2A_1875,AAZ59363.1,None,conserved hypothetical protein,PMM0546,CAE19005.1,None,conserved hypothetical,7.06817E-39,,,,,,,,,,
PMN2A_1876,AAZ59364.1,None,conserved hypothetical protein,PMM0547,CAE19006.1,None,conserved hypothetical protein,4.24301E-143,,,,,,,,,,
PMN2A_1877,AAZ59365.1,None,HAM1 family protein,PMM0548,CAE19007.1,None,HAM1 family protein,3.06424E-86,PMM0279,CAE18738.1,None,conserved hypothetical protein,1.87445E-34,,,,,
PMN2A_1878,AAZ59366.1,None,carboxysome shell protein CsoS1,PMM0549,CAE19008.1,csoS1,carboxysome shell protein CsoS1,5.19052E-66,,,,,,,,,,
PMN2A_1879,AAZ59367.1,None,"ribulose 1,5-bisphosphate carboxylase large subunit",PMM0550,CAE19009.1,"rbcL, cbbL","Ribulose bisphosphate carboxylase, large chain",0.00000E+00,,,,,,,,,,
PMN2A_1880,AAZ59368.1,None,"ribulose 1,5-bisphosphate carboxylase small subunit",PMM0551,CAE19010.1,"rbcS, cbbS","Ribulose bisphosphate carboxylase, small chain",4.23603E-81,,,,,,,,,,
PMN2A_1881,AAZ59369.1,None,carboxysome shell protein CsoS2,PMM0552,CAE19011.1,csoS2,carboxysome shell protein CsoS2,0.00000E+00,,,,,,,,,,
PMN2A_1882,AAZ59370.1,None,"carboxysome shell polypeptide, CsoS3",PMM0553,CAE19012.1,csoS3,carboxysome shell protein CsoS3,0.00000E+00,,,,,,,,,,
PMN2A_1883,AAZ59371.1,None,putative carboxysome peptide A,PMM0554,CAE19013.1,None,putative carboxysome peptide A,1.62796E-56,PMM0555,CAE19014.1,None,putative carboxysome peptide B,1.39532E-14,,,,,
PMN2A_1884,AAZ59372.1,None,putative carboxysome peptide B,PMM0555,CAE19014.1,None,putative carboxysome peptide B,3.14396E-41,PMM0554,CAE19013.1,None,putative carboxysome peptide A,6.01153E-19,,,,,
PMN2A_1885,AAZ59373.1,None,"carboxysome shell peptide, CsoS1",PMM0549,CAE19008.1,csoS1,carboxysome shell protein CsoS1,1.29219E-52,,,,,,,,,,
PMN2A_1886,AAZ59374.1,None,conserved hypothetical protein,PMM0556,CAE19015.1,None,conserved hypothetical protein,6.33018E-15,,,,,,,,,,
PMN2A_1887,AAZ59375.1,None,conserved hypothetical,PMM0557,CAE19016.1,None,conserved hypothetical,1.33321E-37,,,,,,,,,,
PMN2A_1888,AAZ59376.1,None,endoribonuclease L-PSP,PMM0558,CAE19017.1,None,conserved hypothetical protein,1.41171E-53,,,,,,,,,,
PMN2A_1889,AAZ59377.1,None,hydroxyacylglutathione hydrolase,PMM0559,CAE19018.1,None,Putative hydroxyacylglutathione hydrolase,8.10288E-92,,,,,,,,,,
PMN2A_1890,AAZ59378.1,None,ATP phosphoribosyltransferase (homohexameric),PMM0560,CAE19019.1,None,possible ATP phosphoribosyltransferase,8.22388E-101,,,,,,,,,,
PMN2A_1891,AAZ59379.1,None,ATPase,PMM0561,CAE19020.1,None,putative multidrug efflux ABC transporter,0.00000E+00,PMM1099,CAE19558.1,None,"ABC transporter, multidrug efflux family",6.64912E-71,PMM0827,CAE19286.1,None,"ABC transporter, possibly multidrug efflux",1.90604E-66
PMN2A_1892,AAZ59380.1,None,"acetyltransferase, GNAT family",PMM0562,CAE19021.1,None,possible acetyltransferase,2.58380E-84,PMM1640,CAE20099.1,None,"putative acetyltransferase, GNAT family",3.88072E-11,,,,,
PMN2A_1893,AAZ59381.1,None,glycosyltransferase,PMM0563,CAE19022.1,None,conserved hypothetical protein,1.41024E-65,,,,,,,,,,
PMN2A_1894,AAZ59382.1,None,conserved hypothetical protein,PMM0564,CAE19023.1,None,conserved hypothetical protein,5.75242E-55,,,,,,,,,,
PMN2A_0001,AAZ57493.1,None,chromosomal replication initiator protein DnaA,PMM0565,CAE19024.1,dnaA,chromosomal replication initiator protein DnaA,0.00000E+00,,,,,,,,,,
PMN2A_0002,AAZ57494.1,None,glutaredoxin-like domain/phycoerythrin related domain fusion,PMM0566,CAE19025.1,None,conserved hypothetical protein,9.13175E-148,,,,,,,,,,
PMN2A_0003,AAZ57495.1,None,NADPH-glutathione reductase,PMM0567,CAE19026.1,gshR,probable glutathione reductase (NADPH),7.73994E-155,PMM1298,CAE19757.1,lpdA,putative dihydrolipoamide dehydrogenase,1.99944E-63,,,,,
PMN2A_0004,AAZ57496.1,None,K+-dependent Na+/Ca+ exchanger related-protein,PMM0568,CAE19027.1,None,putative CaCA family sodium/calcium exchanger,2.29748E-131,,,,,,,,,,
PMN2A_0005,AAZ57497.1,None,dihydroorotase,PMM0569,CAE19028.1,pyrC,Dihydroorotase,1.70695E-151,,,,,,,,,,
PMN2A_0006,AAZ57498.1,None,hypothetical protein,PMM0570,CAE19029.1,ndhL,NADH dehydrogenase subunit NdhL (ndhL),9.66872E-31,,,,,,,,,,
PMN2A_0007,AAZ57499.1,None,conserved hypothetical protein,PMM0571,CAE19030.1,None,conserved hypothetical protein,5.75582E-24,,,,,,,,,,
PMN2A_0008,AAZ57500.1,None,"tryptophan synthase, alpha chain",PMM0572,CAE19031.1,trpA,Tryptophan synthase alpha chain,1.10702E-120,,,,,,,,,,
PMN2A_0009,AAZ57501.1,None,uncharacterized YCII family conserved protein,PMM0574,CAE19033.1,None,conserved hypothetical protein,5.50178E-40,,,,,,,,,,
PMN2A_0011,AAZ57503.1,None,conserved hypothetical protein,PMM0575,CAE19034.1,None,conserved hypothetical,2.72248E-14,,,,,,,,,,
