Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMN2A_1694,AAZ59182.1,None,thioesterase,Syncc8109_0509,AHF62908.1,None,hypothetical protein,8.31027E-31,,,,,,,,,,
PMN2A_1695,AAZ59183.1,None,modification methylase HemK,Syncc8109_0515,AHF62911.1,hemK,"modification methylase, HemK family",9.12316E-102,,,,,,,,,,
PMN2A_1696,AAZ59184.1,None,putative translation factor (SUA5),Syncc8109_0516,AHF62912.1,None,hypothetical protein,2.25279E-54,,,,,,,,,,
PMN2A_1697,AAZ59185.1,None,cell division topological specificity factor MinE,Syncc8109_0520,AHF62915.1,minE,cell division topological specificity factor MinE,1.69022E-45,,,,,,,,,,
PMN2A_1698,AAZ59186.1,None,septum site-determining protein MinD,Syncc8109_0521,AHF62916.1,minD,septum site-determining protein MinD,1.64559E-149,,,,,,,,,,
PMN2A_1699,AAZ59187.1,None,septum site-determining protein MinC,Syncc8109_0522,AHF62917.1,minC,putative septum site-determining protein,1.09998E-44,,,,,,,,,,
PMN2A_1700,AAZ59188.1,None,metal dependent phosphohydrolase,Syncc8109_0523,AHF62918.1,None,metal dependent phosphohydrolase,0.00000E+00,,,,,,,,,,
PMN2A_1701,AAZ59189.1,None,"C-terminal processing peptidase-2, Serine peptidase, MEROPS family S41A",Syncc8109_0524,AHF62919.1,ctpA,carboxyl-terminal protease,2.36491E-177,Syncc8109_1389,AHF63752.1,None,carboxyl-terminal protease,7.98122E-80,,,,,
PMN2A_1702,AAZ59190.1,None,cytochrome b6,Syncc8109_0525,AHF62920.1,petB,apocytochrome b6,5.02645E-158,,,,,,,,,,
PMN2A_1703,AAZ59191.1,None,PetD protein,Syncc8109_0526,AHF62921.1,petD,cytochrome b6-f complex subunit 4 (17 kd polypeptide),1.73893E-101,,,,,,,,,,
PMN2A_1704,AAZ59192.1,None,putative neutral/alkaline invertase protein,Syncc8109_0527,AHF62922.1,invA,putative neutral invertase-like protein,0.00000E+00,,,,,,,,,,
PMN2A_1705,AAZ59193.1,None,DNA-(apurinic or apyrimidinic site) lyase / Formamidopyrimidine-DNA glycosylase,Syncc8109_0539,AHF62928.1,None,formamidopyrimidine-DNA glycosylase,1.59888E-122,,,,,,,,,,
PMN2A_1706,AAZ59194.1,None,photosystem I subunit IV psaE,Syncc8109_0540,AHF62929.1,psaE,photosystem I subunit IV (PsaE),7.26948E-24,,,,,,,,,,
PMN2A_1707,AAZ59195.1,None,conserved hypothetical protein,Syncc8109_0541,AHF62930.1,None,hypothetical protein,3.45456E-172,,,,,,,,,,
PMN2A_1708,AAZ59196.1,None,peptidoglycan-binding LysM,Syncc8109_0543,AHF62932.1,lysM,Peptidoglycan-binding LysM,2.06300E-33,,,,,,,,,,
PMN2A_1709,AAZ59197.1,None,putative aldehyde dehydrogenase,Syncc8109_0544,AHF62933.1,None,putative aldehyde dehydrogenase,0.00000E+00,,,,,,,,,,
PMN2A_1711,AAZ59199.1,None,uncharacterized conserved membrane protein,Syncc8109_0474,AHF62874.1,None,hypothetical protein,2.35584E-39,,,,,,,,,,
PMN2A_1719,AAZ59207.1,None,TPR repeat,Syncc8109_2059,AHF64400.1,None,hypothetical protein,1.30951E-30,Syncc8109_2059,AHF64400.1,None,hypothetical protein,1.16745E-24,Syncc8109_2059,AHF64400.1,None,hypothetical protein,9.94011E-24
PMN2A_1721,AAZ59209.1,None,3-dehydroquinate dehydratase,Syncc8109_0554,AHF62941.1,aroQ,"3-dehydroquinate dehydratase, type II",1.64121E-56,,,,,,,,,,
PMN2A_1722,AAZ59210.1,None,probable hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA,Syncc8109_0555,AHF62942.1,None,tRNA-(MS(2)IO(6)A)-hydroxylase-like protein,7.28399E-85,,,,,,,,,,
PMN2A_1723,AAZ59211.1,None,cobalt-factor II C20-methyltransferase / precorrin-2 C20-methyltransferase,Syncc8109_2114,AHF64452.1,cobI/cbiL,precorrin-2 C20-methyltransferase,9.66254E-76,,,,,,,,,,
PMN2A_1724,AAZ59212.1,None,Dihydrouridine synthase TIM-barrel protein nifR3,Syncc8109_2124,AHF64461.1,None,Dihydrouridine synthase TIM-barrel protein nifR3,1.90513E-143,Syncc8109_0016,AHF62442.1,None,uncharacterized protein family UPF0034,1.84442E-24,,,,,
PMN2A_1726,AAZ59214.1,None,Small GTP-binding protein protein domain:GTP-binding protein,Syncc8109_2120,AHF64458.1,None,Small GTP-binding protein domain protein,0.00000E+00,Syncc8109_2120,AHF64458.1,None,Small GTP-binding protein domain protein,1.07001E-13,Syncc8109_2562,AHF64869.1,trmE,tRNA modification GTPase TrmE,2.00757E-20
PMN2A_1727,AAZ59215.1,None,possible cobalt transport protein,Syncc8109_2119,AHF64457.1,None,putative cobalt transport protein,3.36864E-103,,,,,,,,,,
PMN2A_1728,AAZ59216.1,None,conserved hypothetical protein,Syncc8109_2118,AHF64456.1,None,hypothetical protein,8.45487E-49,,,,,,,,,,
PMN2A_1729,AAZ59217.1,None,Protein of unknown function UPF0001,Syncc8109_2117,AHF64455.1,None,hypothetical protein,2.94830E-76,,,,,,,,,,
PMN2A_1730,AAZ59218.1,None,conserved hypothetical protein,Syncc8109_2116,AHF64454.1,None,hypothetical protein,5.19646E-81,,,,,,,,,,
PMN2A_1731,AAZ59219.1,None,pyrroline-5-carboxylate reductase,Syncc8109_2115,AHF64453.1,proC,pyrroline-5-carboxylate reductase,2.99630E-99,,,,,,,,,,
PMN2A_1732,AAZ59220.1,None,glycosyl transferases group 1,Syncc8109_2109,AHF64447.1,rfaG,putative glycosyltransferase,0.00000E+00,,,,,,,,,,
PMN2A_1733,AAZ59221.1,None,DNA replication and repair protein RecO,Syncc8109_2107,AHF64445.1,recO,DNA repair protein RecO,1.19494E-85,,,,,,,,,,
PMN2A_1734,AAZ59222.1,None,deoxyribose-phosphate aldolase,Syncc8109_2106,AHF64444.1,deoC,deoxyribose-phosphate aldolase,2.16916E-53,,,,,,,,,,
PMN2A_1735,AAZ59223.1,None,sigma 54 modulation protein / SSU ribosomal protein S30P,Syncc8109_2105,AHF64443.1,raiA,putative sigma 54 modulation protein/ribosomal protein S30EA,1.19084E-94,,,,,,,,,,
PMN2A_1736,AAZ59224.1,None,Lipoate-protein ligase B,Syncc8109_2104,AHF64442.1,lipB,lipoate-protein ligase B,5.04163E-88,,,,,,,,,,
PMN2A_1737,AAZ59225.1,None,long-chain acyl-CoA synthetase,Syncc8109_2103,AHF64441.1,fadD,putative long-chain-fatty-acid--CoA ligase,0.00000E+00,,,,,,,,,,
PMN2A_1738,AAZ59226.1,None,conserved hypothetical protein,Syncc8109_2102,AHF64440.1,None,hypothetical protein,1.64494E-65,,,,,,,,,,
PMN2A_1739,AAZ59227.1,None,dihydrolipoamide S-acetyltransferase,Syncc8109_2101,AHF64439.1,None,putative dihydrolipoamide acetyltransferase component (E2) of pyruvate,0.00000E+00,,,,,,,,,,
PMN2A_1740,AAZ59228.1,None,S-adenosylmethionine:tRNA-ribosyltransferase- isomerase,Syncc8109_2100,AHF64438.1,queA,queuosine biosynthesis protein,4.17800E-141,,,,,,,,,,
PMN2A_1741,AAZ59229.1,None,cysteine synthase,Syncc8109_2099,AHF64437.1,cysK,cysteine synthase A,0.00000E+00,Syncc8109_2470,AHF64778.1,cysK,cysteine synthase A,3.54083E-95,,,,,
PMN2A_1742,AAZ59230.1,None,cystathionine gamma-synthase,Syncc8109_2098,AHF64436.1,metC,putative cystathionine gamma-synthase,0.00000E+00,Syncc8109_2097,AHF64435.1,metB,Cystathionine gamma-synthase,4.12529E-14,,,,,
PMN2A_1743,AAZ59231.1,None,cystathionine gamma-synthase,Syncc8109_2097,AHF64435.1,metB,Cystathionine gamma-synthase,0.00000E+00,Syncc8109_0889,AHF63266.1,cysD,O-acetylhomoserine/O-acetylserine sulfhydrylase,1.52196E-48,Syncc8109_2098,AHF64436.1,metC,putative cystathionine gamma-synthase,1.39029E-16
PMN2A_1744,AAZ59232.1,None,SSU ribosomal protein S4P,Syncc8109_1936,AHF64280.1,rpsD,ribosomal protein S4,2.67700E-140,,,,,,,,,,
PMN2A_1745,AAZ59233.1,None,Protein of unknown function DUF37,Syncc8109_1935,AHF64279.1,None,hypothetical protein,8.31416E-39,,,,,,,,,,
PMN2A_1746,AAZ59234.1,None,thioredoxin family protein,Syncc8109_1934,AHF64278.1,None,ribonucleotide reductase (class II),1.64968E-21,,,,,,,,,,
PMN2A_1747,AAZ59235.1,None,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",Syncc8109_1933,AHF64277.1,murE,UDP-N-acetylmuramyl-tripeptide synthetase,1.38385E-173,,,,,,,,,,
PMN2A_1748,AAZ59236.1,None,L-cysteine/cystine lyase-like protein,Syncc8109_1932,AHF64276.1,None,putative L-cysteine/cystine lyase,1.99565E-161,,,,,,,,,,
PMN2A_1750,AAZ59238.1,None,"hydrogenase accessory protein or high-affinity nickel-transport protein-like protein, membrane protein",Syncc8109_1858,AHF64210.1,None,hypothetical protein,3.51403E-66,,,,,,,,,,
PMN2A_1752,AAZ59240.1,None,NifU-like protein,Syncc8109_1916,AHF64261.1,nifU,NifU-like protein,3.18292E-50,,,,,,,,,,
PMN2A_1753,AAZ59241.1,None,malate:quinone-oxidoreductase,Syncc8109_1915,AHF64260.1,mqo,Malate:quinone-oxidoreductase,0.00000E+00,,,,,,,,,,
PMN2A_1754,AAZ59242.1,None,GTP-binding protein LepA,Syncc8109_1913,AHF64258.1,lepA,GTP-binding protein LepA,0.00000E+00,Syncc8109_1447,AHF63809.1,typA / bipA,GTP-binding protein TypA,3.06717E-37,Syncc8109_1409,AHF63772.1,prfC,peptide chain release factor 3,1.62158E-27
PMN2A_1755,AAZ59243.1,None,"putative ABC transporter, oligopeptides",Syncc8109_1911,AHF64256.1,None,"putative ABC transporter, oligopeptide",2.32947E-119,,,,,,,,,,
PMN2A_1756,AAZ59244.1,None,tRNA (guanosine-2'-O-)-methyltransferase,Syncc8109_1908,AHF64253.1,None,tRNA (guanosine-2'-O-)-methyltransferase,6.92720E-101,Syncc8109_1529,AHF63890.1,None,"RNA methyltransferase TrmH, group 3",3.19834E-16,,,,,
PMN2A_1757,AAZ59245.1,None,porin-like protein,Syncc8109_2472,AHF64780.1,som,putative porin,7.85625E-27,Syncc8109_1060,AHF63431.1,None,putative porin,1.33098E-22,Syncc8109_1039,AHF63411.1,None,putative porin,8.92297E-19
PMN2A_1758,AAZ59246.1,None,"Fmu, rRNA SAM-dependent methyltransferase",Syncc8109_1906,AHF64251.1,None,sun protein,1.96611E-159,,,,,,,,,,
PMN2A_1759,AAZ59247.1,None,chlorophyll synthase,Syncc8109_1904,AHF64249.1,chlG,"chlorophyll synthase, ChlG",0.00000E+00,,,,,,,,,,
PMN2A_1760,AAZ59248.1,None,conserved hypothetical protein,Syncc8109_1903,AHF64248.1,None,hypothetical protein,6.75274E-21,,,,,,,,,,
PMN2A_1761,AAZ59249.1,None,imidazole glycerol phosphate synthase subunit hisF,Syncc8109_1902,AHF64247.1,hisF,"imidazoleglycerol phosphate synthase, cyclase subunit",3.93444E-129,Syncc8109_0804,AHF63184.1,hisA,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,1.52784E-20,,,,,
PMN2A_1762,AAZ59250.1,None,demethylmenaquinone methyltransferase,Syncc8109_1901,AHF64246.1,None,ubiquinone/menaquinone biosynthesis methyltransferase,6.06092E-79,,,,,,,,,,
PMN2A_1764,AAZ59252.1,None,putative chloroplast membrane-associated 30 kD protein,Syncc8109_0647,AHF63032.1,pspA,membrane-associated 30 kD protein-like protein,1.63848E-111,,,,,,,,,,
PMN2A_1765,AAZ59253.1,None,biotin--acetyl-CoA-carboxylase ligase,Syncc8109_0650,AHF63035.1,None,Biotin--acetyl-CoA-carboxylase ligase,2.63192E-47,,,,,,,,,,
PMN2A_1766,AAZ59254.1,None,ATPase,Syncc8109_0653,AHF63038.1,None,ATPase,1.66219E-122,Syncc8109_0880,AHF63257.1,glnQ,ATPase,2.25056E-42,Syncc8109_1461,AHF63823.1,None,ATPase,1.69763E-35
PMN2A_1767,AAZ59255.1,None,NADH dehydrogenase subunit N,Syncc8109_0654,AHF63039.1,ndhB,"Proton-translocating NADH-quinone oxidoreductase, chain N",0.00000E+00,Syncc8109_2509,AHF64816.1,ndhF2,"proton-translocating NADH-quinone oxidoreductase, chain L",1.54713E-19,Syncc8109_2510,AHF64817.1,ndhD1,"proton-translocating NADH-quinone oxidoreductase, chain M",7.39842E-19
PMN2A_1768,AAZ59256.1,None,DNA topoisomerase I,Syncc8109_0655,AHF63040.1,topA,DNA topoisomerase I,0.00000E+00,,,,,,,,,,
PMN2A_1769,AAZ59257.1,None,conserved hypothetical protein,Syncc8109_0656,AHF63041.1,None,hypothetical protein,2.12955E-14,,,,,,,,,,
PMN2A_1770,AAZ59258.1,None,uncharacterized conserved membrane protein,Syncc8109_0657,AHF63042.1,None,hypothetical protein,5.65962E-79,,,,,,,,,,
PMN2A_1771,AAZ59259.1,None,Protein of unknown function DUF102,Syncc8109_0658,AHF63043.1,None,hypothetical protein,4.82992E-116,,,,,,,,,,
PMN2A_1772,AAZ59260.1,None,conserved hypothetical protein,Syncc8109_0659,AHF63044.1,None,Twin-arginine translocation pathway signal,1.84491E-64,,,,,,,,,,
PMN2A_1773,AAZ59261.1,None,Lumazine-binding protein,Syncc8109_0662,AHF63047.1,None,"putative boflavin synthase, alpha subunit",1.00621E-93,,,,,,,,,,
PMN2A_1774,AAZ59262.1,None,transcriptional regulator AbrB,Syncc8109_0663,AHF63048.1,abrB,Transcriptional regulator AbrB,1.49118E-51,Syncc8109_0883,AHF63260.1,None,hypothetical protein,1.21555E-24,Syncc8109_1124,AHF63495.1,None,hypothetical protein,1.03249E-20
PMN2A_1775,AAZ59263.1,None,cytochrome c oxidase subunit III,Syncc8109_0664,AHF63049.1,coxC,putative cytochrome c oxidase subunit III,3.09053E-101,,,,,,,,,,
PMN2A_1776,AAZ59264.1,None,cytochrome-c oxidase,Syncc8109_0665,AHF63050.1,coxA,Cytochrome-c oxidase,0.00000E+00,,,,,,,,,,
PMN2A_1777,AAZ59265.1,None,"putative cytochrome c oxidase, subunit II",Syncc8109_0666,AHF63051.1,coxB,putative cytochrome c oxidase subunit II,2.73322E-138,,,,,,,,,,
PMN2A_1778,AAZ59266.1,None,putative cytochrome c oxidase assembly protein,Syncc8109_0667,AHF63052.1,ctaA,putative cytochrome c oxidase assembly protein,1.28367E-81,,,,,,,,,,
PMN2A_1779,AAZ59267.1,None,protoheme IX farnesyltransferase,Syncc8109_0668,AHF63053.1,ctaB,protoheme IX farnesyltransferase,8.35828E-150,,,,,,,,,,
PMN2A_1780,AAZ59268.1,None,ATPase,Syncc8109_0669,AHF63054.1,drrA,ATPase,5.41233E-158,Syncc8109_2634,AHF64941.1,None,ATPase,1.26275E-35,Syncc8109_1444,AHF63806.1,None,ATPase,1.16460E-32
PMN2A_1781,AAZ59269.1,None,putative multidrug efflux ABC transporter,Syncc8109_0670,AHF63055.1,drrB,putative multidrug efflux ABC transporter,1.86582E-130,,,,,,,,,,
PMN2A_1783,AAZ59271.1,None,chaperonin Cpn60/TCP-1,Syncc8109_0673,AHF63058.1,groEL2,Chaperonin Cpn60/TCP-1,0.00000E+00,Syncc8109_2250,AHF64576.1,groEL,chaperonin GroEL,0.00000E+00,,,,,
PMN2A_1784,AAZ59272.1,None,conserved hypothetical protein,Syncc8109_0674,AHF63059.1,None,hypothetical protein,5.27163E-18,,,,,,,,,,
PMN2A_1785,AAZ59273.1,None,3-oxoacyl-[acyl-carrier-protein,Syncc8109_0675,AHF63060.1,fabG,3-oxoacyl-(acyl-carrier-protein) reductase,1.18667E-121,Syncc8109_1420,AHF63782.1,None,putative short-chain dehydrogenase family protein,7.79840E-18,Syncc8109_1973,AHF64317.1,None,putative short-chain dehydrogenase,1.08107E-11
PMN2A_1786,AAZ59274.1,None,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,Syncc8109_0678,AHF63063.1,ispD,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2.39108E-100,,,,,,,,,,
PMN2A_1787,AAZ59275.1,None,conserved hypothetical protein,Syncc8109_0679,AHF63064.1,None,hypothetical protein,6.08897E-105,Syncc8109_0825,AHF63203.1,None,hypothetical protein,1.13742E-62,,,,,
PMN2A_1788,AAZ59276.1,None,4-hydroxybenzoate octaprenyltransferase,Syncc8109_0680,AHF63065.1,ubiA,putative 4-hydroxybenzoate-octaprenyltransferase,6.57368E-98,,,,,,,,,,
PMN2A_1789,AAZ59277.1,None,putative exopolyphosphatase,Syncc8109_0681,AHF63066.1,gppA,Exopolyphosphatase,0.00000E+00,,,,,,,,,,
PMN2A_1790,AAZ59278.1,None,putative Uncharacterized protein conserved in bacteria,Syncc8109_0682,AHF63067.1,None,"transcriptional regulator, XRE family",8.79271E-22,,,,,,,,,,
PMN2A_1791,AAZ59279.1,None,precorrin-4 C11-methyltransferase,Syncc8109_0684,AHF63068.1,cobM,precorrin-4 C11-methyltransferase,4.80506E-107,Syncc8109_2719,AHF65025.1,cobA,uroporphyrin-III C-methyltransferase,1.19253E-18,,,,,
PMN2A_1792,AAZ59280.1,None,prolipoprotein diacylglyceryl transferase,Syncc8109_0685,AHF63069.1,yvoC,prolipoprotein diacylglyceryl transferase,3.60202E-120,,,,,,,,,,
PMN2A_1793,AAZ59281.1,None,apocytochrome F,Syncc8109_0686,AHF63070.1,petA,apocytochrome f,3.79018E-153,,,,,,,,,,
PMN2A_1794,AAZ59282.1,None,cytochrome b6/f complex subunit (rieske iron-sulfur protein),Syncc8109_0687,AHF63071.1,petC,Twin-arginine translocation pathway signal,2.26362E-114,,,,,,,,,,
PMN2A_1795,AAZ59283.1,None,hypothetical protein,Syncc8109_0688,AHF63072.1,None,hypothetical protein,7.47634E-39,,,,,,,,,,
PMN2A_1796,AAZ59284.1,None,Sec-independent protein translocase TatC,Syncc8109_0689,AHF63073.1,tatC,Sec-independent protein translocase TatC,3.00626E-109,,,,,,,,,,
PMN2A_1798,AAZ59286.1,None,RNA-binding protein,Syncc8109_0690,AHF63074.1,None,secreted protein MPB70 precursor-like protein,1.53619E-164,,,,,,,,,,
PMN2A_1799,AAZ59287.1,None,guanylate kinase,Syncc8109_0691,AHF63075.1,gmk,Guanylate kinase,7.65049E-84,,,,,,,,,,
PMN2A_1800,AAZ59288.1,None,photosystem I reaction centre subunit IX PsaJ,Syncc8109_0692,AHF63076.1,psaJ,photosystem I reaction centre subunit IX (PsaJ),2.04089E-14,,,,,,,,,,
PMN2A_1801,AAZ59289.1,None,photosystem I PsaF protein (subunit III),Syncc8109_0693,AHF63077.1,psaF,photosystem I reaction center subunit III (PsaF),5.50365E-43,,,,,,,,,,
PMN2A_1802,AAZ59290.1,None,O-sialoglycoprotein endopeptidase,Syncc8109_0694,AHF63078.1,None,"metalloendopeptidase, putative, glycoprotease family",3.08809E-169,,,,,,,,,,
PMN2A_1803,AAZ59291.1,None,high light inducible protein hli9,Syncc8109_0695,AHF63079.1,hli8,putative high light inducible protein,1.53747E-12,,,,,,,,,,
PMN2A_1804,AAZ59292.1,None,conserved hypothetical protein,Syncc8109_0700,AHF63082.1,None,hypothetical protein,1.13626E-39,,,,,,,,,,
PMN2A_1805,AAZ59293.1,None,"sodium/proton antiporter, CPA1 family",Syncc8109_0702,AHF63084.1,nhaP,"putative Na+/H+ antiporter, CPA1 family",7.51433E-158,,,,,,,,,,
PMN2A_1806,AAZ59294.1,None,glutamyl-tRNA synthetase / glutamate--tRNA(Gln) ligase,Syncc8109_2178,AHF64508.1,None,glutamyl-tRNA synthetase-like protein,6.49578E-34,,,,,,,,,,
PMN2A_1807,AAZ59295.1,None,conserved hypothetical protein,Syncc8109_0707,AHF63088.1,None,hypothetical protein,1.51671E-40,,,,,,,,,,
PMN2A_1808,AAZ59296.1,None,LSU ribosomal protein L19P,Syncc8109_0709,AHF63089.1,rpl19,ribosomal protein L19,7.42974E-76,,,,,,,,,,
PMN2A_1809,AAZ59297.1,None,"methionine aminopeptidase, type I",Syncc8109_0711,AHF63091.1,map,"methionine aminopeptidase, type I",1.52206E-156,,,,,,,,,,
PMN2A_1810,AAZ59298.1,None,conserved hypothetical protein,Syncc8109_0712,AHF63092.1,None,short chain dehydrogenase,3.11763E-71,,,,,,,,,,
PMN2A_1811,AAZ59299.1,None,bioD-like N-terminal domain of phosphotransacetylase,Syncc8109_0714,AHF63094.1,None,hypothetical protein,0.00000E+00,,,,,,,,,,
PMN2A_1812,AAZ59300.1,None,cyanobacteria-specific protein,Syncc8109_0715,AHF63095.1,None,hypothetical protein,1.67176E-96,,,,,,,,,,
PMN2A_1813,AAZ59301.1,None,conserved hypothetical protein,Syncc8109_0717,AHF63097.1,None,nucleotide-binding protein,1.82858E-82,,,,,,,,,,
PMN2A_1814,AAZ59302.1,None,conserved hypothetical protein,Syncc8109_1679,AHF64036.1,None,hypothetical protein,4.27654E-21,,,,,,,,,,
PMN2A_1815,AAZ59303.1,None,"SPFH domain, Band 7 family protein",Syncc8109_0574,AHF62961.1,None,Band 7 protein,1.68864E-141,Syncc8109_2173,AHF64503.1,None,Band 7 protein,6.47786E-113,,,,,
PMN2A_1816,AAZ59304.1,None,"glutamate-1-semialdehyde 2,1-aminomutase",Syncc8109_0723,AHF63103.1,hemL,"glutamate-1-semialdehyde-2,1-aminomutase",0.00000E+00,Syncc8109_1867,AHF64217.1,argD,acetylornithine and succinylornithine aminotransferase,1.34415E-22,Syncc8109_2141,AHF64476.1,bioA,putative diaminopelargonic acid synthase,1.52775E-19
PMN2A_1817,AAZ59305.1,None,Exodeoxyribonuclease III,Syncc8109_0726,AHF63106.1,None,exodeoxyribonuclease III,3.59840E-102,,,,,,,,,,
PMN2A_1819,AAZ59307.1,None,conserved hypothetical protein,Syncc8109_0730,AHF63110.1,None,hypothetical protein,1.53751E-79,,,,,,,,,,
PMN2A_1820,AAZ59308.1,None,Protein of unknown function DUF111,Syncc8109_0732,AHF63112.1,None,hypothetical protein,9.53298E-108,,,,,,,,,,
PMN2A_1821,AAZ59309.1,None,conserved hypothetical protein,Syncc8109_0733,AHF63113.1,None,hypothetical protein,1.55291E-51,,,,,,,,,,
PMN2A_1822,AAZ59310.1,None,ABC-type Fe3+ transport system permease component,Syncc8109_0735,AHF63115.1,futB,putative iron ABC transporter,0.00000E+00,,,,,,,,,,
PMN2A_1823,AAZ59311.1,None,conserved hypothetical protein,Syncc8109_0621,AHF63007.1,None,hypothetical protein,8.60713E-157,Syncc8109_0738,AHF63118.1,None,hypothetical protein,1.98421E-156,,,,,
PMN2A_1824,AAZ59312.1,None,pterin-4-alpha-carbinolamine dehydratase,Syncc8109_0739,AHF63119.1,phhB,4A-hydroxytetrahydrobiopterin dehydratase (PCD),1.90418E-31,,,,,,,,,,
PMN2A_1825,AAZ59313.1,None,Protein of unknown function UPF0047,Syncc8109_0740,AHF63120.1,None,hypothetical protein,2.17729E-44,,,,,,,,,,
PMN2A_1826,AAZ59314.1,None,thermostable carboxypeptidase 1,Syncc8109_0743,AHF63123.1,None,Thermostable carboxypeptidase 1,0.00000E+00,,,,,,,,,,
PMN2A_1827,AAZ59315.1,None,inorganic diphosphatase,Syncc8109_0744,AHF63124.1,None,Inorganic diphosphatase,1.43701E-132,Syncc8109_0765,AHF63145.1,ppa,Inorganic diphosphatase,1.22588E-19,,,,,
PMN2A_1828,AAZ59316.1,None,hydroxymethylbilane synthase,Syncc8109_0746,AHF63126.1,hemC,porphobilinogen deaminase,0.00000E+00,,,,,,,,,,
PMN2A_1829,AAZ59317.1,None,sigma-70 factor,Syncc8109_0748,AHF63128.1,rpoD,Sigma-70 factor,0.00000E+00,Syncc8109_2661,AHF64967.1,None,putative type II alternative RNA polymerase sigma factor,8.40999E-88,Syncc8109_0120,AHF62540.1,None,"type II alternative RNA polymerase sigma factor, sigma-70 family",3.43491E-86
PMN2A_1830,AAZ59318.1,None,replication restart DNA helicase PriA,Syncc8109_0750,AHF63130.1,priA,primosomal protein N' (replication factor Y),0.00000E+00,,,,,,,,,,
PMN2A_1831,AAZ59319.1,None,uncharacterized membrane protein,Syncc8109_0751,AHF63131.1,None,hypothetical protein,7.55417E-65,,,,,,,,,,
PMN2A_1832,AAZ59320.1,None,N-acetylglutamate kinase,Syncc8109_0752,AHF63132.1,argB,acetylglutamate kinase,7.66792E-144,,,,,,,,,,
PMN2A_1833,AAZ59321.1,None,conserved hypothetical protein,Syncc8109_0753,AHF63133.1,None,hypothetical protein,4.04155E-73,,,,,,,,,,
PMN2A_1834,AAZ59322.1,None,conserved hypothetical protein,Syncc8109_0754,AHF63134.1,None,hypothetical protein,4.91333E-20,,,,,,,,,,
PMN2A_1835,AAZ59323.1,None,single-stranded DNA-binding protein,Syncc8109_0755,AHF63135.1,None,hypothetical protein,5.79139E-58,,,,,,,,,,
PMN2A_1836,AAZ59324.1,None,precorrin-6A reductase,Syncc8109_0756,AHF63136.1,None,precorrin-6X reductase,1.05902E-48,,,,,,,,,,
PMN2A_1837,AAZ59325.1,None,conserved hypothetical protein,Syncc8109_0757,AHF63137.1,None,putative divalent cation tolerance protein,3.25865E-16,,,,,,,,,,
PMN2A_1838,AAZ59326.1,None,possible carbohydrate kinase,Syncc8109_0758,AHF63138.1,pfkB,"putative carbohydrate kinase, PfkB family",5.44224E-135,,,,,,,,,,
PMN2A_1839,AAZ59327.1,None,Adenylosuccinate synthetase,Syncc8109_0759,AHF63139.1,purA,adenylosuccinate synthetase,0.00000E+00,,,,,,,,,,
PMN2A_1840,AAZ59328.1,None,photosystem II protein Psb27,Syncc8109_0760,AHF63140.1,psb27,putative photosystem II Psb27 protein,2.86652E-39,,,,,,,,,,
PMN2A_1841,AAZ59329.1,None,"prolyl-tRNA synthetase, bacterial",Syncc8109_0761,AHF63141.1,proS,prolyl-tRNA synthetase,0.00000E+00,,,,,,,,,,
PMN2A_1842,AAZ59330.1,None,possible helix-turn-helix domain of resolvase,Syncc8109_0763,AHF63143.1,None,hypothetical protein,2.05159E-60,,,,,,,,,,
PMN2A_1844,AAZ59332.1,None,inorganic diphosphatase,Syncc8109_0765,AHF63145.1,ppa,Inorganic diphosphatase,3.90609E-73,Syncc8109_0744,AHF63124.1,None,Inorganic diphosphatase,4.98594E-28,,,,,
PMN2A_1845,AAZ59333.1,None,Conserved hypothetical protein ArsC related protein,Syncc8109_0767,AHF63147.1,None,hypothetical protein,1.30040E-21,,,,,,,,,,
PMN2A_1846,AAZ59334.1,None,"signal peptidase I, Serine peptidase, MEROPS family S26A",Syncc8109_0769,AHF63149.1,None,"Peptidase S26A, signal peptidase I",1.84630E-71,Syncc8109_1567,AHF63925.1,lepB,"Peptidase S26A, signal peptidase I",6.51971E-25,,,,,
PMN2A_1847,AAZ59335.1,None,phosphoglycerate mutase,Syncc8109_0771,AHF63151.1,cobC,putative alpha-ribazole-5'-P phosphatase,0.00000E+00,,,,,,,,,,
PMN2A_1848,AAZ59336.1,None,metal-dependent membrane protease,Syncc8109_0772,AHF63152.1,None,putative membrane associated protease,1.52743E-96,,,,,,,,,,
PMN2A_1849,AAZ59337.1,None,conserved hypothetical protein,Syncc8109_0773,AHF63153.1,None,hypothetical protein,1.42708E-27,,,,,,,,,,
PMN2A_1850,AAZ59338.1,None,peptidoglycan glycosyltransferase,Syncc8109_0774,AHF63154.1,ftsI,Peptidoglycan glycosyltransferase,0.00000E+00,Syncc8109_0055,AHF62480.1,None,Peptidoglycan glycosyltransferase,4.17396E-34,,,,,
