Locus tag,Protein ID,Gene,Protein name
[locus_tag=PMN2A_1611],[protein_id=AAZ59099.1],[gene=None],"[protein=cob(I)yrinic acid a,c-diamide adenosyltransferase]"
[locus_tag=PMN2A_1612],[protein_id=AAZ59100.1],[gene=None],"[protein=transcriptional regulator, Crp/Fnr family]"
[locus_tag=PMN2A_1613],[protein_id=AAZ59101.1],[gene=None],[protein=uncharacterized conserved membrane protein]
[locus_tag=PMN2A_1614],[protein_id=AAZ59102.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1615],[protein_id=AAZ59103.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1616],[protein_id=AAZ59104.1],[gene=None],[protein=peptidyl-tRNA hydrolase]
[locus_tag=PMN2A_1617],[protein_id=AAZ59105.1],[gene=None],[protein=Twin-arginine translocation protein TatA/E]
[locus_tag=PMN2A_1619],[protein_id=AAZ59107.1],[gene=None],[protein=photosystem II reaction center PsbI protein]
[locus_tag=PMN2A_1620],[protein_id=AAZ59108.1],[gene=None],[protein=repeats containing protein]
[locus_tag=PMN2A_1621],[protein_id=AAZ59109.1],[gene=None],"[protein=3-isopropylmalate dehydratase, small subunit]"
[locus_tag=PMN2A_1622],[protein_id=AAZ59110.1],[gene=None],"[protein=3-isopropylmalate dehydratase, large subunit]"
[locus_tag=PMN2A_1623],[protein_id=AAZ59111.1],[gene=None],[protein=competence/damage-inducible protein cinA]
[locus_tag=PMN2A_1624],[protein_id=AAZ59112.1],[gene=None],[protein=serine hydroxymethyltransferase]
[locus_tag=PMN2A_1625],[protein_id=AAZ59113.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1626],[protein_id=AAZ59114.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1627],[protein_id=AAZ59115.1],[gene=None],[protein=virulence factor MVIN-like protein]
[locus_tag=PMN2A_1628],[protein_id=AAZ59116.1],[gene=None],[protein=Sugar fermentation stimulation protein]
[locus_tag=PMN2A_1629],[protein_id=AAZ59117.1],[gene=None],[protein=ammonium transporter]
[locus_tag=PMN2A_1630],[protein_id=AAZ59118.1],[gene=None],[protein=LytB protein]
[locus_tag=PMN2A_1631],[protein_id=AAZ59119.1],[gene=None],[protein=uncharacterized conserved membrane protein]
[locus_tag=PMN2A_1632],[protein_id=AAZ59120.1],[gene=None],[protein=IMP cyclohydrolase / phosphoribosylaminoimidazolecarboxamide formyltransferase]
[locus_tag=PMN2A_1633],[protein_id=AAZ59121.1],[gene=None],[protein=esterase]
[locus_tag=PMN2A_1634],[protein_id=AAZ59122.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1635],[protein_id=AAZ59123.1],[gene=None],[protein=signal transduction histidine kinase]
[locus_tag=PMN2A_1636],[protein_id=AAZ59124.1],[gene=None],[protein=cobalamin-5'-phosphate synthase]
[locus_tag=PMN2A_1637],[protein_id=AAZ59125.1],[gene=None],[protein=tRNA-guanine transglycosylase]
[locus_tag=PMN2A_1639],[protein_id=AAZ59127.1],[gene=None],[protein=dehydrogenase]
[locus_tag=PMN2A_1640],[protein_id=AAZ59128.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1641],[protein_id=AAZ59129.1],[gene=None],[protein=orotate phosphoribosyltransferase]
[locus_tag=PMN2A_1642],[protein_id=AAZ59130.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1643],[protein_id=AAZ59131.1],[gene=None],"[protein=DNA repair enzyme, contains HhH domain and nuclease of RecB family]"
[locus_tag=PMN2A_1644],[protein_id=AAZ59132.1],[gene=None],[protein=phosphomannomutase]
[locus_tag=PMN2A_1645],[protein_id=AAZ59133.1],[gene=None],[protein=Ham1-like protein]
[locus_tag=PMN2A_1646],[protein_id=AAZ59134.1],[gene=None],"[protein=lignostilbene-alpha, beta-dioxygenase]"
[locus_tag=PMN2A_1647],[protein_id=AAZ59135.1],[gene=None],[protein=imidazoleglycerol-phosphate dehydratase]
[locus_tag=PMN2A_1648],[protein_id=AAZ59136.1],[gene=None],[protein=Enoyl-[acyl-carrier-protein]
[locus_tag=PMN2A_1649],[protein_id=AAZ59137.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1650],[protein_id=AAZ59138.1],[gene=None],[protein=DegT/DnrJ/EryC1/StrS aminotransferase family enzyme]
[locus_tag=PMN2A_1651],[protein_id=AAZ59139.1],[gene=None],[protein=deoxyribodipyrimidine photo-lyase type I]
[locus_tag=PMN2A_1652],[protein_id=AAZ59140.1],[gene=None],[protein=NUDIX hydrolase]
[locus_tag=PMN2A_1654],[protein_id=AAZ59142.1],[gene=None],[protein=protoporphyrin IX magnesium-chelatase]
[locus_tag=PMN2A_1655],[protein_id=AAZ59143.1],[gene=None],[protein=ABC-type transport system involved in resistance to organic solvents periplasmic component]
[locus_tag=PMN2A_1656],[protein_id=AAZ59144.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_1657],[protein_id=AAZ59145.1],[gene=None],[protein=Conserved hypothetical protein CofD related protein]
[locus_tag=PMN2A_1658],[protein_id=AAZ59146.1],[gene=None],[protein=NADH dehydrogenase subunit C]
[locus_tag=PMN2A_1659],[protein_id=AAZ59147.1],[gene=None],[protein=NADH dehydrogenase subunit B]
[locus_tag=PMN2A_1660],[protein_id=AAZ59148.1],[gene=None],[protein=NADH dehydrogenase subunit A]
[locus_tag=PMN2A_1661],[protein_id=AAZ59149.1],[gene=None],[protein=rubredoxin]
[locus_tag=PMN2A_1662],[protein_id=AAZ59150.1],[gene=None],[protein=photosystem II stability/assembly factor]
[locus_tag=PMN2A_1663],[protein_id=AAZ59151.1],[gene=None],"[protein=cytochrome b559, alpha subunit]"
[locus_tag=PMN2A_1665],[protein_id=AAZ59153.1],[gene=None],[protein=photosystem II protein J PsbJ]
[locus_tag=PMN2A_1666],[protein_id=AAZ59154.1],[gene=None],[protein=methylthioadenosine phosphorylase]
[locus_tag=PMN2A_1668],[protein_id=AAZ59156.1],[gene=None],[protein=tRNA nucleotidyltransferase/poly(A) polymerase]
[locus_tag=PMN2A_1669],[protein_id=AAZ59157.1],[gene=None],"[protein=ATP-dependent DNA helicase, Rep family]"
[locus_tag=PMN2A_1670],[protein_id=AAZ59158.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_1671],[protein_id=AAZ59159.1],[gene=None],[protein=phycoerythrin class III beta chain CpeB]
[locus_tag=PMN2A_1672],[protein_id=AAZ59160.1],[gene=None],[protein=phycoerythrin class III alpha chain CpeA]
[locus_tag=PMN2A_1674],[protein_id=AAZ59162.1],[gene=None],[protein=PBS lyase HEAT-like repeat]
[locus_tag=PMN2A_1675],[protein_id=AAZ59163.1],[gene=None],[protein=possible bilin biosynthesis protein CpeY]
[locus_tag=PMN2A_1676],[protein_id=AAZ59164.1],[gene=None],[protein=CpeT protein-like protein]
[locus_tag=PMN2A_1677],[protein_id=AAZ59165.1],[gene=None],[protein=CpeS-like protein]
[locus_tag=PMN2A_1678],[protein_id=AAZ59166.1],[gene=None],[protein=phycoerythrin class III gamma chain]
[locus_tag=PMN2A_1679],[protein_id=AAZ59167.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1680],[protein_id=AAZ59168.1],[gene=None],[protein=putative nucleoside-diphosphate sugar epimerase]
[locus_tag=PMN2A_1681],[protein_id=AAZ59169.1],[gene=None],[protein=putative nucleotide sugar epimerase]
[locus_tag=PMN2A_1682],[protein_id=AAZ59170.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1683],[protein_id=AAZ59171.1],[gene=None],[protein=TPR repeat]
[locus_tag=PMN2A_1685],[protein_id=AAZ59173.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1686],[protein_id=AAZ59174.1],[gene=None],[protein=sugar kinase]
[locus_tag=PMN2A_1687],[protein_id=AAZ59175.1],[gene=None],[protein=methionine adenosyltransferase]
[locus_tag=PMN2A_1688],[protein_id=AAZ59176.1],[gene=None],[protein=haloacid dehalogenase/epoxide hydrolase family]
[locus_tag=PMN2A_1689],[protein_id=AAZ59177.1],[gene=None],[protein=SSU ribosomal protein S1P]
[locus_tag=PMN2A_1690],[protein_id=AAZ59178.1],[gene=None],[protein=Protein of unknown function DUF193]
[locus_tag=PMN2A_1691],[protein_id=AAZ59179.1],[gene=None],[protein=photosystem II PsbT protein]
[locus_tag=PMN2A_1692],[protein_id=AAZ59180.1],[gene=None],[protein=photosystem II PsbB protein (CP47)]
[locus_tag=PMN2A_1693],[protein_id=AAZ59181.1],[gene=None],[protein=possible photosystem II reaction center M protein (PsbM)]
[locus_tag=PMN2A_1694],[protein_id=AAZ59182.1],[gene=None],[protein=thioesterase]
[locus_tag=PMN2A_1695],[protein_id=AAZ59183.1],[gene=None],[protein=modification methylase HemK]
[locus_tag=PMN2A_1696],[protein_id=AAZ59184.1],[gene=None],[protein=putative translation factor (SUA5)]
[locus_tag=PMN2A_1697],[protein_id=AAZ59185.1],[gene=None],[protein=cell division topological specificity factor MinE]
[locus_tag=PMN2A_1698],[protein_id=AAZ59186.1],[gene=None],[protein=septum site-determining protein MinD]
[locus_tag=PMN2A_1699],[protein_id=AAZ59187.1],[gene=None],[protein=septum site-determining protein MinC]
[locus_tag=PMN2A_1700],[protein_id=AAZ59188.1],[gene=None],[protein=metal dependent phosphohydrolase]
[locus_tag=PMN2A_1701],[protein_id=AAZ59189.1],[gene=None],"[protein=C-terminal processing peptidase-2, Serine peptidase, MEROPS family S41A]"
[locus_tag=PMN2A_1702],[protein_id=AAZ59190.1],[gene=None],[protein=cytochrome b6]
[locus_tag=PMN2A_1703],[protein_id=AAZ59191.1],[gene=None],[protein=PetD protein]
[locus_tag=PMN2A_1704],[protein_id=AAZ59192.1],[gene=None],[protein=putative neutral/alkaline invertase protein]
[locus_tag=PMN2A_1705],[protein_id=AAZ59193.1],[gene=None],[protein=DNA-(apurinic or apyrimidinic site) lyase / Formamidopyrimidine-DNA glycosylase]
[locus_tag=PMN2A_1706],[protein_id=AAZ59194.1],[gene=None],[protein=photosystem I subunit IV psaE]
[locus_tag=PMN2A_1707],[protein_id=AAZ59195.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1708],[protein_id=AAZ59196.1],[gene=None],[protein=peptidoglycan-binding LysM]
[locus_tag=PMN2A_1709],[protein_id=AAZ59197.1],[gene=None],[protein=putative aldehyde dehydrogenase]
[locus_tag=PMN2A_1711],[protein_id=AAZ59199.1],[gene=None],[protein=uncharacterized conserved membrane protein]
[locus_tag=PMN2A_1715],[protein_id=AAZ59203.1],[gene=None],[protein=high light inducible protein hli7]
[locus_tag=PMN2A_1719],[protein_id=AAZ59207.1],[gene=None],[protein=TPR repeat]
[locus_tag=PMN2A_1721],[protein_id=AAZ59209.1],[gene=None],[protein=3-dehydroquinate dehydratase]
[locus_tag=PMN2A_1722],[protein_id=AAZ59210.1],[gene=None],[protein=probable hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA]
[locus_tag=PMN2A_1723],[protein_id=AAZ59211.1],[gene=None],[protein=cobalt-factor II C20-methyltransferase / precorrin-2 C20-methyltransferase]
[locus_tag=PMN2A_1724],[protein_id=AAZ59212.1],[gene=None],[protein=Dihydrouridine synthase TIM-barrel protein nifR3]
[locus_tag=PMN2A_1726],[protein_id=AAZ59214.1],[gene=None],[protein=Small GTP-binding protein protein domain:GTP-binding protein]
[locus_tag=PMN2A_1727],[protein_id=AAZ59215.1],[gene=None],[protein=possible cobalt transport protein]
[locus_tag=PMN2A_1728],[protein_id=AAZ59216.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1729],[protein_id=AAZ59217.1],[gene=None],[protein=Protein of unknown function UPF0001]
[locus_tag=PMN2A_1730],[protein_id=AAZ59218.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1731],[protein_id=AAZ59219.1],[gene=None],[protein=pyrroline-5-carboxylate reductase]
[locus_tag=PMN2A_1732],[protein_id=AAZ59220.1],[gene=None],[protein=glycosyl transferases group 1]
[locus_tag=PMN2A_1733],[protein_id=AAZ59221.1],[gene=None],[protein=DNA replication and repair protein RecO]
[locus_tag=PMN2A_1734],[protein_id=AAZ59222.1],[gene=None],[protein=deoxyribose-phosphate aldolase]
[locus_tag=PMN2A_1735],[protein_id=AAZ59223.1],[gene=None],[protein=sigma 54 modulation protein / SSU ribosomal protein S30P]
[locus_tag=PMN2A_1736],[protein_id=AAZ59224.1],[gene=None],[protein=Lipoate-protein ligase B]
[locus_tag=PMN2A_1737],[protein_id=AAZ59225.1],[gene=None],[protein=long-chain acyl-CoA synthetase]
[locus_tag=PMN2A_1738],[protein_id=AAZ59226.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1739],[protein_id=AAZ59227.1],[gene=None],[protein=dihydrolipoamide S-acetyltransferase]
[locus_tag=PMN2A_1740],[protein_id=AAZ59228.1],[gene=None],[protein=S-adenosylmethionine:tRNA-ribosyltransferase- isomerase]
[locus_tag=PMN2A_1741],[protein_id=AAZ59229.1],[gene=None],[protein=cysteine synthase]
[locus_tag=PMN2A_1742],[protein_id=AAZ59230.1],[gene=None],[protein=cystathionine gamma-synthase]
[locus_tag=PMN2A_1743],[protein_id=AAZ59231.1],[gene=None],[protein=cystathionine gamma-synthase]
[locus_tag=PMN2A_1744],[protein_id=AAZ59232.1],[gene=None],[protein=SSU ribosomal protein S4P]
[locus_tag=PMN2A_1745],[protein_id=AAZ59233.1],[gene=None],[protein=Protein of unknown function DUF37]
[locus_tag=PMN2A_1746],[protein_id=AAZ59234.1],[gene=None],[protein=thioredoxin family protein]
[locus_tag=PMN2A_1747],[protein_id=AAZ59235.1],[gene=None],"[protein=UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase]"
[locus_tag=PMN2A_1748],[protein_id=AAZ59236.1],[gene=None],[protein=L-cysteine/cystine lyase-like protein]
[locus_tag=PMN2A_1752],[protein_id=AAZ59240.1],[gene=None],[protein=NifU-like protein]
[locus_tag=PMN2A_1753],[protein_id=AAZ59241.1],[gene=None],[protein=malate:quinone-oxidoreductase]
[locus_tag=PMN2A_1754],[protein_id=AAZ59242.1],[gene=None],[protein=GTP-binding protein LepA]
[locus_tag=PMN2A_1755],[protein_id=AAZ59243.1],[gene=None],"[protein=putative ABC transporter, oligopeptides]"
[locus_tag=PMN2A_1756],[protein_id=AAZ59244.1],[gene=None],[protein=tRNA (guanosine-2'-O-)-methyltransferase]
[locus_tag=PMN2A_1757],[protein_id=AAZ59245.1],[gene=None],[protein=porin-like protein]
[locus_tag=PMN2A_1758],[protein_id=AAZ59246.1],[gene=None],"[protein=Fmu, rRNA SAM-dependent methyltransferase]"
[locus_tag=PMN2A_1759],[protein_id=AAZ59247.1],[gene=None],[protein=chlorophyll synthase]
[locus_tag=PMN2A_1760],[protein_id=AAZ59248.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1761],[protein_id=AAZ59249.1],[gene=None],[protein=imidazole glycerol phosphate synthase subunit hisF]
[locus_tag=PMN2A_1762],[protein_id=AAZ59250.1],[gene=None],[protein=demethylmenaquinone methyltransferase]
[locus_tag=PMN2A_1764],[protein_id=AAZ59252.1],[gene=None],[protein=putative chloroplast membrane-associated 30 kD protein]
[locus_tag=PMN2A_1765],[protein_id=AAZ59253.1],[gene=None],[protein=biotin--acetyl-CoA-carboxylase ligase]
[locus_tag=PMN2A_1766],[protein_id=AAZ59254.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_1767],[protein_id=AAZ59255.1],[gene=None],[protein=NADH dehydrogenase subunit N]
[locus_tag=PMN2A_1768],[protein_id=AAZ59256.1],[gene=None],[protein=DNA topoisomerase I]
[locus_tag=PMN2A_1769],[protein_id=AAZ59257.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1770],[protein_id=AAZ59258.1],[gene=None],[protein=uncharacterized conserved membrane protein]
[locus_tag=PMN2A_1771],[protein_id=AAZ59259.1],[gene=None],[protein=Protein of unknown function DUF102]
[locus_tag=PMN2A_1772],[protein_id=AAZ59260.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1773],[protein_id=AAZ59261.1],[gene=None],[protein=Lumazine-binding protein]
[locus_tag=PMN2A_1774],[protein_id=AAZ59262.1],[gene=None],[protein=transcriptional regulator AbrB]
[locus_tag=PMN2A_1775],[protein_id=AAZ59263.1],[gene=None],[protein=cytochrome c oxidase subunit III]
[locus_tag=PMN2A_1776],[protein_id=AAZ59264.1],[gene=None],[protein=cytochrome-c oxidase]
[locus_tag=PMN2A_1777],[protein_id=AAZ59265.1],[gene=None],"[protein=putative cytochrome c oxidase, subunit II]"
[locus_tag=PMN2A_1778],[protein_id=AAZ59266.1],[gene=None],[protein=putative cytochrome c oxidase assembly protein]
[locus_tag=PMN2A_1779],[protein_id=AAZ59267.1],[gene=None],[protein=protoheme IX farnesyltransferase]
[locus_tag=PMN2A_1780],[protein_id=AAZ59268.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_1781],[protein_id=AAZ59269.1],[gene=None],[protein=putative multidrug efflux ABC transporter]
[locus_tag=PMN2A_1783],[protein_id=AAZ59271.1],[gene=None],[protein=chaperonin Cpn60/TCP-1]
[locus_tag=PMN2A_1785],[protein_id=AAZ59273.1],[gene=None],[protein=3-oxoacyl-[acyl-carrier-protein]
[locus_tag=PMN2A_1786],[protein_id=AAZ59274.1],[gene=None],[protein=4-diphosphocytidyl-2C-methyl-D-erythritol synthase]
[locus_tag=PMN2A_1787],[protein_id=AAZ59275.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1788],[protein_id=AAZ59276.1],[gene=None],[protein=4-hydroxybenzoate octaprenyltransferase]
[locus_tag=PMN2A_1789],[protein_id=AAZ59277.1],[gene=None],[protein=putative exopolyphosphatase]
[locus_tag=PMN2A_1790],[protein_id=AAZ59278.1],[gene=None],[protein=putative Uncharacterized protein conserved in bacteria]
[locus_tag=PMN2A_1791],[protein_id=AAZ59279.1],[gene=None],[protein=precorrin-4 C11-methyltransferase]
[locus_tag=PMN2A_1792],[protein_id=AAZ59280.1],[gene=None],[protein=prolipoprotein diacylglyceryl transferase]
[locus_tag=PMN2A_1793],[protein_id=AAZ59281.1],[gene=None],[protein=apocytochrome F]
[locus_tag=PMN2A_1794],[protein_id=AAZ59282.1],[gene=None],[protein=cytochrome b6/f complex subunit (rieske iron-sulfur protein)]
[locus_tag=PMN2A_1795],[protein_id=AAZ59283.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_1796],[protein_id=AAZ59284.1],[gene=None],[protein=Sec-independent protein translocase TatC]
[locus_tag=PMN2A_1798],[protein_id=AAZ59286.1],[gene=None],[protein=RNA-binding protein]
[locus_tag=PMN2A_1799],[protein_id=AAZ59287.1],[gene=None],[protein=guanylate kinase]
[locus_tag=PMN2A_1800],[protein_id=AAZ59288.1],[gene=None],[protein=photosystem I reaction centre subunit IX PsaJ]
[locus_tag=PMN2A_1801],[protein_id=AAZ59289.1],[gene=None],[protein=photosystem I PsaF protein (subunit III)]
[locus_tag=PMN2A_1802],[protein_id=AAZ59290.1],[gene=None],[protein=O-sialoglycoprotein endopeptidase]
[locus_tag=PMN2A_1803],[protein_id=AAZ59291.1],[gene=None],[protein=high light inducible protein hli9]
[locus_tag=PMN2A_1804],[protein_id=AAZ59292.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1806],[protein_id=AAZ59294.1],[gene=None],[protein=glutamyl-tRNA synthetase / glutamate--tRNA(Gln) ligase]
[locus_tag=PMN2A_1807],[protein_id=AAZ59295.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1808],[protein_id=AAZ59296.1],[gene=None],[protein=LSU ribosomal protein L19P]
[locus_tag=PMN2A_1809],[protein_id=AAZ59297.1],[gene=None],"[protein=methionine aminopeptidase, type I]"
[locus_tag=PMN2A_1810],[protein_id=AAZ59298.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1811],[protein_id=AAZ59299.1],[gene=None],[protein=bioD-like N-terminal domain of phosphotransacetylase]
[locus_tag=PMN2A_1812],[protein_id=AAZ59300.1],[gene=None],[protein=cyanobacteria-specific protein]
[locus_tag=PMN2A_1813],[protein_id=AAZ59301.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1814],[protein_id=AAZ59302.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1815],[protein_id=AAZ59303.1],[gene=None],"[protein=SPFH domain, Band 7 family protein]"
[locus_tag=PMN2A_1816],[protein_id=AAZ59304.1],[gene=None],"[protein=glutamate-1-semialdehyde 2,1-aminomutase]"
[locus_tag=PMN2A_1817],[protein_id=AAZ59305.1],[gene=None],[protein=Exodeoxyribonuclease III]
[locus_tag=PMN2A_1818],[protein_id=AAZ59306.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_1819],[protein_id=AAZ59307.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1820],[protein_id=AAZ59308.1],[gene=None],[protein=Protein of unknown function DUF111]
[locus_tag=PMN2A_1821],[protein_id=AAZ59309.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1822],[protein_id=AAZ59310.1],[gene=None],[protein=ABC-type Fe3+ transport system permease component]
[locus_tag=PMN2A_1823],[protein_id=AAZ59311.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1824],[protein_id=AAZ59312.1],[gene=None],[protein=pterin-4-alpha-carbinolamine dehydratase]
[locus_tag=PMN2A_1825],[protein_id=AAZ59313.1],[gene=None],[protein=Protein of unknown function UPF0047]
[locus_tag=PMN2A_1826],[protein_id=AAZ59314.1],[gene=None],[protein=thermostable carboxypeptidase 1]
[locus_tag=PMN2A_1827],[protein_id=AAZ59315.1],[gene=None],[protein=inorganic diphosphatase]
[locus_tag=PMN2A_1828],[protein_id=AAZ59316.1],[gene=None],[protein=hydroxymethylbilane synthase]
[locus_tag=PMN2A_1829],[protein_id=AAZ59317.1],[gene=None],[protein=sigma-70 factor]
[locus_tag=PMN2A_1830],[protein_id=AAZ59318.1],[gene=None],[protein=replication restart DNA helicase PriA]
[locus_tag=PMN2A_1831],[protein_id=AAZ59319.1],[gene=None],[protein=uncharacterized membrane protein]
[locus_tag=PMN2A_1832],[protein_id=AAZ59320.1],[gene=None],[protein=N-acetylglutamate kinase]
[locus_tag=PMN2A_1833],[protein_id=AAZ59321.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1834],[protein_id=AAZ59322.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1835],[protein_id=AAZ59323.1],[gene=None],[protein=single-stranded DNA-binding protein]
[locus_tag=PMN2A_1836],[protein_id=AAZ59324.1],[gene=None],[protein=precorrin-6A reductase]
[locus_tag=PMN2A_1838],[protein_id=AAZ59326.1],[gene=None],[protein=possible carbohydrate kinase]
[locus_tag=PMN2A_1839],[protein_id=AAZ59327.1],[gene=None],[protein=Adenylosuccinate synthetase]
[locus_tag=PMN2A_1840],[protein_id=AAZ59328.1],[gene=None],[protein=photosystem II protein Psb27]
[locus_tag=PMN2A_1841],[protein_id=AAZ59329.1],[gene=None],"[protein=prolyl-tRNA synthetase, bacterial]"
[locus_tag=PMN2A_1842],[protein_id=AAZ59330.1],[gene=None],[protein=possible helix-turn-helix domain of resolvase]
[locus_tag=PMN2A_1844],[protein_id=AAZ59332.1],[gene=None],[protein=inorganic diphosphatase]
[locus_tag=PMN2A_1845],[protein_id=AAZ59333.1],[gene=None],[protein=Conserved hypothetical protein ArsC related protein]
[locus_tag=PMN2A_1846],[protein_id=AAZ59334.1],[gene=None],"[protein=signal peptidase I, Serine peptidase, MEROPS family S26A]"
[locus_tag=PMN2A_1847],[protein_id=AAZ59335.1],[gene=None],[protein=phosphoglycerate mutase]
[locus_tag=PMN2A_1848],[protein_id=AAZ59336.1],[gene=None],[protein=metal-dependent membrane protease]
[locus_tag=PMN2A_1849],[protein_id=AAZ59337.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1850],[protein_id=AAZ59338.1],[gene=None],[protein=peptidoglycan glycosyltransferase]
[locus_tag=PMN2A_1851],[protein_id=AAZ59339.1],[gene=None],[protein=transaldolase]
[locus_tag=PMN2A_1852],[protein_id=AAZ59340.1],[gene=None],"[protein=geranylgeranyl reductase, plantal and prokaryotic]"
[locus_tag=PMN2A_1853],[protein_id=AAZ59341.1],[gene=None],[protein=ribosome recycling factor]
[locus_tag=PMN2A_1854],[protein_id=AAZ59342.1],[gene=None],[protein=uridylate kinase]
[locus_tag=PMN2A_1855],[protein_id=AAZ59343.1],[gene=None],"[protein=cob(I)yrinic acid a,c-diamide adenosyltransferase]"
[locus_tag=PMN2A_1856],[protein_id=AAZ59344.1],[gene=None],[protein=XisA-like site specific recombinase from phage integrase family]
[locus_tag=PMN2A_1857],[protein_id=AAZ59345.1],[gene=None],[protein=ferrochelatase]
[locus_tag=PMN2A_1858],[protein_id=AAZ59346.1],[gene=None],"[protein=acetolactate synthase, large subunit]"
[locus_tag=PMN2A_1859],[protein_id=AAZ59347.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1860],[protein_id=AAZ59348.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1861],[protein_id=AAZ59349.1],[gene=None],[protein=SSU ribosomal protein S1P]
[locus_tag=PMN2A_1862],[protein_id=AAZ59350.1],[gene=None],[protein=creatinine amidohydrolase related enzyme]
[locus_tag=PMN2A_1863],[protein_id=AAZ59351.1],[gene=None],[protein=fatty aldehyde decarbonylase]
[locus_tag=PMN2A_1864],[protein_id=AAZ59352.1],[gene=None],[protein=dehydrogenase]
[locus_tag=PMN2A_1865],[protein_id=AAZ59353.1],[gene=None],[protein=acetyl-CoA carboxylase carboxyltransferase subunit alpha]
[locus_tag=PMN2A_1866],[protein_id=AAZ59354.1],[gene=None],[protein=short-chain dehydrogenase/reductase family enzyme]
[locus_tag=PMN2A_1867],[protein_id=AAZ59355.1],[gene=None],[protein=phosphoribosylanthranilate isomerase]
[locus_tag=PMN2A_1868],[protein_id=AAZ59356.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1870],[protein_id=AAZ59358.1],[gene=None],[protein=uncharacterized conserved membrane protein]
[locus_tag=PMN2A_1871],[protein_id=AAZ59359.1],[gene=None],[protein=chlorophyll synthase / NADPH-protochlorophyllide oxidoreductase]
[locus_tag=PMN2A_1872],[protein_id=AAZ59360.1],[gene=None],"[protein=light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein]"
[locus_tag=PMN2A_1873],[protein_id=AAZ59361.1],[gene=None],"[protein=light-independent protochlorophyllide reductase, N subunit]"
[locus_tag=PMN2A_1874],[protein_id=AAZ59362.1],[gene=None],"[protein=light-independent protochlorophyllide reductase, B subunit]"
[locus_tag=PMN2A_1875],[protein_id=AAZ59363.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1876],[protein_id=AAZ59364.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1877],[protein_id=AAZ59365.1],[gene=None],[protein=HAM1 family protein]
[locus_tag=PMN2A_1878],[protein_id=AAZ59366.1],[gene=None],[protein=carboxysome shell protein CsoS1]
[locus_tag=PMN2A_1879],[protein_id=AAZ59367.1],[gene=None],"[protein=ribulose 1,5-bisphosphate carboxylase large subunit]"
