[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=SynWH8103_00001],[protein_id=CRY90759.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0598],[protein_id=CAE20773.1],[gene=None],[protein=Pyridoxal-dependent decarboxylase family],[locus_tag=SynWH8103_01219],[protein_id=CRY91950.1],[gene=None],[protein=aminotransferase class-V family protein],[evalue=0.00000E+00]
[locus_tag=PMT_0599],[protein_id=CAE20774.1],[gene=None],[protein=putative cytidine/deoxycytidylate deaminase],[locus_tag=SynWH8103_01217],[protein_id=CRY91949.1],[gene=None],[protein=cytidine and deoxycytidylate deaminase zinc-binding region family protein],[evalue=1.97915E-65]
[locus_tag=PMT_0600],[protein_id=CAE20775.1],"[gene=spt, agt]",[protein=serine:pyruvate/alanine:glyoxylate aminotransferase],[locus_tag=SynWH8103_01218],[protein_id=CRY91948.1],[gene=None],[protein=alanine--glyoxylate aminotransferase],[evalue=0.00000E+00],[locus_tag=SynWH8103_00046],[protein_id=CRY90803.1],[gene=None],[protein=soluble hydrogenase 42 kDa subunit],[evalue=3.31811E-59]
[locus_tag=PMT_0601],[protein_id=CAE20776.1],[gene=glnA],"[protein=Glutamine synthetase, glutamate--ammonia ligase]",[locus_tag=SynWH8103_01215],[protein_id=CRY91946.1],[gene=glnA],"[protein=glutamine synthetase, type I]",[evalue=0.00000E+00]
[locus_tag=PMT_0602],[protein_id=CAE20777.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01204],[protein_id=CRY91935.1],[gene=None],[protein=uncharacterized conserved membrane protein],[evalue=1.00270E-105],[locus_tag=SynWH8103_01205],[protein_id=CRY91936.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.01404E-34]
[locus_tag=PMT_0603],[protein_id=CAE20778.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01205],[protein_id=CRY91936.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.97661E-120],[locus_tag=SynWH8103_01204],[protein_id=CRY91935.1],[gene=None],[protein=uncharacterized conserved membrane protein],[evalue=1.33456E-22]
[locus_tag=PMT_0604],[protein_id=CAE20779.1],[gene=psb28],[protein=possible Photosystem II reaction center Psb28 protein],[locus_tag=SynWH8103_01206],[protein_id=CRY91937.1],[gene=psb28],[protein=photosystem II reaction centre Psb28 protein],[evalue=1.09552E-56]
[locus_tag=PMT_0605],[protein_id=CAE20780.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01207],[protein_id=CRY91938.1],[gene=selU],[protein=tRNA 2-selenouridine synthase],[evalue=2.24401E-171]
[locus_tag=PMT_0606],[protein_id=CAE20781.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01209],[protein_id=CRY91939.1],[gene=ycf53],[protein=Ferredoxin-interacting protein Ycf53],[evalue=6.50507E-110]
[locus_tag=PMT_0607],[protein_id=CAE20782.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01211],[protein_id=CRY91941.1],[gene=None],"[protein=histidine kinase-, DNA gyrase B-, and HSP90-likeATPase family protein]",[evalue=2.25572E-61]
[locus_tag=PMT_0608],[protein_id=CAE20783.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01578],[protein_id=CRY92305.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.59753E-14]
[locus_tag=PMT_0609],[protein_id=CAE20784.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01210],[protein_id=CRY91942.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.00723E-25]
[locus_tag=PMT_0611],[protein_id=CAE20786.1],[gene=None],"[protein=possible Copper binding proteins, plastocyanin]",[locus_tag=SynWH8103_01213],[protein_id=CRY91944.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.34730E-41]
[locus_tag=PMT_0612],[protein_id=CAE20787.1],[gene=None],[protein=SAM (and some other nucleotide) binding motif:Generic methyl-transferase],[locus_tag=SynWH8103_01214],[protein_id=CRY91945.1],[gene=None],[protein=methyltransferase domain protein],[evalue=0.00000E+00],[locus_tag=SynWH8103_02619],[protein_id=CRY93298.1],[gene=None],[protein=ubiE/COQ5 methyltransferase family protein],[evalue=1.97697E-11]
[locus_tag=PMT_0615],[protein_id=CAE20790.1],[gene=None],[protein=hypothetical],[locus_tag=SynWH8103_01194],[protein_id=CRY91924.1],[gene=None],[protein=hypothetical protein],[evalue=2.75123E-19]
[locus_tag=PMT_0616],[protein_id=CAE20791.1],[gene=secF],[protein=preprotein translocase subunit],[locus_tag=SynWH8103_01192],[protein_id=CRY91923.1],[gene=secF],[protein=Preprotein translocase SecF subunit],[evalue=4.10403E-166],[locus_tag=SynWH8103_01191],[protein_id=CRY91922.1],[gene=secD],[protein=Preprotein translocase SecD subunit],[evalue=4.32377E-11]
[locus_tag=PMT_0617],[protein_id=CAE20792.1],[gene=secD],[protein=preprotein translocase subunit],[locus_tag=SynWH8103_01191],[protein_id=CRY91922.1],[gene=secD],[protein=Preprotein translocase SecD subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0618],[protein_id=CAE20793.1],[gene=pdhB],[protein=pyruvate dehydrogenase E1 beta subunit],[locus_tag=SynWH8103_01190],[protein_id=CRY91921.1],[gene=None],[protein=transketolase],[evalue=0.00000E+00],[locus_tag=SynWH8103_01432],[protein_id=CRY92159.1],[gene=dxs],[protein=1-deoxy-D-xylulose-5-phosphate synthase],[evalue=7.19869E-16]
[locus_tag=PMT_0619],[protein_id=CAE20794.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01189],[protein_id=CRY91920.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.66821E-32]
[locus_tag=PMT_0620],[protein_id=CAE20795.1],[gene=ispE],[protein=Putative 4-diphosphocytidyl-2C-methyl-D-erythritol kinase (CMK)],[locus_tag=SynWH8103_01188],[protein_id=CRY91919.1],[gene=ispE],[protein=4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase],[evalue=5.51441E-148]
[locus_tag=PMT_0621],[protein_id=CAE20796.1],[gene=None],"[protein=putative rRNA (adenine-N6,N6)-dimethyltransferase]",[locus_tag=SynWH8103_01187],[protein_id=CRY91918.1],[gene=ksgA],[protein=dimethyladenosine transferase],[evalue=8.62347E-137]
[locus_tag=PMT_0624],[protein_id=CAE20799.1],[gene=None],[protein=Uncharacterised protein family UPF0102],[locus_tag=SynWH8103_01186],[protein_id=CRY91917.1],[gene=None],[protein=uncharacterised protein family UPF0102],[evalue=2.91664E-33]
[locus_tag=PMT_0626],[protein_id=CAE20801.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01185],[protein_id=CRY91916.1],[gene=None],"[protein=thylakoid lumenal 15 kDa protein 1, chloroplastic]",[evalue=2.31038E-66],[locus_tag=SynWH8103_01867],[protein_id=CRY92589.1],[gene=None],[protein=pentapeptide repeats family protein],[evalue=1.59643E-21],[locus_tag=SynWH8103_01261],[protein_id=CRY91992.1],[gene=None],[protein=pentapeptide repeats family protein],[evalue=1.87236E-21]
[locus_tag=PMT_0627],[protein_id=CAE20802.1],[gene=None],[protein=hypothetical],[locus_tag=SynWH8103_01184],[protein_id=CRY91915.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.06022E-45]
[locus_tag=PMT_0628],[protein_id=CAE20803.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_02616],[protein_id=CRY93295.1],[gene=None],[protein=rhodanese-like domain protein],[evalue=1.25570E-50],[locus_tag=SynWH8103_02361],[protein_id=CRY93053.1],[gene=moeB],[protein=Molybdopterin biosynthesis protein],[evalue=2.32369E-13]
[locus_tag=PMT_0629],[protein_id=CAE20804.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01572],[protein_id=CRY92299.1],[gene=None],[protein=SURF4 family protein],[evalue=2.94583E-30]
[locus_tag=PMT_0632],[protein_id=CAE20807.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01183],[protein_id=CRY91914.1],[gene=rlmH],[protein=ribosomal RNA large subunit methyltransferase H],[evalue=1.06563E-64]
[locus_tag=PMT_0634],[protein_id=CAE20809.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01580],[protein_id=CRY92307.1],[gene=None],[protein=cupin domain protein],[evalue=5.47776E-11]
[locus_tag=PMT_0635],[protein_id=CAE20810.1],[gene=None],[protein=putative SOS mutagenesis protein UmuD],[locus_tag=SynWH8103_01180],[protein_id=CRY91911.1],[gene=umuD],"[protein=DNA polymerase V, subunit D]",[evalue=9.12263E-68]
[locus_tag=PMT_0638],[protein_id=CAE20813.1],[gene=umuC],[protein=putative UmuC protein],[locus_tag=SynWH8103_01179],[protein_id=CRY91910.1],[gene=umuC],"[protein=DNA polymerase V, subunit C]",[evalue=0.00000E+00]
[locus_tag=PMT_0639],[protein_id=CAE20814.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01178],[protein_id=CRY91908.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.81960E-47]
[locus_tag=PMT_0640],[protein_id=CAE20815.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01176],[protein_id=CRY91907.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.91233E-41]
[locus_tag=PMT_0641],[protein_id=CAE20816.1],[gene=None],[protein=CHC2 zinc finger:Toprim domain],[locus_tag=SynWH8103_01174],[protein_id=CRY91905.1],[gene=dnaG],[protein=DNA primase],[evalue=0.00000E+00]
[locus_tag=PMT_0643],[protein_id=CAE20818.1],[gene=None],"[protein=Integral membrane protein, DUF6]",[locus_tag=SynWH8103_01172],[protein_id=None],[gene=None],[protein=None],[evalue=2.37300E-95]
[locus_tag=PMT_0644],[protein_id=CAE20819.1],[gene=ruvA],[protein=putative holliday junction DNA helicase RuvA],[locus_tag=SynWH8103_01169],[protein_id=CRY91901.1],[gene=ruvA],[protein=holliday junction ATP-dependent DNA helicase RuvA],[evalue=2.19662E-46]
[locus_tag=PMT_0645],[protein_id=CAE20820.1],"[gene=rps15, rpsO]",[protein=30S Ribosomal protein S15],[locus_tag=SynWH8103_01168],[protein_id=CRY91900.1],[gene=rpsO],[protein=30S ribosomal protein S15],[evalue=4.66342E-52]
[locus_tag=PMT_0646],[protein_id=CAE20821.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01167],[protein_id=CRY91899.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.80017E-40]
[locus_tag=PMT_0647],[protein_id=CAE20822.1],[gene=dnaE],"[protein=DNA polymerase III, alpha subunit]",[locus_tag=SynWH8103_01166],[protein_id=CRY91898.1],[gene=dnaE],"[protein=DNA polymerase III, alpha subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0648],[protein_id=CAE20823.1],[gene=gatA],[protein=Glutamyl-tRNA(Gln) amidotransferase A subunit],[locus_tag=SynWH8103_01165],[protein_id=CRY91897.1],[gene=gatA],[protein=glutamyl-tRNA(Gln) amidotransferase subunit A],[evalue=0.00000E+00]
[locus_tag=PMT_0649],[protein_id=CAE20824.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01164],[protein_id=CRY91896.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.49147E-37]
[locus_tag=PMT_0650],[protein_id=CAE20825.1],[gene=None],[protein=tRNA/rRNA methyltransferase],[locus_tag=SynWH8103_01163],[protein_id=CRY91895.1],[gene=None],[protein=RNA 2'-O ribose methyltransferase substrate binding family protein],[evalue=9.45243E-157],[locus_tag=SynWH8103_01912],[protein_id=CRY92632.1],[gene=trmH],[protein=tRNA guanosine-2'-O-methyltransferase],[evalue=2.19052E-17]
[locus_tag=PMT_0651],[protein_id=CAE20826.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01162],[protein_id=CRY91894.1],[gene=None],[protein=ribonuclease III domain protein],[evalue=6.14210E-56]
[locus_tag=PMT_0652],[protein_id=CAE20827.1],[gene=None],[protein=STAS domain:Anti-sigma factor antagonist],[locus_tag=SynWH8103_01161],[protein_id=CRY91893.1],[gene=None],[protein=anti-anti-sigma factor family protein],[evalue=5.68636E-52]
[locus_tag=PMT_0653],[protein_id=CAE20828.1],"[gene=carA, pyrA]",[protein=carbamoyl-phosphate synthase small chain],[locus_tag=SynWH8103_01160],[protein_id=CRY91892.1],[gene=carA],[protein=carbamoyl-phosphate synthase small subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0654],[protein_id=CAE20829.1],[gene=trpD/G],[protein=putative Anthranilate synthase component II],[locus_tag=SynWH8103_01159],[protein_id=CRY91891.1],[gene=trpD2],[protein=anthranilate phosphoribosyltransferase 2],[evalue=2.27770E-156]
[locus_tag=PMT_0655],[protein_id=CAE20830.1],[gene=None],"[protein=ABC transporter, multidrug efflux family]",[locus_tag=SynWH8103_01157],[protein_id=CRY91889.1],[gene=None],[protein=putative ABC multidrug efflux transporter],[evalue=0.00000E+00],[locus_tag=SynWH8103_01056],[protein_id=CRY91790.1],[gene=None],[protein=ABC transporter],[evalue=2.30460E-77],[locus_tag=SynWH8103_00937],[protein_id=CRY91675.1],[gene=None],[protein=putative ABC multidrug efflux transporter],[evalue=1.50928E-76]
[locus_tag=PMT_0657],[protein_id=CAE20832.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01721],[protein_id=CRY92447.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.95944E-45]
[locus_tag=PMT_0658],[protein_id=CAE20833.1],[gene=None],"[protein=possible ABC transporter component, ATP binding protein]",[locus_tag=SynWH8103_01491],[protein_id=CRY92217.1],[gene=None],[protein=ABC transporter family protein],[evalue=4.66194E-89],[locus_tag=SynWH8103_02114],[protein_id=CRY92829.1],[gene=None],"[protein=ABC-type multidrug transport system, ATPase component]",[evalue=3.82059E-22],[locus_tag=SynWH8103_01494],[protein_id=CRY92222.1],[gene=None],"[protein=ABC-type Mn transport system, ATPase component]",[evalue=1.48112E-21]
[locus_tag=PMT_0661],[protein_id=CAE20836.1],[gene=None],[protein=Quinolinate synthetase A protein],[locus_tag=SynWH8103_01461],[protein_id=CRY92188.1],[gene=nadA],"[protein=quinolinate synthetase complex, A subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0662],[protein_id=None],[gene=None],[protein=putative transcripton factor],[locus_tag=SynWH8103_01459],[protein_id=CRY92186.1],[gene=None],[protein=Predicted phosphoesterase],[evalue=8.79771E-94]
[locus_tag=PMT_2417],[protein_id=CAX31936.1],[gene=None],[protein=putative transcripton factor],[locus_tag=SynWH8103_01459],[protein_id=CRY92186.1],[gene=None],[protein=Predicted phosphoesterase],[evalue=2.47245E-94]
[locus_tag=PMT_0663],[protein_id=CAE20838.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01458],[protein_id=CRY92185.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.43469E-127]
[locus_tag=PMT_0664],[protein_id=CAE20839.1],[gene=None],[protein=possible endolysin],[locus_tag=SynWH8103_01457],[protein_id=CRY92184.1],[gene=None],[protein=putative endolysin],[evalue=1.49034E-109],[locus_tag=SynWH8103_01674],[protein_id=CRY92400.1],[gene=None],[protein=phage lysozyme family protein],[evalue=8.62429E-61]
[locus_tag=PMT_0665],[protein_id=CAE20840.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01456],[protein_id=CRY92183.1],[gene=None],[protein=repair family protein],[evalue=9.38047E-141]
[locus_tag=PMT_0666],[protein_id=CAE20841.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01454],[protein_id=CRY92182.1],[gene=None],[protein=S-adenosyl-L-methionine-dependent methyltransferase family protein],[evalue=3.14524E-117]
[locus_tag=PMT_0667],[protein_id=CAE20842.1],[gene=aroB],[protein=3-dehydroquinate synthase],[locus_tag=SynWH8103_01455],[protein_id=CRY92181.1],[gene=aroB],[protein=3-dehydroquinate synthase],[evalue=0.00000E+00]
[locus_tag=PMT_0668],[protein_id=CAE20843.1],[gene=lacF],[protein=putative lactose transporter],[locus_tag=SynWH8103_01453],[protein_id=CRY92180.1],[gene=None],"[protein=putative ABC sugar transporter, membrane component]",[evalue=5.98173E-164],[locus_tag=SynWH8103_01422],[protein_id=CRY92149.1],[gene=ggtC],"[protein=ABC-type sugar transport system, membrane component]",[evalue=1.87197E-18]
[locus_tag=PMT_0669],[protein_id=CAE20844.1],[gene=purK],[protein=phosphoribosylaminoimidazole carboxylase],[locus_tag=SynWH8103_01451],[protein_id=CRY92179.1],[gene=purK],[protein=N5-carboxyaminoimidazole ribonucleotide synthetase monomer],[evalue=0.00000E+00],[locus_tag=SynWH8103_02909],[protein_id=CRY93585.1],[gene=purT],[protein=formate-dependent phosphoribosyl glycinamide formyl transferase],[evalue=4.67583E-13]
[locus_tag=PMT_0670],[protein_id=CAE20845.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01452],[protein_id=CRY92178.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.73588E-29]
[locus_tag=PMT_0671],[protein_id=CAE20846.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01449],[protein_id=CRY92176.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.01168E-40]
[locus_tag=PMT_0672],[protein_id=CAE20847.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01447],[protein_id=CRY92174.1],[gene=clpS],[protein=ATP-dependent Clp protease adaptor protein ClpS],[evalue=2.23271E-56],[locus_tag=SynWH8103_02467],[protein_id=CRY93155.1],[gene=clpS],[protein=ATP-dependent Clp protease adaptor protein ClpS],[evalue=1.39831E-13]
[locus_tag=PMT_0675],[protein_id=CAE20850.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01444],[protein_id=CRY92171.1],[gene=psb29],[protein=photosystem II biogenesis protein Psb29],[evalue=7.86989E-64]
[locus_tag=PMT_0676],[protein_id=CAE20851.1],[gene=clpP1],[protein=Clp protease proteolytic subunit],[locus_tag=SynWH8103_01443],[protein_id=CRY92170.1],[gene=clpP1],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=1.67878E-133],[locus_tag=SynWH8103_00066],[protein_id=CRY90822.1],[gene=clpP2],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=1.05937E-97],[locus_tag=SynWH8103_01880],[protein_id=CRY92602.1],[gene=clpP3],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=2.25306E-77]
[locus_tag=PMT_0677],[protein_id=CAE20852.1],[gene=ftsH1],[protein=FtsH ATP-dependent protease homolog],[locus_tag=SynWH8103_01440],[protein_id=CRY92167.1],[gene=ftsH2],[protein=photosystem II D1 repair protein FtsH2],[evalue=0.00000E+00],[locus_tag=SynWH8103_00334],[protein_id=CRY91080.1],[gene=ftsH1],[protein=possible photosystem II D1 repair protein FtsH1],[evalue=0.00000E+00],[locus_tag=SynWH8103_01345],[protein_id=CRY92074.1],[gene=ftsH3],[protein=cell division protein FtsH],[evalue=0.00000E+00]
[locus_tag=PMT_0678],[protein_id=CAE20853.1],[gene=None],[protein=possible ABC transporter],[locus_tag=SynWH8103_01439],[protein_id=CRY92166.1],[gene=None],[protein=putative ABC efflux system],[evalue=0.00000E+00]
[locus_tag=PMT_0679],[protein_id=CAE20854.1],[gene=pykF],[protein=Pyruvate kinase],[locus_tag=SynWH8103_01438],[protein_id=CRY92165.1],[gene=pyk],[protein=Pyruvate kinase],[evalue=0.00000E+00]
[locus_tag=PMT_0680],[protein_id=CAE20855.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01437],[protein_id=CRY92164.1],[gene=None],"[protein=possible pyrophosphatase, MazG family]",[evalue=1.47419E-63]
[locus_tag=PMT_0681],[protein_id=CAE20856.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01436],[protein_id=CRY92163.1],[gene=None],[protein=uncharacterized conserved secreted protein],[evalue=1.58553E-55]
[locus_tag=PMT_0682],[protein_id=CAE20857.1],[gene=None],[protein=conserved hypothetical membrane protein],[locus_tag=SynWH8103_01435],[protein_id=CRY92162.1],[gene=ylmG1],[protein=cell division membrane protein YlmG1 (factor involved in shape determination)],[evalue=6.09313E-34]
[locus_tag=PMT_0683],[protein_id=CAE20858.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01434],[protein_id=CRY92161.1],[gene=scpB],[protein=segregation and condensation protein B],[evalue=5.95948E-84]
[locus_tag=PMT_0684],[protein_id=CAE20859.1],[gene=ilvA],[protein=threonine dehydratase],[locus_tag=SynWH8103_01433],[protein_id=CRY92160.1],[gene=ilvA],"[protein=threonine ammonia-lyase, biosynthetic]",[evalue=0.00000E+00]
[locus_tag=PMT_0685],[protein_id=CAE20860.1],[gene=Dxs],[protein=1-deoxy-D-xylulose 5-phosphate synthase],[locus_tag=SynWH8103_01432],[protein_id=CRY92159.1],[gene=dxs],[protein=1-deoxy-D-xylulose-5-phosphate synthase],[evalue=0.00000E+00],[locus_tag=SynWH8103_01190],[protein_id=CRY91921.1],[gene=None],[protein=transketolase],[evalue=4.19394E-14]
[locus_tag=PMT_0686],[protein_id=CAE20861.1],[gene=None],[protein=NAD binding site],[locus_tag=SynWH8103_01431],[protein_id=CRY92158.1],[gene=None],[protein=FAD binding domain protein],[evalue=2.52591E-126]
[locus_tag=PMT_0687],[protein_id=CAE20862.1],[gene=psaK],[protein=Photosystem I PsaK protein (subunit X)],[locus_tag=SynWH8103_01430],[protein_id=CRY92157.1],[gene=psaK],[protein=photosystem I reaction center subunit X],[evalue=4.91257E-32]
[locus_tag=PMT_0688],[protein_id=CAE20863.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01428],[protein_id=CRY92155.1],[gene=None],[protein=uncharacterized conserved membrane protein (DUF3593)],[evalue=1.51371E-27]
[locus_tag=PMT_0689],[protein_id=CAE20864.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01427],[protein_id=CRY92154.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.65921E-33]
[locus_tag=PMT_0690],[protein_id=CAE20865.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01425],[protein_id=CRY92153.1],[gene=csaB],[protein=uncharacterized conserved membrane protein],[evalue=4.08868E-111]
[locus_tag=PMT_0691],[protein_id=CAE20866.1],[gene=None],"[protein=ABC transporter for sugars, ATP binding protein]",[locus_tag=SynWH8103_01424],[protein_id=CRY92151.1],[gene=ggtA],"[protein=ABC-type sugar transport system, ATPase component]",[evalue=4.36186E-145],[locus_tag=SynWH8103_02203],[protein_id=CRY92914.1],[gene=None],[protein=ABC transporter family protein],[evalue=1.92690E-73],[locus_tag=SynWH8103_01595],[protein_id=CRY92322.1],[gene=None],[protein=ABC transporter family protein],[evalue=2.80080E-53]
[locus_tag=PMT_0692],[protein_id=CAE20867.1],[gene=None],"[protein=ABC transporter component, likely for sugar transport]",[locus_tag=SynWH8103_01423],[protein_id=CRY92150.1],[gene=ggtD],"[protein=ABC-type sugar transport system, membrane component]",[evalue=7.05772E-104],[locus_tag=SynWH8103_00832],[protein_id=CRY91572.1],[gene=None],"[protein=putative ABC sugar transporter, membrane component]",[evalue=1.74249E-21]
[locus_tag=PMT_0693],[protein_id=CAE20868.1],[gene=None],"[protein=ABC transporter for sugars, membrane component]",[locus_tag=SynWH8103_01422],[protein_id=CRY92149.1],[gene=ggtC],"[protein=ABC-type sugar transport system, membrane component]",[evalue=7.13843E-133],[locus_tag=SynWH8103_01453],[protein_id=CRY92180.1],[gene=None],"[protein=putative ABC sugar transporter, membrane component]",[evalue=6.95321E-23]
[locus_tag=PMT_0694],[protein_id=CAE20869.1],[gene=None],"[protein=ABC transporter for sugars, solute-binding protein]",[locus_tag=SynWH8103_01421],[protein_id=CRY92148.1],[gene=ggtB],"[protein=ABC-type sugar transport system, periplasmic component]",[evalue=1.47423E-176]
[locus_tag=PMT_0695],[protein_id=CAE20870.1],"[gene=rpl28, rpmB]",[protein=50S ribosomal protein L28],[locus_tag=SynWH8103_01418],[protein_id=CRY92145.1],[gene=rpmB],[protein=50S ribosomal protein L28],[evalue=5.94856E-47]
[locus_tag=PMT_0696],[protein_id=CAE20871.1],[gene=htpG],[protein=heat shock protein HtpG],[locus_tag=SynWH8103_01417],[protein_id=CRY92144.1],[gene=htpG],[protein=Chaperone protein HtpG],[evalue=0.00000E+00]
[locus_tag=PMT_0697],[protein_id=CAE20872.1],[gene=None],"[protein=ferredoxin, 4Fe-4S]",[locus_tag=SynWH8103_01416],[protein_id=CRY92143.1],[gene=None],[protein=4Fe-4S binding domain protein],[evalue=6.42704E-38]
[locus_tag=PMT_0698],[protein_id=CAE20873.1],[gene=hisS],"[protein=tRNA synthetases, class-II (G, H, P and S)]",[locus_tag=SynWH8103_01415],[protein_id=CRY92142.1],[gene=hisZ],[protein=ATP-phosphorybosyl-transferase regulatory subunit],[evalue=1.37132E-180]
[locus_tag=PMT_0699],[protein_id=CAE20874.1],[gene=suhB],[protein=Inositol-1-monophosphatase],[locus_tag=SynWH8103_01414],[protein_id=CRY92141.1],[gene=suhB],[protein=inositol-1-monophosphatase],[evalue=2.95225E-152],[locus_tag=SynWH8103_02156],[protein_id=CRY92871.1],[gene=None],[protein=inositol monophosphatase family protein],[evalue=2.03544E-14]
[locus_tag=PMT_0700],[protein_id=CAE20875.1],[gene=None],"[protein=putative phosphate ABC transporter, ATP binding subunit]",[locus_tag=SynWH8103_01410],[protein_id=CRY92138.1],[gene=pstB],[protein=ABC-type phosphate transport system ATPase component],[evalue=6.20153E-174],[locus_tag=SynWH8103_00958],[protein_id=CRY91695.1],[gene=None],"[protein=BgtA-like ABC-type uptake transporter for acidicand neutral polar amino acids (N-II), ATPase subunit]",[evalue=1.61297E-35],[locus_tag=SynWH8103_01595],[protein_id=CRY92322.1],[gene=None],[protein=ABC transporter family protein],[evalue=5.83242E-26]
[locus_tag=PMT_0701],[protein_id=CAE20876.1],"[gene=pstA,phoT]",[protein=putative phosphate ABC transporter],[locus_tag=SynWH8103_01409],[protein_id=CRY92137.1],[gene=pstA],[protein=ABC-type phosphate transport system permease component],[evalue=3.43633E-135],[locus_tag=SynWH8103_01408],[protein_id=CRY92136.1],[gene=pstC],[protein=ABC-type phosphate transport system permease component],[evalue=5.28751E-15]
[locus_tag=PMT_0702],[protein_id=CAE20877.1],"[gene=pstC,phoW]",[protein=putative phosphate ABC transporter],[locus_tag=SynWH8103_01408],[protein_id=CRY92136.1],[gene=pstC],[protein=ABC-type phosphate transport system permease component],[evalue=9.65024E-160],[locus_tag=SynWH8103_01409],[protein_id=CRY92137.1],[gene=pstA],[protein=ABC-type phosphate transport system permease component],[evalue=2.37710E-17]
[locus_tag=PMT_0703],[protein_id=CAE20878.1],[gene=dnaK],"[protein=Molecular chaperone DnaK, heat shock protein hsp70]",[locus_tag=SynWH8103_01407],[protein_id=CRY92135.1],[gene=dnaK2],[protein=chaperone protein DnaK],[evalue=0.00000E+00],[locus_tag=SynWH8103_02897],[protein_id=CRY93574.1],[gene=dnaK],[protein=chaperone protein DnaK],[evalue=0.00000E+00],[locus_tag=SynWH8103_00602],[protein_id=CRY91345.1],[gene=dnaK1],[protein=chaperone protein DnaK],[evalue=4.23822E-14]
