[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=SynWH7803_0001],[protein_id=CAK22427.1],[gene=dnaN],[protein=DNA polymerase III beta subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0263],[protein_id=CAE20438.1],[gene=None],[protein=possible pilin],[locus_tag=SynWH7803_1795],[protein_id=CAK24221.1],[gene=None],"[protein=Uncharacterized conserved secreted protein, pili subunit superfamily]",[evalue=3.07473E-17]
[locus_tag=PMT_0264],[protein_id=CAE20439.1],[gene=None],[protein=hypothetical],[locus_tag=SynWH7803_1789],[protein_id=CAK24215.1],[gene=None],"[protein=Uncharacterized conserved secreted protein, putative pili subunit]",[evalue=6.33229E-36]
[locus_tag=PMT_0265],[protein_id=CAE20440.1],[gene=None],[protein=two component sensor histidine kinase],[locus_tag=SynWH7803_1788],[protein_id=CAK24214.1],[gene=None],[protein=Two-component system sensor histidine kinase],[evalue=2.85403E-123],[locus_tag=SynWH7803_1794],[protein_id=CAK24220.1],[gene=None],[protein=Two-component system sensor histidine kinase],[evalue=6.28065E-50],[locus_tag=SynWH7803_1786],[protein_id=CAK24212.1],[gene=None],[protein=Two-component system sensor histidine kinase],[evalue=1.12560E-41]
[locus_tag=PMT_0266],[protein_id=CAE20441.1],[gene=None],"[protein=putative ABC transporter, oligopeptides]",[locus_tag=SynWH7803_1785],[protein_id=CAK24211.1],[gene=dppC],"[protein=ABC-type dipeptide/oligopeptide/nickel transport system, permease component]",[evalue=2.14001E-146]
[locus_tag=PMT_0267],[protein_id=CAE20442.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1784],[protein_id=CAK24210.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[evalue=9.97183E-28]
[locus_tag=PMT_0268],[protein_id=CAE20443.1],[gene=None],[protein=tRNA/rRNA methyltransferase (SpoU)],[locus_tag=SynWH7803_1782],[protein_id=CAK24208.1],[gene=spoU],[protein=tRNA (Guanosine-2'-O-)-methyltransferase],[evalue=6.42171E-124],[locus_tag=SynWH7803_1064],[protein_id=CAK23490.1],[gene=None],[protein=Possible tRNA/rRNA methyltransferase],[evalue=3.75571E-17]
[locus_tag=PMT_0269],[protein_id=CAE20444.1],[gene=None],[protein=Methylated-DNA--protein-cysteine methyltransferase],[locus_tag=SynWH7803_1780],[protein_id=CAK24206.1],[gene=None],[protein=Predicted methylated DNA-protein cysteine methyltransferase],[evalue=4.41802E-50]
[locus_tag=PMT_0270],[protein_id=CAE20445.1],[gene=None],[protein=Sun protein (Fmu protein)],[locus_tag=SynWH7803_1778],[protein_id=CAK24204.1],[gene=rsmB],[protein=Ribosomal RNA small subunit methyltransferase B],[evalue=0.00000E+00]
[locus_tag=PMT_0271],[protein_id=CAE20446.1],[gene=None],[protein=putative penicillin binding protein],[locus_tag=SynWH7803_1777],[protein_id=CAK24203.1],[gene=None],[protein=Glycosyltransferase of family GT51; modular; contains a C-terminal transpeptidase domain; probable murein polymerase],[evalue=0.00000E+00],[locus_tag=SynWH7803_1341],[protein_id=CAK23767.1],[gene=None],[protein=Glycosyltransferase of family GT51; modular; contains a C-terminal transpeptidase domain; probable murein polymerase],[evalue=7.77830E-91]
[locus_tag=PMT_0272],[protein_id=CAE20447.1],[gene=chlG],[protein=chlorophyll synthase 33 kD subunit],[locus_tag=SynWH7803_1776],[protein_id=CAK24202.1],[gene=chlG],[protein=Chlorophyll synthase 33 kD subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0273],[protein_id=CAE20448.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1775],[protein_id=CAK24201.1],[gene=None],[protein=Conserved hypothetical protein specific to cyanobacteria],[evalue=2.21490E-28]
[locus_tag=PMT_0274],[protein_id=CAE20449.1],[gene=hisF],[protein=Imidazole glycerol phosphate synthase subunit HisF (cyclase)],[locus_tag=SynWH7803_1774],[protein_id=CAK24200.1],[gene=hisF],[protein=Imidazole glycerol phosphate synthase subunit HisF],[evalue=5.67028E-143],[locus_tag=SynWH7803_1163],[protein_id=CAK23589.1],[gene=hisA],[protein=1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino],[evalue=4.80018E-23]
[locus_tag=PMT_0275],[protein_id=CAE20450.1],[gene=None],[protein=SAM (and some other nucleotide) binding motif],[locus_tag=SynWH7803_1772],[protein_id=CAK24198.1],[gene=ubiE],[protein=Menaquinone biosynthesis methyltransferase ubiE],[evalue=3.21037E-38]
[locus_tag=PMT_0276],[protein_id=CAE20451.1],[gene=gerCB],[protein=putative menaquinone biosynthesis methlytransferase],[locus_tag=SynWH7803_1772],[protein_id=CAK24198.1],[gene=ubiE],[protein=Menaquinone biosynthesis methyltransferase ubiE],[evalue=1.80749E-58]
[locus_tag=PMT_0277],[protein_id=CAE20452.1],[gene=None],[protein=conserved hypothetical],[locus_tag=SynWH7803_1771],[protein_id=CAK24197.1],[gene=None],[protein=Conserved hypothetical protein specific to marine picocyanobacteria],[evalue=5.47928E-51]
[locus_tag=PMT_0280],[protein_id=CAE20455.1],[gene=None],[protein=SAM (and some other nucleotide) binding motif:TPR repeat],[locus_tag=SynWH7803_2024],[protein_id=CAK24450.1],[gene=None],[protein=SAM-dependent methyltransferase],[evalue=4.92583E-16],[locus_tag=SynWH7803_1940],[protein_id=CAK24366.1],[gene=None],[protein=TPR-repeat-containing protein],[evalue=7.25158E-11]
[locus_tag=PMT_0283],[protein_id=CAE20458.1],"[gene=glyQ,glyS(a)]","[protein=Glycyl-tRNA synthetase, alpha subunit]",[locus_tag=SynWH7803_1770],[protein_id=CAK24196.1],[gene=glyQ],"[protein=Glycyl-tRNA synthetase, alpha subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0284],[protein_id=CAE20459.1],[gene=som],[protein=possible porin],[locus_tag=SynWH7803_2235],[protein_id=CAK24661.1],[gene=None],"[protein=Porin, P stress induced]",[evalue=1.61058E-175],[locus_tag=SynWH7803_2236],[protein_id=CAK24662.1],[gene=None],"[protein=Porin, P stress induced]",[evalue=9.42578E-147],[locus_tag=SynWH7803_0993],[protein_id=CAK23419.1],[gene=None],[protein=Porin homolog],[evalue=9.77715E-140]
[locus_tag=PMT_0287],[protein_id=CAE20462.1],"[gene=futA1,sfuA, idiA]","[protein=putative iron ABC transporter, substrate binding protein]",[locus_tag=SynWH7803_1808],[protein_id=CAK24234.1],[gene=futA],"[protein=ABC-type Fe3+ transport system, periplasmic component]",[evalue=6.29674E-107]
[locus_tag=PMT_0289],[protein_id=CAE20464.1],[gene=None],[protein=ComEC/Rec2-related protein],[locus_tag=SynWH7803_1769],[protein_id=CAK24195.1],[gene=None],[protein=Predicted membrane metal-binding protein],[evalue=5.71053E-91]
[locus_tag=PMT_2338],[protein_id=CAX31857.1],[gene=None],[protein=Hypothetical protein],[locus_tag=SynWH7803_1769],[protein_id=CAK24195.1],[gene=None],[protein=Predicted membrane metal-binding protein],[evalue=2.83191E-32]
[locus_tag=PMT_0296],[protein_id=CAE20471.1],[gene=None],[protein=TPR repeat],[locus_tag=SynWH7803_0186],[protein_id=CAK22612.1],[gene=None],[protein=Secreted tetratricopeptide repeat domains containing protein],[evalue=1.85024E-24],[locus_tag=SynWH7803_0186],[protein_id=CAK22612.1],[gene=None],[protein=Secreted tetratricopeptide repeat domains containing protein],[evalue=7.80815E-22],[locus_tag=SynWH7803_0186],[protein_id=CAK22612.1],[gene=None],[protein=Secreted tetratricopeptide repeat domains containing protein],[evalue=3.34000E-19]
[locus_tag=PMT_0297],[protein_id=CAE20472.1],[gene=None],[protein=Staphylococcus nuclease (SNase) homologues],[locus_tag=SynWH7803_2114],[protein_id=CAK24540.1],[gene=None],[protein=Staphylococcal nuclease homologue],[evalue=1.16887E-29],[locus_tag=SynWH7803_0901],[protein_id=CAK23327.1],[gene=None],[protein=Staphylococcal nuclease homolog],[evalue=1.34884E-27],[locus_tag=SynWH7803_1456],[protein_id=CAK23882.1],[gene=None],[protein=Staphylococcal nuclease homologue],[evalue=4.54449E-19]
[locus_tag=PMT_0300],[protein_id=CAE20475.1],[gene=None],[protein=TPR repeat],[locus_tag=SynWH7803_0186],[protein_id=CAK22612.1],[gene=None],[protein=Secreted tetratricopeptide repeat domains containing protein],[evalue=7.48693E-17],[locus_tag=SynWH7803_0186],[protein_id=CAK22612.1],[gene=None],[protein=Secreted tetratricopeptide repeat domains containing protein],[evalue=8.45241E-14],[locus_tag=SynWH7803_0186],[protein_id=CAK22612.1],[gene=None],[protein=Secreted tetratricopeptide repeat domains containing protein],[evalue=1.11377E-12]
[locus_tag=PMT_0303],[protein_id=CAE20478.1],[gene=None],[protein=possible Kelch motif],[locus_tag=SynWH7803_0843],[protein_id=CAK23269.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.66519E-20]
[locus_tag=PMT_0305],[protein_id=CAE20480.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0603],[protein_id=CAK23029.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[evalue=2.42859E-76]
[locus_tag=PMT_0307],[protein_id=CAE20482.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_2157],[protein_id=CAK24583.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=8.87857E-32]
[locus_tag=PMT_0308],[protein_id=CAE20483.1],[gene=None],[protein=Hydantoinase/oxoprolinase:Hydantoinase B/oxoprolinase],[locus_tag=SynWH7803_1973],[protein_id=CAK24399.1],[gene=None],[protein=Hydantoinase B/oxoprolinase],[evalue=0.00000E+00]
[locus_tag=PMT_0309],[protein_id=CAE20484.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1768],[protein_id=CAK24194.1],[gene=None],[protein=Conserved hypothetical protein specific to cyanobacteria],[evalue=1.77945E-40]
[locus_tag=PMT_0311],[protein_id=CAE20486.1],[gene=None],[protein=galactosyl-1-phosphate transferase],[locus_tag=SynWH7803_1767],[protein_id=CAK24193.1],[gene=None],[protein=Sugar transferase],[evalue=2.19096E-138],[locus_tag=SynWH7803_0105],[protein_id=CAK22531.1],[gene=None],[protein=Possible bacterial sugar transferase],[evalue=8.04160E-22]
[locus_tag=PMT_0312],[protein_id=CAE20487.1],[gene=cobD],[protein=putative cobalamin biosynthetic protein],[locus_tag=SynWH7803_1766],[protein_id=CAK24192.1],[gene=cobD/cbiB],[protein=Cobalamin biosynthesis protein CobD/CbiB],[evalue=6.19726E-111]
[locus_tag=PMT_0313],[protein_id=CAE20488.1],[gene=None],[protein=Acetohydroxy acid isomeroreductase],[locus_tag=SynWH7803_1765],[protein_id=CAK24191.1],[gene=ilvC],[protein=Ketol-acid reductoisomerase],[evalue=0.00000E+00]
[locus_tag=PMT_0314],[protein_id=CAE20489.1],[gene=clpP3],[protein=Clp protease subunit],[locus_tag=SynWH7803_1764],[protein_id=CAK24190.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=1.84358E-138],[locus_tag=SynWH7803_0070],[protein_id=CAK22496.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=9.10820E-83],[locus_tag=SynWH7803_1214],[protein_id=CAK23640.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=1.17736E-77]
[locus_tag=PMT_0315],[protein_id=CAE20490.1],[gene=clpP4],[protein=Clp protease proteolytic subunit],[locus_tag=SynWH7803_1763],[protein_id=CAK24189.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=2.35588E-140],[locus_tag=SynWH7803_0070],[protein_id=CAK22496.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=1.67576E-51],[locus_tag=SynWH7803_1214],[protein_id=CAK23640.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=1.29664E-49]
[locus_tag=PMT_0316],[protein_id=CAE20491.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1762],[protein_id=CAK24188.1],[gene=None],[protein=Integral membrane protein (PIN domain superfamily)],[evalue=0.00000E+00]
[locus_tag=PMT_0317],[protein_id=CAE20492.1],[gene=None],[protein=Oxygen-independent coproporphyrinogen III oxidase],[locus_tag=SynWH7803_1761],[protein_id=CAK24187.1],[gene=hemN],[protein=Oxygen independent coproporphyrinogen III oxidase],[evalue=2.28097E-180]
[locus_tag=PMT_0318],[protein_id=CAE20493.1],[gene=panB],[protein=putative Ketopantoate hydroxymethyltransferase],[locus_tag=SynWH7803_1760],[protein_id=CAK24186.1],[gene=panB],[protein=3-methyl-2-oxobutanoate hydroxymethyltransferase],[evalue=2.71426E-133]
[locus_tag=PMT_0319],[protein_id=CAE20494.1],[gene=ftsZ],[protein=Cell division protein FtsZ:Tubulin/FtsZ family],[locus_tag=SynWH7803_1759],[protein_id=CAK24185.1],[gene=ftsZ],[protein=Cell division protein ftsZ],[evalue=0.00000E+00]
[locus_tag=PMT_0320],[protein_id=CAE20495.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1758],[protein_id=CAK24184.1],[gene=ftsQ],[protein=Cell division protein FtsQ],[evalue=1.13183E-88]
[locus_tag=PMT_0321],[protein_id=CAE20496.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1757],[protein_id=CAK24183.1],[gene=None],[protein=Uncharacterized conserved secreted protein],[evalue=7.18767E-59]
[locus_tag=PMT_0322],[protein_id=CAE20497.1],[gene=ddlA],[protein=D-alanine--D-alanine ligase],[locus_tag=SynWH7803_1756],[protein_id=CAK24182.1],[gene=ddl],[protein=D-alanine--D-alanine ligase],[evalue=2.71829E-156]
[locus_tag=PMT_0323],[protein_id=CAE20498.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1755],[protein_id=CAK24181.1],[gene=miaB],[protein=2-methylthioadenine synthetase],[evalue=0.00000E+00],[locus_tag=SynWH7803_2206],[protein_id=CAK24632.1],[gene=None],[protein=2-methylthioadenine synthetase],[evalue=3.97135E-65]
[locus_tag=PMT_0325],[protein_id=CAE20500.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1752],[protein_id=CAK24178.1],[gene=None],[protein=Uncharacterized conserved secreted protein],[evalue=3.15671E-46]
[locus_tag=PMT_0326],[protein_id=CAE20501.1],[gene=codA],[protein=possible cytosine deaminase],[locus_tag=SynWH7803_1751],[protein_id=CAK24177.1],[gene=codA],[protein=Cytosine deaminase],[evalue=3.48804E-152]
[locus_tag=PMT_0327],[protein_id=CAE20502.1],[gene=None],"[protein=FAD linked oxidase, N-terminal]",[locus_tag=SynWH7803_1750],[protein_id=CAK24176.1],[gene=None],[protein=FAD/FMN-containing dehydrogenase],[evalue=0.00000E+00],[locus_tag=SynWH7803_1820],[protein_id=CAK24246.1],[gene=glcD],[protein=Glycolate oxidase subunit GlcD],[evalue=3.48245E-12]
[locus_tag=PMT_0329],[protein_id=CAE20504.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1749],[protein_id=CAK24175.1],[gene=None],[protein=Secreted pentapeptide repeats protein],[evalue=2.37309E-80],[locus_tag=SynWH7803_1134],[protein_id=CAK23560.1],[gene=None],[protein=Secreted pentapeptide repeats protein],[evalue=4.33851E-19],[locus_tag=SynWH7803_1088],[protein_id=CAK23514.1],[gene=None],[protein=Secreted pentapeptide repeat protein],[evalue=2.95406E-16]
[locus_tag=PMT_0330],[protein_id=CAE20505.1],[gene=folC],[protein=putuative bifunctional Dihydrofolate/Folylpolyglutamate synthase],[locus_tag=SynWH7803_1748],[protein_id=CAK24174.1],[gene=folC],[protein=FolC bifunctional protein (Folylpolyglutamate synthase / Dihydrofolate synthase)],[evalue=1.07097E-144]
[locus_tag=PMT_0331],[protein_id=CAE20506.1],[gene=argD],[protein=acetylornithine aminotransferase],[locus_tag=SynWH7803_1747],[protein_id=CAK24173.1],[gene=argD],[protein=Acetylornithine aminotransferase],[evalue=0.00000E+00],[locus_tag=SynWH7803_2048],[protein_id=CAK24474.1],[gene=bioA],[protein=Adenosylmethionine-8-amino-7-oxononanoate aminotransferase],[evalue=1.04596E-26],[locus_tag=SynWH7803_1821],[protein_id=CAK24247.1],"[gene=hemL, gsa]","[protein=Glutamate-1-semialdehyde 2,1-aminomutase]",[evalue=2.31385E-24]
[locus_tag=PMT_0332],[protein_id=CAE20507.1],[gene=putative murA],[protein=UDP-N-glucosamine 1-carboxyvinyltransferase],[locus_tag=SynWH7803_1746],[protein_id=CAK24172.1],[gene=murA],[protein=UDP-N-acetylglucosamine 1-carboxyvinyltransferase],[evalue=0.00000E+00]
[locus_tag=PMT_0334],[protein_id=CAE20509.1],[gene=spoU],[protein=tRNA/rRNA methyltransferase (SpoU)],[locus_tag=SynWH7803_1745],[protein_id=CAK24171.1],[gene=spoU],[protein=rRNA methylase],[evalue=1.43409E-110]
[locus_tag=PMT_0335],[protein_id=CAE20510.1],[gene=lpdA],[protein=putative dihydrolipoamide dehydrogenase],[locus_tag=SynWH7803_1744],[protein_id=CAK24170.1],[gene=lpdA],[protein=Dihydrolipoamide dehydrogenase],[evalue=0.00000E+00],[locus_tag=SynWH7803_0706],[protein_id=CAK23132.1],[gene=gor],[protein=Glutathione reductase],[evalue=3.81894E-59]
[locus_tag=PMT_0336],[protein_id=CAE20511.1],[gene=trpC],[protein=Indole-3-glycerol phosphate synthase],[locus_tag=SynWH7803_1743],[protein_id=CAK24169.1],[gene=trpC],[protein=Indole-3-glycerol phosphate synthase],[evalue=1.49795E-151]
[locus_tag=PMT_0341],[protein_id=CAE20516.1],[gene=None],[protein=FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)],[locus_tag=SynWH7803_1741],[protein_id=CAK24167.1],[gene=fkpA],[protein=FKBP-type peptidyl-prolyl cis-trans isomerase],[evalue=1.03065E-88]
[locus_tag=PMT_0342],[protein_id=CAE20517.1],[gene=None],[protein=possible Zn-finger in Ran binding protein and],[locus_tag=SynWH7803_1918],[protein_id=CAK24344.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=3.67512E-104]
[locus_tag=PMT_0343],[protein_id=CAE20518.1],[gene=None],[protein=possible apolipoprotein n-acyltransferase],[locus_tag=SynWH7803_1739],[protein_id=CAK24165.1],[gene=lnt],[protein=Apolipoprotein N-acyltransferase],[evalue=2.56424E-143]
[locus_tag=PMT_0344],[protein_id=CAE20519.1],[gene=None],[protein=tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase],[locus_tag=SynWH7803_1738],[protein_id=CAK24164.1],[gene=trmU],[protein=tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase],[evalue=0.00000E+00]
[locus_tag=PMT_0345],[protein_id=CAE20520.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1737],[protein_id=CAK24163.1],[gene=None],[protein=Predicted sugar kinase fused to a uncharacterized domain],[evalue=9.50154E-173]
[locus_tag=PMT_0346],[protein_id=CAE20521.1],[gene=None],"[protein=Type II alternative RNA polymerase sigma factor, sigma-70 family]",[locus_tag=SynWH7803_1736],[protein_id=CAK24162.1],[gene=rpoD],"[protein=Alternative RNA polymerase sigma factor, sigma-70 family]",[evalue=0.00000E+00],[locus_tag=SynWH7803_2501],[protein_id=CAK24927.1],[gene=rpoD],"[protein=Alternative RNA polymerase sigma factor, sigma-70 family]",[evalue=1.83981E-114],[locus_tag=SynWH7803_0611],[protein_id=CAK23037.1],[gene=rpoD],"[protein=RNA polymerase sigma factor RpoD, sigma-70 family]",[evalue=1.39135E-84]
[locus_tag=PMT_0347],[protein_id=CAE20522.1],[gene=pdhA],[protein=Pyruvate dehydrogenase E1 alpha subunit],[locus_tag=SynWH7803_1734],[protein_id=CAK24160.1],[gene=pdhA],[protein=Pyruvate dehydrogenase E1 component alpha subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0348],[protein_id=CAE20523.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1733],[protein_id=CAK24159.1],[gene=None],[protein=DnaJ domain containing protein],[evalue=0.00000E+00]
[locus_tag=PMT_0349],[protein_id=CAE20524.1],[gene=ffh],[protein=signal recognition particle protein (SRP54)],[locus_tag=SynWH7803_1731],[protein_id=CAK24157.1],[gene=ffh],[protein=Signal recognition particle protein],[evalue=0.00000E+00],[locus_tag=SynWH7803_0011],[protein_id=CAK22437.1],[gene=ftsY],"[protein=Signal recognition particle GTPase, FtsY]",[evalue=1.77560E-29]
[locus_tag=PMT_0350],[protein_id=CAE20525.1],"[gene=rpsP,rps16]",[protein=30S Ribosomal protein S16],[locus_tag=SynWH7803_1730],[protein_id=CAK24156.1],[gene=rpsP],[protein=30S ribosomal protein S16],[evalue=2.87241E-61]
[locus_tag=PMT_0351],[protein_id=CAE20526.1],"[gene=phoH,psiH]",[protein=PhoH-like phosphate starvation-inducible protein],[locus_tag=SynWH7803_1729],[protein_id=CAK24155.1],"[gene=phoH, psiH]",[protein=PhoH-like hosphate starvation-inducible protein],[evalue=0.00000E+00]
[locus_tag=PMT_0352],[protein_id=CAE20527.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1728],[protein_id=CAK24154.1],[gene=None],[protein=Integral membrane protein],[evalue=5.22114E-137]
[locus_tag=PMT_0354],[protein_id=CAE20529.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1727],[protein_id=CAK24153.1],[gene=None],[protein=Conserved hypothetical protein specific to cyanobacteria],[evalue=1.78203E-81]
[locus_tag=PMT_0355],[protein_id=CAE20530.1],[gene=None],[protein=GTP-binding protein ERA homolog],[locus_tag=SynWH7803_1726],[protein_id=CAK24152.1],[gene=era],[protein=GTP-binding protein era homolog],[evalue=1.24318E-173],[locus_tag=SynWH7803_0568],[protein_id=CAK22994.1],[gene=engA],[protein=GTP-binding protein engA],[evalue=6.78424E-14],[locus_tag=SynWH7803_0568],[protein_id=CAK22994.1],[gene=engA],[protein=GTP-binding protein engA],[evalue=7.03733E-14]
[locus_tag=PMT_0356],[protein_id=CAE20531.1],[gene=None],"[protein=putative bifuntional enzyme: tRNA methyltransferase; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase]",[locus_tag=SynWH7803_1724],[protein_id=CAK24150.1],[gene=trmD],[protein=tRNA-(guanine-N1)-methyltransferase],[evalue=7.56733E-133],[locus_tag=SynWH7803_1723],[protein_id=CAK24149.1],[gene=ispF],"[protein=2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase]",[evalue=9.72212E-85]
[locus_tag=PMT_0357],[protein_id=CAE20532.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1722],[protein_id=CAK24148.1],[gene=None],[protein=Conserved hypothetical protein specific to cyanobacteria],[evalue=1.01593E-55]
[locus_tag=PMT_0358],[protein_id=CAE20533.1],[gene=None],[protein=putative circadian phase modifier CpmA homolog],[locus_tag=SynWH7803_1721],[protein_id=CAK24147.1],[gene=cpmA],[protein=Circadian phase modifier CpmA homolog],[evalue=3.14152E-98]
[locus_tag=PMT_0359],[protein_id=CAE20534.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1720],[protein_id=CAK24146.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=3.53058E-16]
[locus_tag=PMT_0360],[protein_id=CAE20535.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1719],[protein_id=CAK24145.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=9.85596E-24]
[locus_tag=PMT_0361],[protein_id=CAE20536.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1718],[protein_id=CAK24144.1],[gene=None],[protein=Predicted conserved membrane protein],[evalue=3.76797E-85]
[locus_tag=PMT_0362],[protein_id=CAE20537.1],[gene=None],[protein=DUF170],[locus_tag=SynWH7803_1717],[protein_id=CAK24143.1],[gene=thiS],[protein=Sulfur transfer protein involved in thiamine biosynthesis],[evalue=2.29867E-23]
[locus_tag=PMT_0363],[protein_id=CAE20538.1],[gene=thiE],[protein=Thiamine monophosphate synthase (TMP)],[locus_tag=SynWH7803_1716],[protein_id=CAK24142.1],[gene=thiE],[protein=Thiamine-phosphate pyrophosphorylase],[evalue=1.08970E-155]
[locus_tag=PMT_0364],[protein_id=CAE20539.1],[gene=ribF],[protein=putative riboflavin kinase/FAD synthase],[locus_tag=SynWH7803_1715],[protein_id=CAK24141.1],[gene=ribF],[protein=Riboflavin biosynthesis protein ribF (Riboflavin kinase / FMN adenylyltransferase)],[evalue=6.86296E-156]
[locus_tag=PMT_0365],[protein_id=CAE20540.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1714],[protein_id=CAK24140.1],[gene=None],[protein=Conserved hypothetical membrane protein],[evalue=1.98188E-82]
[locus_tag=PMT_0366],[protein_id=CAE20541.1],[gene=surE],[protein=Survival protein SurE],[locus_tag=SynWH7803_1713],[protein_id=CAK24139.1],[gene=surE],[protein=5'-nucleotidase SurE],[evalue=2.81176E-147]
[locus_tag=PMT_0367],[protein_id=CAE20542.1],[gene=pheS],"[protein=Phenylalanyl-tRNA synthetase, alpha subunit]",[locus_tag=SynWH7803_1712],[protein_id=CAK24138.1],[gene=pheS],[protein=Phenylalanyl-tRNA synthetase alpha subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0368],[protein_id=CAE20543.1],[gene=None],[protein=predicted sugar kinase],[locus_tag=SynWH7803_1710],[protein_id=CAK24136.1],[gene=ppnK],[protein=Probable inorganic polyphosphate/ATP-NAD kinase],[evalue=0.00000E+00],[locus_tag=SynWH7803_2287],[protein_id=CAK24713.1],[gene=ppnK],[protein=Inorganic polyphosphate/ATP-NAD kinase],[evalue=3.32205E-37]
[locus_tag=PMT_0369],[protein_id=CAE20544.1],[gene=None],[protein=DUF192],[locus_tag=SynWH7803_1708],[protein_id=CAK24134.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.87706E-48]
[locus_tag=PMT_0370],[protein_id=CAE20545.1],[gene=cobL],[protein=putative precorrin-6y methylase],[locus_tag=SynWH7803_1707],[protein_id=CAK24133.1],[gene=cobL],[protein=Precorrin-6Y methylase],[evalue=7.22971E-167]
[locus_tag=PMT_0371],[protein_id=CAE20546.1],[gene=None],[protein=hypothetical],[locus_tag=SynWH7803_1696],[protein_id=CAK24122.1],[gene=None],[protein=Conserved hypothetical protein specific to cyanobacteria],[evalue=7.94743E-25]
[locus_tag=PMT_0372],[protein_id=CAE20547.1],[gene=None],[protein=Hemolysin-type calcium-binding protein],[locus_tag=SynWH7803_0106],[protein_id=CAK22532.1],[gene=None],[protein=Possible Zn-dependent metalloprotease],[evalue=1.88975E-11]
[locus_tag=PMT_0373],[protein_id=CAE20548.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1695],[protein_id=CAK24121.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_0374],[protein_id=CAE20549.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1693],[protein_id=CAK24119.1],[gene=None],"[protein=Uncharacterized conserved secreted protein, specific to cyanobacteria]",[evalue=6.78355E-64]
[locus_tag=PMT_0375],[protein_id=CAE20550.1],[gene=ribD],[protein=putative Diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase],[locus_tag=SynWH7803_1692],[protein_id=CAK24118.1],[gene=ribD],[protein=Riboflavin biosynthesis protein ribD (Diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase)],[evalue=1.16483E-163]
